,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
10,fcbk,2013-04-26,break cut ill lie miss,,satisfy win,26.13999938964844,26.85000038146973,26.979999542236328,27.43000030517578,26.88999938964844,27.770000457763672,27.43000030517578,42.0,25.0,15.0,2.0,4.095,33.6,2.72,3.21,0.48,1.24,3.27,0.0,2.01,-17.35,-18.36
11,fcbk,2013-05-01,breach breaches break caution cautioned closing closure concern concerns conciliation cut disclosing erred ill late lie limitation limitations losing loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assuming assumption assumptions believe could depend dependent differ intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit effective enable exciting great greater improve progress satisfy strong superior transparency win,27.770000457763672,27.43000030517578,28.96999931335449,27.56999969482422,26.68000030517578,23.770000457763672,23.729999542236328,42.0,25.0,15.0,2.0,4.095,33.22,-1.22,4.32,5.61,-13.78,-10.91,-13.93,-11.06,-28.45,-28.57
12,fcbk,2013-06-13,break closed collapse cut disclose disclosed ill lapse lie lose miss resign resignation,depend dependent hidden,able gain gains satisfy success win,23.770000457763672,23.729999542236328,23.6299991607666,24.209999084472656,23.940000534057607,26.1299991607666,26.51000022888184,41.0,29.0,10.0,2.0,4.317,33.45,-0.17,-0.59,-0.42,7.93,9.15,9.5,10.74,-21.88,-20.75
13,fcbk,2013-07-24,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations losing loss lying miss negative plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit best better effective enable good great greater progress satisfy strong success successful successfully superior transparency win,26.1299991607666,26.51000022888184,34.360000610351555,35.43000030517578,38.04999923706055,36.650001525878906,36.560001373291016,43.0,31.0,11.0,1.0,4.395,32.91,1.45,31.5,29.61,3.44,-3.68,3.19,-3.92,11.36,11.09
14,fcbk,2013-08-15,acquiesce adverse adversely against allege alleged arrears bankrupt bankruptcy breach break bribe bribery cancel cancellation cancelled caution cautions cease ceased ceases ceasing claiming claims closed closing closure closures collapse concern conflict conflicting conflicts contested contrary correction corrupt corruption counterclaim cut damage damages default defect defects defer deficit delay delayed deleterious delinquent denied deny deter detract disclaim disclaims disclose disclosed discontinuance discrepancy dismiss dismissal dismissed dispose dispute disregard disregarded dissolution distress doubt easing embargo embargoes encumbrance encumbrances erred erring error errors exculpatory expose fail failed fails failure failures fault faults fined fines force forced forcing foreclose foreclosure forego fraud fraudulent harm hazard hazardous ill illegal illegality impair impaired impairing impairment impossibility impracticable inability inaccuracy inaccurate incapable incident incompetency inconsistency inconsistent incorrect indefeasible indefeasibly ineffective infringe infringement infringements injury inquiry insolvency insufficient intentional interfere invalid invalidate invalidated invalidity investigation investigations involuntary irreparable lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator lose losing loss losses lying misconduct mislead misleading miss missed moratorium negative negatively negligence nonpayment obsolescence obsolete omission omissions omit omits omitted onerous oppose opposed overdue penalties penalty pled poses postpone preclude prejudice protest punitive purport purported question quit reject rejected rejects relinquish renegotiation reparation repudiate resign resignation restate restated restructuring revoke revoked sever solvency standstill stress sue sued sues suing suspect suspected suspend suspended terminate terminated terminates termination terminations threat threaten threatened unable unemployment unlawful unpaid unqualified unreasonably usurious usury violate violation violative,alteration ambiguity appear approximate approximately assume assumed assumes assumption assumptions believe believed believes conditional conditionally contingencies contingency contingent could depend dependence dependent depending differ doubt exposure exposures hidden intangible likelihood may might pending possibility possible precaution precautions preliminary risk risks speculative tending unusual vary varying,able achieve achieved adequately advances assuring beneficial beneficially benefit benefitting best charitable conclusive confident diligent effective enable exclusive exclusively favorable gain gains good great greater greatest improve improved improvement improvements improving invent invention inventions leading opportunities satisfaction satisfactory satisfied satisfies satisfy succeed succeeded succeeding success win,36.650001525878906,36.560001373291016,37.08000183105469,38.40999984741211,41.34000015258789,49.5,51.13999938964844,43.0,31.0,12.0,0.0,4.419,38.0,-0.25,1.17,1.42,28.87,19.74,33.14,23.71,30.26,34.58
15,fcbk,2013-10-16,break collapse cut deter ill lapse lie miss,hidden,able satisfy win,49.5,51.13999938964844,52.209999084472656,53.849998474121094,51.95000076293945,49.4000015258789,49.0099983215332,46.0,36.0,10.0,0.0,4.543,51.18,3.31,5.47,2.09,-8.26,-4.91,-8.99,-5.66,-3.48,-4.24
16,fcbk,2013-10-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may nearly predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able achieve achieved benefit better effective enable great greater satisfy strong superior transparency win,49.4000015258789,49.0099983215332,50.209999084472656,48.22000122070313,47.52999877929688,55.11999893188477,57.77000045776367,46.0,37.0,9.0,0.0,4.587,55.36,-0.79,1.64,2.45,14.31,15.97,19.81,21.54,-0.43,4.35
17,fcbk,2013-12-23,adverse adversely against allege alleged breach break calamity claims closed closing closure conflict conflicts contested corrupt corruption corruptly crisis culpability cut damage damages default defaulting defect defects defend defending deficiency deter disclose disclosed dispute disrupt disruption downgrading easing encumbrance encumbrances erred error fail failed failure fault fined force forced forego fraud fraudulent guilty harm hazard hazardous ill impracticable improper inadvisable inappropriate incident ineligible infringe infringement insufficient intentional interfere investigating investigation late laundering lie limitation limitations lose losing loss losses mislead misleading misrepresent misrepresentation miss moratorium noncompliance omission omissions omit overage plaintiff plea plead pleaded poses postpone quit refusal refuse refused reparation revocation sever strain sue sued suspend suspended suspending terminate terminated termination threat threaten threatened unable unavailable unlawful unpaid violation weak weakness,appear approximate approximately assume assuming believe believes conditional contingent could depend dependent differ may ordinarily pending possible preliminary risk risks sometime sometimes,able achieve advantage benefit confident effective exclusive gain gains good invent invention inventions leading opportunity satisfactory satisfied satisfy succeed succeeding win,55.11999893188477,57.77000045776367,57.959999084472656,57.72999954223633,53.709999084472656,55.13999938964844,53.52999877929688,47.0,40.0,7.0,0.0,4.66,60.04,4.81,5.15,0.33,-4.49,2.66,-7.28,-0.34,-8.16,-10.84
18,fcbk,2014-01-29,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing lying miss plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy superior transparency win,55.13999938964844,53.52999877929688,61.08000183105469,61.47999954223633,64.31999969482422,67.30000305175781,68.05999755859375,48.0,42.0,6.0,0.0,4.688,62.4,-2.92,10.77,14.1,9.47,4.63,10.7,5.81,7.85,9.07
19,fcbk,2014-02-19,adverse adversely break cancel cancelled cease closing closure collapse cut disclosing fail failure forego ill lapse late lie lose losing lying miss purport quit sue sued terminate termination,anticipate anticipated approximate approximately could depend dependent differ hidden may revise risk risks,able benefit benefiting efficient efficiently excited honor honored incredibly leading satisfied satisfy strong valuable win,67.30000305175781,68.05999755859375,69.62999725341797,70.77999877929688,68.45999908447266,64.88999938964844,60.38999938964844,48.0,42.0,6.0,0.0,4.688,70.53,1.13,3.46,2.31,-8.32,-5.21,-14.68,-11.79,-8.0,-14.38
20,fcbk,2014-03-26,adverse adversely break cancel cancelled closing closure collapse cut fined ill lapse late lie lose losing miss quit sue termination,anticipate anticipated could differ hidden may revise risk risks,able satisfied satisfy win,64.88999938964844,60.38999938964844,60.97000122070313,60.2400016784668,56.75,63.02999877929688,61.36000061035156,48.0,39.0,9.0,0.0,4.563,73.95,-6.93,-6.04,0.96,4.63,11.07,1.86,8.12,-14.77,-17.03
21,fcbk,2014-04-23,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing lying miss plea pleas poses quit resign resignation sue sued taint,almost approximate approximately assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective efficient efficiently enable great greater improving incredibly progress satisfy strong succeed succeeded superior transparency win,63.02999877929688,61.36000061035156,60.86999893188477,56.13999938964844,60.459999084472656,60.52000045776367,61.349998474121094,49.0,41.0,8.0,0.0,4.612,75.04,-2.65,-3.43,-0.8,7.8,0.1,9.28,1.47,-19.35,-18.24
22,fcbk,2014-05-23,break collapse cut ill inability lapse lie lose miss resign resignation,depend dependent hidden,able gain gains satisfy success win,60.52000045776367,61.349998474121094,63.47999954223633,63.5099983215332,62.86999893188477,69.26999664306639,71.29000091552734,49.0,42.0,7.0,0.0,4.6530000000000005,77.64,1.37,4.89,3.47,9.07,10.18,12.25,13.39,-10.78,-8.18
23,fcbk,2014-07-23,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater opportunity satisfy superior transparency win,69.26999664306639,71.29000091552734,74.9800033569336,74.91999816894531,72.36000061035156,77.44000244140625,77.55999755859375,49.0,41.0,8.0,0.0,4.612,80.25,2.92,8.24,5.18,3.36,7.02,3.52,7.19,-3.5,-3.35
24,fcbk,2014-10-06,break cancel cancelled cease ceased closing closure collapse cut fines forego ill lapse late lie losing miss penalties purport quit sue sued terminate terminated,approximate approximately hidden,able accomplish accomplished effective good satisfaction satisfy win,77.44000244140625,77.55999755859375,76.29000091552734,75.91000366210938,73.20999908447266,80.27999877929688,80.7699966430664,50.0,41.0,9.0,0.0,4.58,87.86,0.15,-1.49,-1.64,5.76,9.66,6.4,10.33,-8.63,-8.07
25,fcbk,2014-10-28,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater satisfy strong superior transparency win,80.27999877929688,80.7699966430664,75.86000061035156,74.98999786376953,75.26000213623047,80.27999877929688,80.7699966430664,52.0,43.0,9.0,0.0,4.596,89.58,0.61,-5.51,-6.08,7.05,6.67,7.71,7.32,-10.38,-9.83
26,fcbk,2014-10-28,absence adverse against breach break cancel cancelled claims closed closing closure closures collapse cut defend defer deficit deter dissolution doubt doubtful erred error fined forfeit forfeited forfeiture forfeitures fraud harm ill impair impaired impairment incident infringe infringement lack lapse late lie limitation limitations liquidation litigation lose losing loss losses lying misconduct miss misstate misstatement negative penalties poses pressing purport quit reparation restructuring restructurings sever sue sued sues suffer suffered termination threat threaten threatened unpaid volatility,anticipate anticipated apparent approximate approximately approximates assume assumed assumption assumptions believe believes contingencies could depend dependent differ doubt doubtful hidden intangible likelihood may nonassessable possibility preliminary probable revise revised risk risks sometime uncertain variable variables volatility,able achieve achieved achieving advances advantage advantages assure assured benefit best effective efficiencies exclusive gain gains good great greater improve improvement improving opportunities positive progress satisfy win,80.27999877929688,80.7699966430664,75.86000061035156,74.98999786376953,75.26000213623047,80.7699966430664,75.86000061035156,52.0,43.0,9.0,0.0,4.596,89.58,0.61,-5.51,-6.08,7.71,7.32,1.16,0.8,-9.83,-15.32
27,fcbk,2014-10-29,break claims closed closing collapse concern cut delay delayed deter disclose disclosed dispose erred fined force forego ill investigation lack lapse lie lose losing miss poses sue sued sues suspend suspending terminate termination undisclosed,assume assumed depend dependent hidden indeterminate may nonassessable pending,able effective good opportunity satisfy win,80.7699966430664,75.86000061035156,74.11000061035156,73.87999725341797,75.5999984741211,75.77999877929688,76.23999786376953,52.0,43.0,9.0,0.0,4.596,87.92,-6.08,-8.25,-2.31,2.57,0.24,3.19,0.85,-13.81,-13.28
28,fcbk,2015-01-28,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater progress satisfy superior transparency win,75.77999877929688,76.23999786376953,78.0,74.98999786376953,74.47000122070312,83.62000274658203,84.62999725341797,52.0,43.0,8.0,1.0,4.596,89.02,0.61,2.93,2.31,11.51,12.29,12.86,13.64,-6.07,-4.93
29,fcbk,2015-04-22,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy strong superior transparency win,83.62000274658203,84.62999725341797,82.41000366210938,81.91000366210938,78.98999786376953,81.52999877929688,80.70999908447266,51.0,44.0,6.0,1.0,4.667,93.25,1.21,-1.45,-2.62,-0.46,3.22,-1.47,2.18,-12.57,-13.45
30,fcbk,2015-06-15,break collapse cut ill inability lapse lie lose miss quit resign resignation,depend dependent hidden may risk,able gain gains satisfy success win,81.52999877929688,80.70999908447266,81.05999755859375,82.91000366210938,88.86000061035156,95.29000091552734,96.98999786376952,49.0,43.0,5.0,1.0,4.694,97.3,-1.01,-0.58,0.43,14.93,7.24,16.98,9.15,-2.07,-0.32
31,fcbk,2015-07-29,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater improving satisfy strong success successful successfully superior transparency win,95.29000091552734,96.98999786376952,95.20999908447266,94.13999938964844,94.3000030517578,102.58000183105469,103.94000244140624,51.0,45.0,5.0,1.0,4.706,105.88,1.78,-0.08,-1.84,8.97,8.78,10.41,10.22,-3.12,-1.83
32,fcbk,2015-11-04,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater innovating satisfy success successful successfully superior transparency win,102.58000183105469,103.94000244140624,108.76000213623048,106.48999786376952,103.9499969482422,104.23999786376952,107.12000274658205,54.0,48.0,4.0,2.0,4.667,117.14,1.33,6.02,4.64,-2.11,0.28,0.59,3.05,-11.01,-8.55
33,fcbk,2015-12-01,break closed collapse cut disclose disclosed ill lapse lie lose miss,approximate approximately hidden,able advancing beneficial beneficially good satisfy win,104.23999786376952,107.12000274658205,106.06999969482422,106.18000030517578,105.41999816894531,97.33999633789062,94.4499969482422,54.0,49.0,4.0,1.0,4.7410000000000005,128.34,2.76,1.76,-0.98,-8.33,-7.66,-11.05,-10.41,-24.15,-26.41
34,fcbk,2016-01-27,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut defer disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy superior transparency win,97.33999633789062,94.4499969482422,109.11000061035156,115.08999633789062,104.06999969482422,108.76000213623048,108.88999938964844,53.0,49.0,3.0,1.0,4.774,129.62,-2.97,12.09,15.52,-5.5,4.51,-5.39,4.63,-16.09,-15.99
35,fcbk,2016-04-27,breach breaches break caution cautioned challenge challenges challenging closing closure collapse concern concerns conciliation cut disclosing distract distracted doubt doubtful erred hurt ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses posing question questions quit restate sue sued taint worry,approximate approximately assumption assumptions believe believes could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions preliminary risk risks uncertain uncertainties vary varying,able achieve benefit best better creative effective enable enabling encouraging good great greater improve improving incredible leadership leading satisfy strong stronger success superior transparency valuable win,108.76000213623048,108.88999938964844,116.7300033569336,118.56999969482422,119.48999786376952,116.80999755859376,117.3499984741211,54.0,49.0,4.0,1.0,4.7410000000000005,139.21,0.12,7.33,7.2,-1.48,-2.24,-1.03,-1.79,-16.09,-15.7
36,fcbk,2016-05-20,break closed collapse cut disclose disclosed ill lapse lie lose miss terminate terminated termination,hidden may,able satisfy win,116.80999755859376,117.3499984741211,115.97000122070312,117.88999938964844,118.80999755859376,113.37000274658205,114.37999725341795,53.0,48.0,4.0,1.0,4.7360000000000015,146.31,0.46,-0.72,-1.18,-3.83,-4.58,-2.98,-3.73,-22.51,-21.82
37,fcbk,2016-06-21,break closed collapse cut disclose disclosed dissolution ill inability lapse late lie liquidation lose miss quit resign resignation restate restated restatement,depend dependent hidden,able gain gains satisfy success win,113.37000274658205,114.37999725341795,113.91000366210938,112.08000183105469,114.27999877929688,121.22000122070312,123.33999633789062,53.0,48.0,4.0,1.0,4.7360000000000015,146.31,0.89,0.48,-0.41,8.15,6.07,10.05,7.93,-17.15,-15.7
38,fcbk,2016-07-27,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater pleased progress satisfy superior transparency win,121.22000122070312,123.33999633789062,125.0,124.30999755859376,125.1500015258789,129.5,127.16999816894531,52.0,46.0,5.0,1.0,4.692,147.39,1.75,3.12,1.35,4.18,3.48,2.3,1.61,-12.14,-13.72
39,fcbk,2016-11-02,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingent could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater progress satisfy superior transparency win,129.5,127.16999816894531,120.0,122.1500015258789,119.0199966430664,117.79000091552734,117.0199966430664,50.0,44.0,5.0,1.0,4.68,158.63,-1.8,-7.34,-5.64,-3.57,-1.03,-4.2,-1.68,-25.75,-26.23
40,fcbk,2016-11-18,break collapse cut ill lapse lie miss resign resignation,hidden nearly,able effective satisfy win,117.79000091552734,117.0199966430664,121.7699966430664,120.83999633789062,120.87000274658205,117.79000091552734,117.0199966430664,49.0,43.0,5.0,1.0,4.673,155.86,-0.65,3.38,4.06,-2.52,-2.55,-3.16,-3.19,-24.43,-24.92
41,fcbk,2016-11-18,break collapse cut ill lapse lie miss,depend hidden may,able opportunities satisfy win,117.79000091552734,117.0199966430664,121.7699966430664,120.83999633789062,120.87000274658205,130.32000732421878,133.22999572753906,49.0,43.0,5.0,1.0,4.673,155.86,-0.65,3.38,4.06,7.85,7.82,10.25,10.23,-16.39,-14.52
42,fcbk,2017-02-01,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred forfeit forfeiture forfeitures ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingent could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy superior transparency win,130.32000732421878,133.22999572753906,130.83999633789062,132.05999755859378,134.19000244140622,137.41999816894528,137.30000305175778,52.0,47.0,4.0,1.0,4.731,155.31,2.23,0.4,-1.79,4.06,2.41,3.97,2.32,-11.52,-11.6
43,fcbk,2017-03-07,break closed collapse cut disclose disclosed ill lapse lie lose lying miss resign,approximate approximately hidden,able effective satisfy win,137.41999816894528,137.30000305175778,137.72000122070312,138.78999328613278,139.99000549316406,152.77999877929688,151.8000030517578,50.0,44.0,5.0,1.0,4.68,158.32,-0.09,0.22,0.31,10.08,9.14,9.37,8.44,-3.5,-4.12
44,fcbk,2017-05-03,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred fined ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties vary,able better enable good great greater satisfy strong superior transparency win,152.77999877929688,151.8000030517578,150.85000610351562,151.05999755859375,150.3300018310547,153.6300048828125,152.80999755859375,48.0,43.0,4.0,1.0,4.708,164.98,-0.64,-1.26,-0.63,1.7,2.2,1.16,1.65,-6.88,-7.38
45,fcbk,2017-06-06,break collapse cut false fined ill lapse lie lose lying miss quit resign resignation,depend dependent hidden revise revised,able gain gains satisfy success win,153.6300048828125,152.80999755859375,153.1199951171875,149.60000610351562,149.8000030517578,165.27999877929688,165.61000061035156,46.0,41.0,4.0,1.0,4.6960000000000015,171.84,-0.53,-0.33,0.2,10.48,10.33,10.7,10.55,-3.82,-3.63
