,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
10,fcbk,2013-04-26,break cut ill lie miss,,satisfy win,42.0,25.0,15.0,2.0,4.095,1,1,1,1,1,0,1,0,0,5.0
11,fcbk,2013-05-01,breach breaches break caution cautioned closing closure concern concerns conciliation cut disclosing erred ill late lie limitation limitations losing loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assuming assumption assumptions believe could depend dependent differ intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit effective enable exciting great greater improve progress satisfy strong superior transparency win,42.0,25.0,15.0,2.0,4.095,0,1,1,0,0,0,0,0,0,43.0
12,fcbk,2013-06-13,break closed collapse cut disclose disclosed ill lapse lie lose miss resign resignation,depend dependent hidden,able gain gains satisfy success win,41.0,29.0,10.0,2.0,4.317,0,0,0,1,1,1,1,0,0,41.0
13,fcbk,2013-07-24,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations losing loss lying miss negative plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit best better effective enable good great greater progress satisfy strong success successful successfully superior transparency win,43.0,31.0,11.0,1.0,4.395,1,1,1,1,0,1,0,1,1,22.0
14,fcbk,2013-08-15,acquiesce adverse adversely against allege alleged arrears bankrupt bankruptcy breach break bribe bribery cancel cancellation cancelled caution cautions cease ceased ceases ceasing claiming claims closed closing closure closures collapse concern conflict conflicting conflicts contested contrary correction corrupt corruption counterclaim cut damage damages default defect defects defer deficit delay delayed deleterious delinquent denied deny deter detract disclaim disclaims disclose disclosed discontinuance discrepancy dismiss dismissal dismissed dispose dispute disregard disregarded dissolution distress doubt easing embargo embargoes encumbrance encumbrances erred erring error errors exculpatory expose fail failed fails failure failures fault faults fined fines force forced forcing foreclose foreclosure forego fraud fraudulent harm hazard hazardous ill illegal illegality impair impaired impairing impairment impossibility impracticable inability inaccuracy inaccurate incapable incident incompetency inconsistency inconsistent incorrect indefeasible indefeasibly ineffective infringe infringement infringements injury inquiry insolvency insufficient intentional interfere invalid invalidate invalidated invalidity investigation investigations involuntary irreparable lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator lose losing loss losses lying misconduct mislead misleading miss missed moratorium negative negatively negligence nonpayment obsolescence obsolete omission omissions omit omits omitted onerous oppose opposed overdue penalties penalty pled poses postpone preclude prejudice protest punitive purport purported question quit reject rejected rejects relinquish renegotiation reparation repudiate resign resignation restate restated restructuring revoke revoked sever solvency standstill stress sue sued sues suing suspect suspected suspend suspended terminate terminated terminates termination terminations threat threaten threatened unable unemployment unlawful unpaid unqualified unreasonably usurious usury violate violation violative,alteration ambiguity appear approximate approximately assume assumed assumes assumption assumptions believe believed believes conditional conditionally contingencies contingency contingent could depend dependence dependent depending differ doubt exposure exposures hidden intangible likelihood may might pending possibility possible precaution precautions preliminary risk risks speculative tending unusual vary varying,able achieve achieved adequately advances assuring beneficial beneficially benefit benefitting best charitable conclusive confident diligent effective enable exclusive exclusively favorable gain gains good great greater greatest improve improved improvement improvements improving invent invention inventions leading opportunities satisfaction satisfactory satisfied satisfies satisfy succeed succeeded succeeding success win,43.0,31.0,12.0,0.0,4.419,0,1,1,1,1,1,1,1,1,62.0
15,fcbk,2013-10-16,break collapse cut deter ill lapse lie miss,hidden,able satisfy win,46.0,36.0,10.0,0.0,4.543,1,1,1,0,0,0,0,0,0,14.0
16,fcbk,2013-10-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may nearly predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able achieve achieved benefit better effective enable great greater satisfy strong superior transparency win,46.0,37.0,9.0,0.0,4.587,0,1,1,1,1,1,1,0,1,54.0
17,fcbk,2013-12-23,adverse adversely against allege alleged breach break calamity claims closed closing closure conflict conflicts contested corrupt corruption corruptly crisis culpability cut damage damages default defaulting defect defects defend defending deficiency deter disclose disclosed dispute disrupt disruption downgrading easing encumbrance encumbrances erred error fail failed failure fault fined force forced forego fraud fraudulent guilty harm hazard hazardous ill impracticable improper inadvisable inappropriate incident ineligible infringe infringement insufficient intentional interfere investigating investigation late laundering lie limitation limitations lose losing loss losses mislead misleading misrepresent misrepresentation miss moratorium noncompliance omission omissions omit overage plaintiff plea plead pleaded poses postpone quit refusal refuse refused reparation revocation sever strain sue sued suspend suspended suspending terminate terminated termination threat threaten threatened unable unavailable unlawful unpaid violation weak weakness,appear approximate approximately assume assuming believe believes conditional contingent could depend dependent differ may ordinarily pending possible preliminary risk risks sometime sometimes,able achieve advantage benefit confident effective exclusive gain gains good invent invention inventions leading opportunity satisfactory satisfied satisfy succeed succeeding win,47.0,40.0,7.0,0.0,4.66,1,1,1,0,1,0,0,0,0,37.0
18,fcbk,2014-01-29,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing lying miss plea pleas poses quit sue sued taint,approximate approximately assume assumed assuming assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy superior transparency win,48.0,42.0,6.0,0.0,4.688,0,1,1,1,1,1,1,1,1,21.0
19,fcbk,2014-02-19,adverse adversely break cancel cancelled cease closing closure collapse cut disclosing fail failure forego ill lapse late lie lose losing lying miss purport quit sue sued terminate termination,anticipate anticipated approximate approximately could depend dependent differ hidden may revise risk risks,able benefit benefiting efficient efficiently excited honor honored incredibly leading satisfied satisfy strong valuable win,48.0,42.0,6.0,0.0,4.688,1,1,1,0,0,0,0,0,0,35.0
20,fcbk,2014-03-26,adverse adversely break cancel cancelled closing closure collapse cut fined ill lapse late lie lose losing miss quit sue termination,anticipate anticipated could differ hidden may revise risk risks,able satisfied satisfy win,48.0,39.0,9.0,0.0,4.563,0,0,1,1,1,1,1,0,0,28.0
21,fcbk,2014-04-23,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing lying miss plea pleas poses quit resign resignation sue sued taint,almost approximate approximately assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective efficient efficiently enable great greater improving incredibly progress satisfy strong succeed succeeded superior transparency win,49.0,41.0,8.0,0.0,4.612,0,0,0,1,1,1,1,0,0,30.0
22,fcbk,2014-05-23,break collapse cut ill inability lapse lie lose miss resign resignation,depend dependent hidden,able gain gains satisfy success win,49.0,42.0,7.0,0.0,4.6530000000000005,1,1,1,1,1,1,1,0,0,61.0
23,fcbk,2014-07-23,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater opportunity satisfy superior transparency win,49.0,41.0,8.0,0.0,4.612,1,1,1,1,1,1,1,0,0,75.0
24,fcbk,2014-10-06,break cancel cancelled cease ceased closing closure collapse cut fines forego ill lapse late lie losing miss penalties purport quit sue sued terminate terminated,approximate approximately hidden,able accomplish accomplished effective good satisfaction satisfy win,50.0,41.0,9.0,0.0,4.58,1,0,0,1,1,1,1,0,0,22.0
25,fcbk,2014-10-28,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater satisfy strong superior transparency win,52.0,43.0,9.0,0.0,4.596,1,0,0,1,1,1,1,0,0,0.0
26,fcbk,2014-10-28,absence adverse against breach break cancel cancelled claims closed closing closure closures collapse cut defend defer deficit deter dissolution doubt doubtful erred error fined forfeit forfeited forfeiture forfeitures fraud harm ill impair impaired impairment incident infringe infringement lack lapse late lie limitation limitations liquidation litigation lose losing loss losses lying misconduct miss misstate misstatement negative penalties poses pressing purport quit reparation restructuring restructurings sever sue sued sues suffer suffered termination threat threaten threatened unpaid volatility,anticipate anticipated apparent approximate approximately approximates assume assumed assumption assumptions believe believes contingencies could depend dependent differ doubt doubtful hidden intangible likelihood may nonassessable possibility preliminary probable revise revised risk risks sometime uncertain variable variables volatility,able achieve achieved achieving advances advantage advantages assure assured benefit best effective efficiencies exclusive gain gains good great greater improve improvement improving opportunities positive progress satisfy win,52.0,43.0,9.0,0.0,4.596,1,0,0,1,1,1,1,0,0,1.0
27,fcbk,2014-10-29,break claims closed closing collapse concern cut delay delayed deter disclose disclosed dispose erred fined force forego ill investigation lack lapse lie lose losing miss poses sue sued sues suspend suspending terminate termination undisclosed,assume assumed depend dependent hidden indeterminate may nonassessable pending,able effective good opportunity satisfy win,52.0,43.0,9.0,0.0,4.596,0,0,0,1,1,1,1,0,0,91.0
28,fcbk,2015-01-28,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater progress satisfy superior transparency win,52.0,43.0,8.0,1.0,4.596,1,1,1,1,1,1,1,0,0,84.0
29,fcbk,2015-04-22,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy strong superior transparency win,51.0,44.0,6.0,1.0,4.667,1,0,0,0,1,0,1,0,0,54.0
30,fcbk,2015-06-15,break collapse cut ill inability lapse lie lose miss quit resign resignation,depend dependent hidden may risk,able gain gains satisfy success win,49.0,43.0,5.0,1.0,4.694,0,0,1,1,1,1,1,0,0,44.0
31,fcbk,2015-07-29,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater improving satisfy strong success successful successfully superior transparency win,51.0,45.0,5.0,1.0,4.706,1,0,0,1,1,1,1,0,0,98.0
32,fcbk,2015-11-04,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater innovating satisfy success successful successfully superior transparency win,54.0,48.0,4.0,2.0,4.667,1,1,1,0,1,1,1,0,0,27.0
33,fcbk,2015-12-01,break closed collapse cut disclose disclosed ill lapse lie lose miss,approximate approximately hidden,able advancing beneficial beneficially good satisfy win,54.0,49.0,4.0,1.0,4.7410000000000005,1,1,0,0,0,0,0,0,0,57.0
34,fcbk,2016-01-27,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut defer disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy superior transparency win,53.0,49.0,3.0,1.0,4.774,0,1,1,0,1,0,1,0,0,91.0
35,fcbk,2016-04-27,breach breaches break caution cautioned challenge challenges challenging closing closure collapse concern concerns conciliation cut disclosing distract distracted doubt doubtful erred hurt ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses posing question questions quit restate sue sued taint worry,approximate approximately assumption assumptions believe believes could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions preliminary risk risks uncertain uncertainties vary varying,able achieve benefit best better creative effective enable enabling encouraging good great greater improve improving incredible leadership leading satisfy strong stronger success superior transparency valuable win,54.0,49.0,4.0,1.0,4.7410000000000005,1,1,1,0,0,0,0,0,0,23.0
36,fcbk,2016-05-20,break closed collapse cut disclose disclosed ill lapse lie lose miss terminate terminated termination,hidden may,able satisfy win,53.0,48.0,4.0,1.0,4.7360000000000015,1,0,0,0,0,0,0,0,0,32.0
37,fcbk,2016-06-21,break closed collapse cut disclose disclosed dissolution ill inability lapse late lie liquidation lose miss quit resign resignation restate restated restatement,depend dependent hidden,able gain gains satisfy success win,53.0,48.0,4.0,1.0,4.7360000000000015,1,1,0,1,1,1,1,0,0,36.0
38,fcbk,2016-07-27,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater pleased progress satisfy superior transparency win,52.0,46.0,5.0,1.0,4.692,1,1,1,1,1,1,1,0,0,98.0
39,fcbk,2016-11-02,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingent could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable good great greater progress satisfy superior transparency win,50.0,44.0,5.0,1.0,4.68,0,0,0,0,0,0,0,0,0,16.0
40,fcbk,2016-11-18,break collapse cut ill lapse lie miss resign resignation,hidden nearly,able effective satisfy win,49.0,43.0,5.0,1.0,4.673,0,1,1,0,0,0,0,0,0,0.0
41,fcbk,2016-11-18,break collapse cut ill lapse lie miss,depend hidden may,able opportunities satisfy win,49.0,43.0,5.0,1.0,4.673,0,1,1,1,1,1,1,0,0,75.0
42,fcbk,2017-02-01,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred forfeit forfeiture forfeitures ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingent could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions risk risks uncertain uncertainties vary varying,able benefit better effective enable great greater satisfy superior transparency win,52.0,47.0,4.0,1.0,4.731,1,1,0,1,1,1,1,0,0,34.0
43,fcbk,2017-03-07,break closed collapse cut disclose disclosed ill lapse lie lose lying miss resign,approximate approximately hidden,able effective satisfy win,50.0,44.0,5.0,1.0,4.68,0,1,1,1,1,1,1,0,0,57.0
44,fcbk,2017-05-03,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred fined ill lapse late lie limitation limitations litigation losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties vary,able better enable good great greater satisfy strong superior transparency win,48.0,43.0,4.0,1.0,4.708,0,0,0,1,1,1,1,0,0,34.0
45,fcbk,2017-06-06,break collapse cut false fined ill lapse lie lose lying miss quit resign resignation,depend dependent hidden revise revised,able gain gains satisfy success win,46.0,41.0,4.0,1.0,4.6960000000000015,0,0,1,1,1,1,1,0,0,50.0
46,fcbk,2017-07-26,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable good great greater satisfy superior transparency win,46.0,41.0,4.0,1.0,4.6960000000000015,1,1,1,1,1,1,1,0,0,58.0
47,fcbk,2017-09-22,break closed collapse cut deter disclose disclosed fined ill lapse lie lose lying miss restate restated,anticipate anticipates approximate approximately depend dependent hidden revise revised,able beneficial beneficially satisfy win,47.0,42.0,3.0,2.0,4.66,0,0,0,1,1,1,1,0,0,40.0
48,fcbk,2017-11-01,abuse breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing doubt doubtful erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses preventing quit serious sue sued taint,approximate approximately assumption assumptions believe contingent could depend dependency dependent differ doubt doubtful hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable great greater profitability satisfy superior transparency win,47.0,43.0,2.0,2.0,4.702,1,0,0,0,0,0,1,0,0,78.0
49,fcbk,2018-01-18,break collapse cut deter fined ill lapse late lie lose lying miss quit termination,believe hidden revise revised,able delight delighted effective improve satisfy strong win,47.0,42.0,3.0,2.0,4.66,1,1,1,0,1,0,1,0,0,13.0
50,fcbk,2018-01-31,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut defer deter disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sever sue sued taint,approximate approximately assumption assumptions believe contingencies contingent could depend dependency dependent differ hidden intangible may predict predicted prediction predictions reassess reassessing revise revised risk risks roughly uncertain uncertainties unsettled vary,able better effective enable encouraging good great greater satisfy strong stronger superior transparency win,47.0,42.0,3.0,2.0,4.66,0,1,1,0,0,0,0,0,0,84.0
51,fcbk,2018-04-25,breach breaches break caution cautioned challenge challenges closing closure collapse concern concerns conciliation cut disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable enhancing good great greater opportunities satisfy strength strengthen strong superior transparency win,47.0,43.0,2.0,2.0,4.702,0,1,1,0,0,1,0,0,0,6.0
52,fcbk,2018-05-01,break cut fined ill lie lying miss resign resignation,revise revised,satisfy win,46.0,43.0,1.0,2.0,4.739,1,1,1,1,0,1,0,0,0,7.0
53,fcbk,2018-05-08,break challenge challenges closing collapse cut fined ill lapse lie lose losing lying miss,depend dependent hidden revise revised,able delight delighted effective exciting opportunities satisfy win,46.0,42.0,2.0,2.0,4.6960000000000015,1,1,1,0,0,0,0,0,0,0.0
54,fcbk,2018-05-08,break closing collapse cut deter disclosing fined ill lapse lie losing lying miss termination,hidden revise revised,able effective satisfy win,46.0,42.0,2.0,2.0,4.6960000000000015,1,1,1,1,1,1,1,0,0,28.0
55,fcbk,2018-06-05,break collapse cut fined ill lapse lie lose lying miss resign resignation,depend dependence dependent hidden revise revised risk,able gain gains satisfy success win,46.0,42.0,2.0,2.0,4.6960000000000015,0,0,0,1,1,1,1,0,0,50.0
56,fcbk,2018-07-25,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingencies could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better enable enhancing great greater satisfy superior transparency win,48.0,44.0,2.0,2.0,4.708,1,0,0,0,0,0,0,0,0,91.0
57,fcbk,2018-10-24,allegation allegations argument break claims closed collapse cut deny deter disclose disclosed dismiss dismissed fined forego ill lapse late lie litigation lose lying miss missed poses tense unreimbursed wrong wrongdoing,hidden revise revised risk,able resolve satisfaction satisfy win,52.0,42.0,8.0,2.0,4.5,0,0,1,0,0,1,0,0,0,6.0
58,fcbk,2018-10-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued taint,approximate approximately assumption assumptions believe contingencies contingent could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able best better effective enable enhancing great greater opportunities satisfy superior transparency win,52.0,42.0,8.0,2.0,4.5,1,1,1,0,0,0,0,0,0,38.0
59,fcbk,2018-12-07,break collapse cut fined ill lapse lie lying miss,depend hidden may revise revised,able opportunities satisfy win,53.0,41.0,9.0,3.0,4.396,0,1,1,0,1,1,1,0,0,54.0
60,fcbk,2019-01-30,breach breaches break caution cautioned closing closure collapse concern concerns conciliation cut disclosing erred fined ill impair lapse late lie limitation limitations litigation lose losing loss lying miss plea pleas poses quit sue sued sues taint,approximate approximately assumption assumptions believe contingencies contingent could depend dependency dependent differ hidden intangible may predict predicted prediction predictions revise revised risk risks uncertain uncertainties unsettled vary,able better effective enable enhancing great greater satisfy superior transparency win,53.0,41.0,8.0,4.0,4.3580000000000005,1,1,1,1,1,1,1,0,0,43.0
61,fcbk,2019-03-14,break collapse cut fined ill lapse lie lying miss resign,hidden revise revised,able satisfy win,52.0,41.0,9.0,2.0,4.462,0,0,0,1,1,1,1,0,0,32.0
62,fcbk,2019-04-15,absence adverse adversely against allege alleged alleging assertions breach breached break burden cancel cancellation cease ceased challenge challenges claiming claims closed closing closure collapse concern conflict contend contrary convict conviction counterclaim counterclaims criminal cut defend defending deficiencies delay destroy destroyed destruction deter diminish diminishing disclose disclosed disinterested dismiss dismissal dispose dispute disqualification disqualified disregard disregarded disrupt disruption distract distraction doubt erred fail failed fails failure fault fined fines force forced forego fraud frivolous guilty harm ill illegal impair impaired impairing improper inability inaction inadvertent incident inconsistent inquiry intentional interfere invalid invalidate investigating investigation knowingly lapse late lie limitation limitations litigation lose losing loss lost lying misconduct miss objecting omission omissions oppose opposed overage overcome penalties plea pleas poses posing postpone postponed postponement preclude prejudice prosecute prosecuted prosecuting purport purporting question questions quit relinquish relinquishes resign resignation restate restated revocation revocations revoke revoked sever stolen sue sued sues suffer suffered taint terminate termination terminations threat threaten threatened unable unavailable undue unlawful unpaid unreasonably violation,alteration anticipate anticipated appear appears assume believe believed believes clarification clarifications could depend dependence dependent differ doubt hidden indefinite may might pending possible presume presumed presumption revise revised risk suggest suggests tending uncertain uncertainty,able advancement advances advantage beneficial beneficially benefit best conclusive conclusively confident desirable desired effective empower empowered enable enjoy exclusive exclusively exclusivity favorably gain gaining gains good great greater loyal opportunity pleasure resolve satisfactory satisfied satisfy success successful successfully win,50.0,39.0,9.0,2.0,4.44,1,0,0,1,1,1,0,0,0,9.0
