,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
10,0001018724-14-000039,AMAZON,20140903,2014-09-03,8-K,break collapse ill lapse lose plea pleas,hidden pending,able benefit benefitted best great invent inventing invention leadership pleasure satisfy succeed win
11,0001193125-09-085786,AMAZON,20090423,2009-04-23,8-K,break cancel cancellation cancellations claims closure closures conciliation decline defer deficit difficult erred fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss poses quit sue sued taint unfavorable unpredictable,anticipate approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable variable,able alliance benefit easily effective enable enables encourages enjoy excited favorable gain invent inventor opportunities opportunity optimistic popular satisfy strong win
12,0001193125-17-269093,AMAZON,20170828,2017-08-28,8-K,break cancel canceled closed closure closures concern cut disclose disclosed dissent dissenting fined forego ill late lie limitation limitations lose lying miss poses quit sue sued,approximate approximately differ may revise revised risk,able benefit confident effective great greater satisfy win
13,0001018724-14-000004,AMAZON,20140130,2014-01-30,8-K,break cancel cancellation cancellations claims closure closures collapse conciliation decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might nearly pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best breakthrough charitable easily easy efficient efficiently enable enjoy exclusive exclusively favorable favorite gain gains good improve improved invent inventor leading opportunities popular premier premiere satisfy win
14,0001193125-17-120198,AMAZON,20170412,2017-04-12,8-K,against bad barrier barriers break challenge challenges challenging closure complicate complicated convict conviction correcting costly cut danger dangerous decline default defend deter disagree disagreement dispute dissatisfied easing escalate escalated fail failure failures fault force forced forcing fraud ill intentional investigate late lie loss losses mislead miss problem question sacrifice sacrifices serious sever slow slower slowly sue sues unintentional unintentionally urgency wrong,appear believe could differ may might possible probability probably risk risks somewhere,able achieving advantage advantages beautiful beautifully benefit best better delight delighting despite easily easy effective enabling encouragement enhance enhanced excited gain gaining gains good great greater greatly happy improve improving incredible incredibly ingenuity invent inventing inventor inventors leadership opportunities opportunity optimistic popular profitability progress receptive resolve satisfied satisfy strength strengthen strengthened strong stronger success successes tremendous valuable versatile win
15,0001193125-11-197473,AMAZON,20110726,2011-07-26,8-K,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easily efficient efficiently enable enhance enhancement enhancements favorable gain gains innovation invent inventor opportunities positive positively satisfy win
16,0001018724-16-000312,AMAZON,20160908,2016-09-08,8-K,break collapse cut lapse lie miss,assuming hidden,able effective satisfy win
17,0000950130-10-000283,AMAZON,20100528,2010-05-28,8-K,break closure closures cut ill miss,depend dependent,gain gains satisfy success win
18,0001018724-14-000012,AMAZON,20140424,2014-04-24,8-K,break cancel cancellation cancellations claims closure closures collapse conciliation cut decline difficult erred fraud ill interrupt interruption interruptions lack lapse late lie limitation limitations lose loss losses lying miss pled quit restructuring restructurings sever stringent sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might nearly pending possible predict predicts risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best breakthrough collaboration delight delighted easier easily easy efficient efficiently enable exclusive exclusively favorable gain gains good great improve improved innovative invent inventing inventor opportunities popular revolutionize revolutionized satisfy win
19,0001193125-19-049914,AMAZON,20190225,2019-02-25,8-K,break cut fined lie lying miss,assuming revise revised,able leadership satisfy win
20,0001193125-10-015621,AMAZON,20100128,2010-01-28,8-K,break cancel cancellation cancellations claims closure closures conciliation defer deficit difficult erred forego fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss opportunistic opportunistically quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe believes contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easy efficient efficiently enable enabling enhance exciting favorable gain invent inventor opportunities satisfy win
21,0001193125-14-211657,AMAZON,20140523,2014-05-23,8-K,break closed concern cut disclose disclosed ill lose miss,depend dependent,gain gains satisfy success win
22,0001193125-17-266837,AMAZON,20170824,2017-08-24,8-K,break caution cautioned closure cut deter difficult difficulties disrupt disruption distract fined fines ill lie limitation lose loss lying miss plea pleas sever sue sued unable undue unexpected,anticipate anticipated anticipates approximate approximately assume assumes believe believes could differ may possible revise revised risk risks unexpected,able achieve benefit best enable enjoy excellence great greater highest innovate invent invention leading opportunity reward rewards satisfy win
23,0001193125-13-302763,AMAZON,20130725,2013-07-25,8-K,break breaking cancel cancellation cancellations claims closure closures conciliation decline difficult easing erred fraud ill impair impaired interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit restructuring restructurings sever sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might nearly pending possible predict risk risks tending uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit better easier easily easy efficient efficiently enable enhance enhanced enhancement enhancements exclusive exclusively exclusives favorable favorite favorites gain gains improve improved invent inventor leading opportunities opportunity popular proficient satisfy surpass surpassed win worthy
24,0001193125-10-233639,AMAZON,20101021,2010-10-21,8-K,argue argued argument break cancel cancellation cancellations claims closure closures conciliation decline deficit difficult erred fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss negative negatively quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able advantage alliance beautiful beautifully benefit best better efficient efficiently enable enabling exclusive exclusively favorable gain gains highest improve invent inventor opportunities perfect popular satisfy win
25,0001018724-16-000176,AMAZON,20160210,2016-02-10,8-K,absence break collapse cut forego forfeit forfeiture ill lapse lie opportunistic opportunistically suspend suspending,assume assuming believe believes hidden may pending,able effective enhance satisfy win
26,0001193125-18-139368,AMAZON,20180427,2018-04-27,8-K,absence adverse adversely against allege alleged arrears bad bail bankrupt bankruptcy breach break breakage bridge burden burdens burdensome cancel cancellation caution cautionary cease ceases challenging claiming claims closed closing closure closures concern conciliation conflict contested contesting contradict contradicted contrary corrupt corruption counterclaim counterclaims critical cut damage damages danger decline declined default defer deficiencies deficiency delay delayed delinquent deter detract disadvantage disadvantageous disapprove disavow disclose disclosed dishonor dismiss dismissed dispose disproportion disproportionate disproportionately dispute disputes disregard disregarded doubt encroach encroachment encroachments encumber encumbrance encumbrances endanger endangered enjoin erred erring error exculpatory exonerating expose fail failed failing fails failure fault faults fined force forced forego forfeit forfeiture fraud fraudulent harm ill illegal illegality impair impaired impairment impracticable inability inaccuracy inaccurate inadequacy incapable incident incompetence inconsistent incorrect indefeasible indefeasibly injunction injunctions insolvency intentional interfere interfering invalid invalidate invalidated invalidity investigation lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lost lying malpractice misconduct miss missed moratorium negligence nondisclosure nonpayment nonperformance objection obsolete omission omit omitted oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest protests punitive purport quit refusal reject reparation repudiate resign resignation restate restated restatement restates restructuring revocation revoke revoked revokes sever solvency stopping strain subpoena sue sued suffer suffered suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violates violation violations,anticipate anticipated anticipation appear appearing approximate approximately assume assumed assumes assumption believe believed conditional conditionally contingency contingent could depend dependent differ differs doubt fluctuating fluctuation fluctuations intangible may might pending possible precaution precautionary presume presumed revise revised risk risks speculative tending unknown unwritten variable variation vary,able achieve achieved adequately advances advantage advantageous assuring beneficial beneficially benefit benefited best conclusive conclusively confident desired diligent diligently effective empower empowered enable exclusive exclusively gain gains good great greater highest honor improve improvement improvements improving leading opportunity perfect perfected progress satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success win
27,0001018724-17-000084,AMAZON,20170525,2017-05-25,8-K,break closed collapse criminal cut disclose disclosed fined inability lapse lie lose lying miss restate restated,depend dependent hidden revise revised,able gain gains satisfy success win
28,0001018724-17-000127,AMAZON,20170908,2017-09-08,8-K,break collapse cut disclose fined lapse lie lose lying miss,hidden revise revised,able satisfy win
29,0001193125-12-316828,AMAZON,20120726,2012-07-26,8-K,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations lose loss lying miss quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able achieve achievement achievements alliance benefit best better easier easily easy efficient efficiently enable exclusive favorable gain gains improve invent inventor leading opportunities proactive satisfy success successful successfully unparalleled vibrant win
30,0001018724-17-000131,AMAZON,20171026,2017-10-26,8-K,anomalies barrier barriers break cancel cancellation cancellations claims closed closing closure closures collapse conciliation critical cut decline difficult erred fined fraud ill inadvertent interrupt interruption interruptions lapse late lie limitation limitations lose losing loss losses lying miss omit quit reparation restructuring restructurings sue sued sues taint trouble troubles unauthorized unfavorable unpredictable,anomalies anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able acclaimed accomplish accomplished alliance benefit best better easily easy efficiency enable enabled enables enjoy excellence exclusive exclusively favorable favorite gain gains good improve improved invent invention inventor leading opportunities satisfy surpass surpassed win
31,0001193125-12-200668,AMAZON,20120501,2012-05-01,8-K,break closure,,satisfy win
32,0001018724-17-000044,AMAZON,20170317,2017-03-17,8-K,break collapse cut ill lapse lie miss resign resigned,hidden,able satisfy win
33,0001193125-12-435477,AMAZON,20121025,2012-10-25,8-K,break breaking cancel cancellation cancellations claims closure closures conciliation costly decline difficult disaster erred fraud ill impair impairment interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit sever sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best collaboration easily easy efficient efficiently enable enjoy exclusive exclusively favorable favorite gain gains good improve improved invent inventor opportunities satisfy win
34,0001193125-12-485763,AMAZON,20121129,2012-11-29,8-K,absence acquiesce adverse adversely against allege alleged annul arrears bad bankrupt bankruptcy breach break calamity cancel canceled cancellation cease ceases claims closed closing conciliation conflict conflicting conflicts contrary crisis culpability cut damage damages decline default defaulted defaulting defaults defect defend defending defer delay delist delisting destroy destroyed destruction deter discontinue discontinued dispose disregard disregarded disrupt disruption doubt downgrading easing embargo encumbrance encumbrances enjoin enjoining erred error exculpation expose fail failed fails failure fault faulted faults fined force forced forego fraud fraudulent grossly guilty harm hinder ill illegal impair impaired impede impracticable inability inadvisable inappropriate incapable incident inconsistency inconsistent inconvenient ineligible insolvency insolvent insufficient interrupt interruption invalid investigate investigating investigation involuntary lapse late laundering lie limitation limitations liquidation liquidator litigant lose losing loss losses lost lying misconduct mislead misleading misrepresent misrepresentation miss misuse moratorium negligence negligent objection omission omissions omit omits omitted overdue plaintiff plea plead pleaded pled poses postpone preclude prosecute prosecuted punitive purport purported purporting quit refusal refuse refused reparation resign resignation resigned resigns revocation revoke revoked sever solvency stolen stoppage stoppages strain straining sue sued suffer suffered suing suspend suspended suspending terminate terminated termination threat threaten threatened unable unauthorized unavailability unavailable unpaid unreasonable unwilling usury violation,ambiguity anticipation appear approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes conditional conditionally contingency could depend dependent differ differing doubt may might ordinarily pending possibility possible preliminary revise risk risks unknown variable variation variations vary,able adequately advances advantage beneficial benefit best conclusive conclusively constructive desirable effective empower empowered enable exclusive exclusively gain gains good great greater highest leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win
35,0001193125-11-110797,AMAZON,20110427,2011-04-27,8-K,against break challenge challenges closure conflict convict conviction cut easing fail failure failures fined force forced forcing fraud harsh harshest ill late lie loss losses miss persist persistence problem problems sacrifice sacrifices serious sever sue sued urgency,almost appear believe could differ may might possible predict probabilistic probability random risk risks unusual,able achieve achieving advances advantage advantages benefit best better desired despite easy effective enabling encouragement enhance enhanced excited exclusive exclusively gain gaining gains good great greater greatly happily improve improving incredible incredibly innovation invent invented inventor leadership opportunities opportunity optimistic perfect perfectly profitability progress receptive satisfy strength strengthen strengthened strong stronger success successes successful successfully valuable versatile win
36,0001018724-15-000036,AMAZON,20150423,2015-04-23,8-K,break cancel cancellation cancellations claims closure closures collapse conciliation contradict contradictory cut decline difficult erred fined fraud ill interrupt interruption interruptions lag lags lapse late lie limitation limitations loss losses lying miss omit poses preventing problem problematic quit restructuring restructurings sever sue sued taint unfavorable unpredictable,approximate approximately approximates assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may pending predict prediction predictions predictive risk risks suggest uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit best creative easily easy efficient efficiently enable enables enjoy excellence exclusive exclusively favorable gain gains good improving innovate invent inventing invention inventor opportunities popular progress satisfy success successful win
37,0001018724-16-000206,AMAZON,20160225,2016-02-25,8-K,absence against allege alleged breach breaches break burden cancel canceled cease ceased ceases challenge challenged challenges claims closed closing closure collapse concern confine confined conflict contrary convict convicted criminal cut damage damages defect defend defending destroy destroyed deter disclose disclosed disclosing disinterested disqualification disqualified disregard disregarded dissent erred fail fails failure fined fines force forego harm ill inability incident ineligibility ineligible interfere invalid lapse late lie limitation lose loses losing loss lost lying mislead misleading miss objecting omission omissions omit omits omitting oppose opposed overcome penalties pled poses posing postpone postponement preclude prejudice prosecuting question recall recalled recalls refuse reject rejected reparation resign resignation resigns sue sued sues suffer suffered termination terminations threat threaten threatened unable unavailability unavailable unpaid violate violation violations,appear appearing appears assume believe believed believes could depend dependence dependent differ hidden may might pending presume presumed presumption risk variation variations,able accomplish accomplished advancement beneficial beneficially benefit best confident desired effective exclusive exclusively exclusivity gain gains good great greater highest leading opportunity resolve satisfactory satisfied satisfies satisfy solves success successful valuable win
38,0001018724-16-000170,AMAZON,20160128,2016-01-28,8-K,break cancel cancellation cancellations claims closure closures collapse conciliation critical decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss omit pled quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may might nearly pending predict risk risks roughly uncertain uncertainties uncertainty unpredictable,able alliance benefit best easier easily enable enabled enables enhance enhanced excellence exclusive favorable gain gains innovative invent invention inventor leading opportunities satisfy win
39,0001193125-15-144741,AMAZON,20150424,2015-04-24,8-K,against alerting break challenge challenges closing closure critical cut deficiencies deter difficult easing embarrass embarrassing fail failure failures force forced forcing ill incomplete late lie losing loss losses miss overcome plea pleas poses problem problematic risky sacrifice sacrifices serious sever strain strained sue urgency,almost appear appeared appears approximate approximately assuming believe could depend dependent differ may might nearly possible probability risk risks risky sometime sometimes somewhere,able accomplish accomplishment accomplishments achieve achieved achieving advantage advantages assure attractive benefit best better despite dream easier easy effective efficiency enable enabling encouragement enhance enhanced excellence excited exciting gain gaining gains good great greater greatly happily improve improving incredible incredibly innovation innovative invent invention inventor leadership leading opportunities opportunity optimistic pleased positive proficiency proficient profitability progress receptive satisfy strength strengthen strengthened strong stronger success successes valuable versatile win winning
40,0001193125-09-154037,AMAZON,20090723,2009-07-23,8-K,break cancel cancellation cancellations claims closure closures conciliation decline defer deficit difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss lying miss plea pleas pled quit sue sued taint unfavorable unpredictable,anticipate approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable variable,able alliance benefit best easier enable encourages favorable gain invent inventor opportunities pleased satisfy strong win
41,0001193125-09-154182,AMAZON,20090724,2009-07-24,8-K,accident accidental adverse adversely against allege alleged allegedly alleging argument bankrupt bankruptcy breach breached breaches breaching break burden cancel canceled cancellation cancellations cancelled cease ceased challenge claiming claims closed closing closure closures complain complaint complaints concern conciliation conflict conflicts contested contesting contrary controversies convict convicted corrupt counterclaim criminal cut damage damaged damages danger dangerous deceptive decline default defect defective defects defend defending defer deficiencies delay delaying delays destroy destroyed deter difficult difficulty diminution disagree disagreement disagreements disaster disciplinary disclose disclosed discloses discontinuance dispose disproportion disproportionate dispute disputes disqualified disrupt disruption disruptive dissent dissenting dissolution divest divestiture doubt drag easing encumbrance encumbrances enjoin enjoining enjoins erred erring excessive exploit fail failed fails failure false fault fined fines force forced forego forfeit forfeited forfeiture fraud fraudulent grievance grievances harm hazard hazardous ill illegal illegality impair impairment improper improperly inability inaccuracies inaccuracy inaccurate incapable incapacity incident inconsistent inconvenient infringe infringed infringement infringements infringing injunction injunctions inquiry insolvency insufficient intentional interfere interfering interrupt interruption invalid invalidate invalidity investigating investigation irreparable knowingly lack lacks lapse late lie limitation limitations liquidate liquidation litigation lose loses losing loss losses lost lying manipulation misappropriate misappropriated misappropriating misappropriation misappropriations misconduct mislead misleading misrepresent misrepresentation miss misstate misstatement misuse noncompliance nondisclosure obsolete omission omissions omit omits overage overturn overturned penalties penalty plaintiff plea plead pleaded pled poses posing preclude precludes prejudice prejudiced preventing prevention prosecute protest purport purported purports quit redact redacted redaction redactions refusal refuse refused relinquish relinquished relinquishes renegotiation reparation resign resignation restate restated restructuring revoke revoked secrecy sever slow slowdown solvency standstill stolen stoppage strain strained straining strains subjected subjecting sue sued sues suffer suffered suing suspend suspending taint terminate terminated termination threat threaten threatened unable unauthorized understate understatement undocumented unemployment unfair unfunded unlawful unpaid unreasonably unremedied unsatisfied untruth violate violated violates violating violation violations weak weakness weaknesses wrong wrongdoing,ambiguities anticipate anticipated anticipates apparent approximate approximately assume assumed assumes assuming assumption assumptions believe believes conditional conditionally contingent could depend dependent differ doubt fluctuation fluctuations indefinite indefinitely intangible intangibles may might nonassessable pending possible preliminary risk risks tending uncertain uncertainties undocumented unknown unwritten,able accomplish advances alliance beneficial beneficially benefit benefiting best conclusive conclusively confident desirable effective efficiencies enable exclusive exclusively exclusivity favorable favored gain gaining gains good great greater honor honoring improve improvement improvements integrity invent invention inventions inventor leading meritorious opportunity perfect resolve satisfaction satisfactory satisfied satisfy success successful successfully valuable win
42,0001018724-18-000157,AMAZON,20181025,2018-10-25,8-K,anomalous break breaking cancel cancellation cancellations challenging claims closure closures collapse conciliation cut decline difficult disaster divert diverting easing erred fined force fraud harm ill intermittent interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss omit pled question questions quit restructuring restructurings sever shut shuts slow slowing sue sued sues taint unfavorable unpredictable,anomalous anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties uncertainty unpredictable variable vary,able advances alliance benefit best better breakthrough breakthroughs easily easy effective enable enabled enables enabling enhance enjoy excellence exclusive exclusively fantastic favorable friendly gain gains good highest improve improved innovate innovating innovation innovations innovative invent invention inventor opportunities reward rewards satisfy stable transparency win winner
43,0001193125-12-161812,AMAZON,20120413,2012-04-13,8-K,against break challenge challenges closure critical cut delay downturn easing fail failure failures force forced forcing harm harming ill impossible impractical investigate late lie lose loss losses miss quit recession reject rejected sacrifice sacrifices seize serious sever severe severely slow sue urgency worry worrying,appear approximate approximately believe could depend dependent differ improbable may might nearly perhaps possible probability probable risk risks sometime sometimes somewhat variable,able accomplish achieving advantage advantages assure benefit best better creativity despite dream easier easily easy effective empower enabling encouragement enhance enhanced enjoy enjoying excited friendly gain gaining gains good great greater greatly happily improve improving incredible incredibly innovation innovations innovative inspiration inspirational invent invention inventions inventor leadership opportunities opportunity optimistic profitability progress receptive reward rewards satisfy strength strengthen strengthened strong stronger success successes successful valuable versatile win
44,0001193125-10-163861,AMAZON,20100722,2010-07-22,8-K,break cancel cancellation cancellations claims closure closures conciliation critical decline deficit difficult erred fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss negative negatively quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks tending uncertain uncertainties unpredictable,able advantage alliance benefit best easy efficient efficiently enable enables encouraged excited favorable gain gains great invent inventor leading opportunities popular satisfy win
45,0001193125-17-258814,AMAZON,20170816,2017-08-16,8-K,break claims cut difficult difficulties disrupt disruption distract fined ill late lie limitation loss lying miss poses sue sued taint unable unexpected unlawful,anticipate anticipated anticipates assume believe believes could differ fluctuation fluctuations may pending revise revised risk risks uncertain uncertainties unexpected,able achieve benefit confident easily excellence great greater invent invention inventor opportunities satisfied satisfy win
46,0001193125-13-151836,AMAZON,20130412,2013-04-12,8-K,against arrears break challenge challenges closure cut easing fail failure failures force forced forcing ill inconvenience inflicted late lie loss losses miss mistake mistakes pled poor risky sacrifice sacrifices serious sever sue sued unavoidably urgency worry,appear believe could differ may might perhaps possible probability risk risks risky roughly somewhat,able achieving advantage advantages benefit benefitting best better charitable delight delighting delights despite easy effective efficient enabling encouragement enhance enhanced enhancement enhancements excellent excited gain gaining gains good great greater greatly happy impress improve improvement improvements improving incredible incredibly innovation innovative invent invention inventions inventor leadership opportunities opportunity optimistic positive proactive proactively profitability progress receptive satisfy strength strengthen strengthened strong stronger success successes successful valuable versatile win
47,0001193125-11-109578,AMAZON,20110426,2011-04-26,8-K,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss lying miss quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easily easy efficient efficiently enable enables excited favorable gain gains innovative invent inventing inventor opportunities popular satisfy surpass win
48,0001018724-17-000098,AMAZON,20170727,2017-07-27,8-K,break cancel cancellation cancellations claims closure closures collapse conciliation critical cut decline difficult erred fined fraud ill interrupt interruption interruptions lack lag lapse late lie limitation limitations lose loss losses lying miss omit quit restructuring restructurings sue sued taint unfavorable unpredictable,anticipate anticipates approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden may pending predict revise revised risk risks uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit best collaboration creative easily enhancing excellence exclusive exclusively favorable gain gained gains good highest innovative invent invention inventor leading opportunities premier premiere proactive satisfy win
49,0001193125-13-173923,AMAZON,20130425,2013-04-25,8-K,arrears break breaking cancel cancellation cancellations claims closure closures conciliation decline deter difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easily efficient efficiently enable enabling exciting exclusive exclusively favorable gain gains improve improved invent inventor leading opportunities popular satisfy win
50,0001193125-10-251261,AMAZON,20101108,2010-11-08,8-K,break claims closing closure cut force fraud ill interrupt interruption late lose losing miss plea pleas taint unexpected unexpectedly,approximate approximately assume assumption could depend dependent differ fluctuation fluctuations may might possible risk risks uncertain uncertainties unexpected unexpectedly,able best better easier efficiency enable excited great innovation invent inventor leadership pleasant prestige satisfy win
51,0001193125-17-258008,AMAZON,20170815,2017-08-15,8-K,break claims cut difficult difficulties disrupt disruption distract fined ill late lie limitation loss lying miss poses sue sued taint unable unexpected unlawful,anticipate anticipated anticipates assume believe believes could differ fluctuation fluctuations may pending revise revised risk risks uncertain uncertainties unexpected,able achieve benefit confident easily excellence great greater invent invention inventor opportunities satisfied satisfy win
