,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
11,amzn,2010-04-22,break cancel cancellation cancellations claims closure closures conciliation difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss lying miss quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able advantage alliance benefit best easy effective efficient efficiently enable favorable gain gains improve invent inventor opportunities satisfy win,37.0,25.0,10.0,2.0,4.216,1,0,0,0,0,0,0,0,0,36.0
12,amzn,2010-05-28,break closure closures cut ill miss,depend dependent,gain gains satisfy success win,37.0,25.0,10.0,2.0,4.216,0,0,0,0,0,0,1,0,0,55.0
13,amzn,2010-07-22,break cancel cancellation cancellations claims closure closures conciliation critical decline deficit difficult erred fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss negative negatively quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks tending uncertain uncertainties unpredictable,able advantage alliance benefit best easy efficient efficiently enable enables encouraged excited favorable gain gains great invent inventor leading opportunities popular satisfy win,35.0,22.0,11.0,2.0,4.143,1,1,0,1,1,1,1,1,1,91.0
14,amzn,2010-10-21,argue argued argument break cancel cancellation cancellations claims closure closures conciliation decline deficit difficult erred fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss negative negatively quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able advantage alliance beautiful beautifully benefit best better efficient efficiently enable enabling exclusive exclusively favorable gain gains highest improve invent inventor opportunities perfect popular satisfy win,34.0,19.0,14.0,1.0,4.059,1,1,1,1,1,1,1,1,1,18.0
15,amzn,2010-11-08,break claims closing closure cut force fraud ill interrupt interruption late lose losing miss plea pleas taint unexpected unexpectedly,approximate approximately assume assumption could depend dependent differ fluctuation fluctuations may might possible risk risks uncertain uncertainties unexpected unexpectedly,able best better easier efficiency enable excited great innovation invent inventor leadership pleasant prestige satisfy win,34.0,20.0,13.0,1.0,4.118,1,0,0,1,1,1,1,1,1,39.0
16,amzn,2010-12-17,break,assuming,able satisfy win,33.0,19.0,13.0,1.0,4.091,0,1,1,0,0,0,1,0,1,41.0
17,amzn,2011-01-27,break cancel cancellation cancellations claims closure closures conciliation decline deter difficult erred force fraud ill interrupt interruption interruptions lack late lie limitation limitations loss lying miss negative negatively quit sue sued taint unfavorable unpredictable worry,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict predicted risk risks uncertain uncertainties unpredictable,able achieve achieved alliance benefit best easily easy efficient efficiently enable favorable gain gains invent inventor opportunities popular satisfy surpass win,36.0,24.0,11.0,1.0,4.2780000000000005,1,0,0,0,0,0,0,0,0,56.0
18,amzn,2011-03-24,break closure lose,,able satisfy win,33.0,21.0,11.0,1.0,4.212,1,1,0,1,1,1,0,0,0,33.0
19,amzn,2011-04-26,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss lying miss quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easily easy efficient efficiently enable enables excited favorable gain gains innovative invent inventing inventor opportunities popular satisfy surpass win,31.0,21.0,9.0,1.0,4.29,0,1,1,0,0,1,0,0,0,1.0
20,amzn,2011-04-27,against break challenge challenges closure conflict convict conviction cut easing fail failure failures fined force forced forcing fraud harsh harshest ill late lie loss losses miss persist persistence problem problems sacrifice sacrifices serious sever sue sued urgency,almost appear believe could differ may might possible predict probabilistic probability random risk risks unusual,able achieve achieving advances advantage advantages benefit best better desired despite easy effective enabling encouragement enhance enhanced excited exclusive exclusively gain gaining gains good great greater greatly happily improve improving incredible incredibly innovation invent invented inventor leadership opportunities opportunity optimistic perfect perfectly profitability progress receptive satisfy strength strengthen strengthened strong stronger success successes successful successfully valuable versatile win,31.0,21.0,9.0,1.0,4.29,1,1,0,0,0,0,0,0,0,44.0
21,amzn,2011-06-10,break closed concern cut disclose disclosed ill lose miss,depend dependent,gain gains satisfy success win,31.0,19.0,11.0,1.0,4.1610000000000005,0,0,0,1,1,1,1,1,1,46.0
22,amzn,2011-07-26,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easily efficient efficiently enable enhance enhancement enhancements favorable gain gains innovation invent inventor opportunities positive positively satisfy win,35.0,22.0,12.0,1.0,4.143,1,1,1,0,1,0,1,0,0,44.0
23,amzn,2011-09-08,break,assuming,satisfy win,33.0,20.0,12.0,1.0,4.091,0,0,0,1,0,1,0,0,0,47.0
24,amzn,2011-10-25,break cancel cancellation cancellations claims closure closures conciliation decline difficult easing erred fraud ill interrupt interruption interruptions late lie limitation limitations loss lying miss quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easier easily easy effective efficient efficiently enable favorable gain gains incredible invent inventor opportunities popular satisfy unparalleled vibrant win,33.0,21.0,11.0,1.0,4.152,0,0,0,0,0,0,0,0,0,98.0
25,amzn,2012-01-31,break cancel cancellation cancellations claims closure closures conciliation decline degradation difficult downtime erred fraud ill interrupt interruption interruptions late lie limitation limitations loss lying miss pled quit sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could depend dependent differ fluctuation fluctuations intangible may might nearly pending possible predict risk risks uncertain uncertainties unpredictable,able advantage alliance benefit best easier easily easy efficient efficiently enable favorable gain gains invent inventor opportunities popular satisfy tremendous unparalleled vibrant win,40.0,25.0,14.0,1.0,4.15,1,0,0,0,0,0,1,0,0,10.0
26,amzn,2012-02-10,break,assuming,able satisfy win,39.0,24.0,14.0,1.0,4.128,1,1,1,1,1,1,1,0,0,39.0
27,amzn,2012-03-20,break claims closing closure fraud ill interrupt interruption late lose losing miss plea pleas taint,approximate approximately assumption could differ fluctuation fluctuations may might possible risk risks uncertain uncertainties,able benefit delight delighted easier easy enable improve innovative innovator invent invention inventor leading satisfy unparalleled valuable vibrant win,39.0,23.0,15.0,1.0,4.077,1,1,0,0,0,0,0,0,0,24.0
28,amzn,2012-04-13,against break challenge challenges closure critical cut delay downturn easing fail failure failures force forced forcing harm harming ill impossible impractical investigate late lie lose loss losses miss quit recession reject rejected sacrifice sacrifices seize serious sever severe severely slow sue urgency worry worrying,appear approximate approximately believe could depend dependent differ improbable may might nearly perhaps possible probability probable risk risks sometime sometimes somewhat variable,able accomplish achieving advantage advantages assure benefit best better creativity despite dream easier easily easy effective empower enabling encouragement enhance enhanced enjoy enjoying excited friendly gain gaining gains good great greater greatly happily improve improving incredible incredibly innovation innovations innovative inspiration inspirational invent invention inventions inventor leadership opportunities opportunity optimistic profitability progress receptive reward rewards satisfy strength strengthen strengthened strong stronger success successes successful valuable versatile win,40.0,22.0,17.0,1.0,4.0,0,0,0,1,1,1,1,0,0,13.0
29,amzn,2012-04-26,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations lose loss lying miss quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might pending possible predict risk risks uncertain uncertainties unpredictable unusual,able alliance assure benefit best easier easily easy efficient efficiently enable enjoy excited exclusive favorable gain gains invent inventor opportunities popular satisfy unparalleled vibrant win,40.0,24.0,15.0,1.0,4.1,1,1,1,1,1,0,1,1,1,5.0
30,amzn,2012-05-01,break closure,,satisfy win,41.0,27.0,13.0,1.0,4.22,0,0,1,0,0,0,0,0,0,24.0
31,amzn,2012-05-25,break closure closures cut ill miss,depend dependent,gain gains satisfy success win,42.0,30.0,11.0,1.0,4.333,0,0,1,1,1,1,1,0,0,62.0
32,amzn,2012-07-26,break cancel cancellation cancellations claims closure closures conciliation decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations lose loss lying miss quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able achieve achievement achievements alliance benefit best better easier easily easy efficient efficiently enable exclusive favorable gain gains improve invent inventor leading opportunities proactive satisfy success successful successfully unparalleled vibrant win,43.0,30.0,12.0,1.0,4.302,1,1,1,1,1,1,1,0,0,71.0
33,amzn,2012-10-05,break closing forfeit forfeited ill lose losing,approximate approximately,able satisfaction satisfy win,46.0,32.0,13.0,1.0,4.303999999999999,0,0,1,0,0,0,0,0,0,20.0
34,amzn,2012-10-25,break breaking cancel cancellation cancellations claims closure closures conciliation costly decline difficult disaster erred fraud ill impair impairment interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit sever sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best collaboration easily easy efficient efficiently enable enjoy exclusive exclusively favorable favorite gain gains good improve improved invent inventor opportunities satisfy win,45.0,31.0,13.0,1.0,4.289,0,1,1,1,1,1,1,0,0,35.0
35,amzn,2012-11-29,absence acquiesce adverse adversely against allege alleged annul arrears bad bankrupt bankruptcy breach break calamity cancel canceled cancellation cease ceases claims closed closing conciliation conflict conflicting conflicts contrary crisis culpability cut damage damages decline default defaulted defaulting defaults defect defend defending defer delay delist delisting destroy destroyed destruction deter discontinue discontinued dispose disregard disregarded disrupt disruption doubt downgrading easing embargo encumbrance encumbrances enjoin enjoining erred error exculpation expose fail failed fails failure fault faulted faults fined force forced forego fraud fraudulent grossly guilty harm hinder ill illegal impair impaired impede impracticable inability inadvisable inappropriate incapable incident inconsistency inconsistent inconvenient ineligible insolvency insolvent insufficient interrupt interruption invalid investigate investigating investigation involuntary lapse late laundering lie limitation limitations liquidation liquidator litigant lose losing loss losses lost lying misconduct mislead misleading misrepresent misrepresentation miss misuse moratorium negligence negligent objection omission omissions omit omits omitted overdue plaintiff plea plead pleaded pled poses postpone preclude prosecute prosecuted punitive purport purported purporting quit refusal refuse refused reparation resign resignation resigned resigns revocation revoke revoked sever solvency stolen stoppage stoppages strain straining sue sued suffer suffered suing suspend suspended suspending terminate terminated termination threat threaten threatened unable unauthorized unavailability unavailable unpaid unreasonable unwilling usury violation,ambiguity anticipation appear approximate approximately assume assumed assumes assuming assumption assumptions believe believed believes conditional conditionally contingency could depend dependent differ differing doubt may might ordinarily pending possibility possible preliminary revise risk risks unknown variable variation variations vary,able adequately advances advantage beneficial benefit best conclusive conclusively constructive desirable effective empower empowered enable exclusive exclusively gain gains good great greater highest leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win,44.0,30.0,13.0,1.0,4.295,1,1,1,0,1,0,0,0,0,29.0
36,amzn,2012-12-28,break resign resigning,,effective satisfy win,42.0,29.0,12.0,1.0,4.333,0,1,1,1,1,1,0,1,0,32.0
37,amzn,2013-01-29,break breaking cancel cancellation cancellations claims closure closures conciliation costly cut decline difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations lose loss losses lying miss quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might nearly pending possible predict risk risks uncertain uncertainties unpredictable,able alliance attain attained benefit best easily easy efficient efficiently enable excited exclusive favorable gain gains highest improve improved innovation invent inventor opportunities popular satisfaction satisfy win,41.0,31.0,10.0,0.0,4.512,0,0,1,1,1,1,1,0,0,73.0
38,amzn,2013-04-12,against arrears break challenge challenges closure cut easing fail failure failures force forced forcing ill inconvenience inflicted late lie loss losses miss mistake mistakes pled poor risky sacrifice sacrifices serious sever sue sued unavoidably urgency worry,appear believe could differ may might perhaps possible probability risk risks risky roughly somewhat,able achieving advantage advantages benefit benefitting best better charitable delight delighting delights despite easy effective efficient enabling encouragement enhance enhanced enhancement enhancements excellent excited gain gaining gains good great greater greatly happy impress improve improvement improvements improving incredible incredibly innovation innovative invent invention inventions inventor leadership opportunities opportunity optimistic positive proactive proactively profitability progress receptive satisfy strength strengthen strengthened strong stronger success successes successful valuable versatile win,42.0,29.0,13.0,0.0,4.381,1,0,0,1,0,1,1,0,0,13.0
39,amzn,2013-04-25,arrears break breaking cancel cancellation cancellations claims closure closures conciliation decline deter difficult erred fraud ill interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties unpredictable,able alliance benefit best easily efficient efficiently enable enabling exciting exclusive exclusively favorable gain gains improve improved invent inventor leading opportunities popular satisfy win,42.0,29.0,13.0,0.0,4.381,1,0,0,1,1,1,1,0,0,29.0
40,amzn,2013-05-24,break concern cut ill miss,depend dependent,gain gains satisfy success win,42.0,30.0,12.0,0.0,4.428999999999999,0,1,1,1,1,1,1,0,0,62.0
41,amzn,2013-07-25,break breaking cancel cancellation cancellations claims closure closures conciliation decline difficult easing erred fraud ill impair impaired interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit restructuring restructurings sever sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might nearly pending possible predict risk risks tending uncertain uncertainties uncertainty unpredictable,able achieve alliance benefit better easier easily easy efficient efficiently enable enhance enhanced enhancement enhancements exclusive exclusively exclusives favorable favorite favorites gain gains improve improved invent inventor leading opportunities opportunity popular proficient satisfy surpass surpassed win worthy,45.0,33.0,12.0,0.0,4.444,1,1,1,1,1,1,1,1,1,91.0
42,amzn,2013-10-24,break breaking cancel cancellation cancellations claims closure closures conciliation decline deter difficult downtime erred fraud ill impair impairment interrupt interruption interruptions late lie limitation limitations loss losses lying miss quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations intangible may might pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best better breakthrough easier easily easy efficient efficiently empower enable enhance enhanced enhancement enhancements exceptional exclusive exclusively favorable gain gains good impress improve improved innovative invent inventor leading opportunities positive satisfy success successful win,45.0,34.0,11.0,0.0,4.489,1,1,1,1,1,1,1,1,1,98.0
43,amzn,2014-01-30,break cancel cancellation cancellations claims closure closures collapse conciliation decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations loss losses lying miss quit restructuring restructurings sue sued taint unfavorable unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might nearly pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best breakthrough charitable easily easy efficient efficiently enable enjoy exclusive exclusively favorable favorite gain gains good improve improved invent inventor leading opportunities popular premier premiere satisfy win,46.0,36.0,10.0,0.0,4.543,1,0,0,0,0,0,0,0,0,70.0
44,amzn,2014-04-10,accuse accuses against annoy annoyance annoying barrier barriers break challenge challenges challenging closure cut defect defects difficult easing fail failing failure failures force forced forcing ill injury lack late lie lose losing loss losses miss omit omitted plea pleas question questions quit sacrifice sacrifices serious sever slow sue tense threat threaten threatened urgency,almost appear believe could depend dependence differ may might nearly perhaps possible predict predicts probability risk risks roughly somewhere suggest unknown unproven unusual,able accomplish accomplished achieving advantage advantages assure beautiful benefit benefiting best better boom booming brilliant charitable delight despite dream easily easy effective efficient empower empowered enable enabled enabling encouraged encouragement enhance enhanced enhancement enjoy enjoying exceptional excited exciting exclusive exclusives favorite gain gaining gains good great greater greatly happy ideal impress impressed impressive improve improvement improvements improving incredible incredibly innovation innovations innovative invent invented inventing invention inventions inventive leadership leading opportunities opportunity optimistic perfect pleasure profitability progress receptive revolutionize revolutionizes satisfy strength strengthen strengthened strong stronger success successes surpass surpassing tremendous valuable versatile vibrant win,47.0,36.0,10.0,1.0,4.468,0,0,0,1,0,1,1,0,0,14.0
45,amzn,2014-04-24,break cancel cancellation cancellations claims closure closures collapse conciliation cut decline difficult erred fraud ill interrupt interruption interruptions lack lapse late lie limitation limitations lose loss losses lying miss pled quit restructuring restructurings sever stringent sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could differ fluctuation fluctuations hidden intangible may might nearly pending possible predict predicts risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best breakthrough collaboration delight delighted easier easily easy efficient efficiently enable exclusive exclusively favorable gain gains good great improve improved innovative invent inventing inventor opportunities popular revolutionize revolutionized satisfy win,47.0,37.0,9.0,1.0,4.511,1,0,0,1,0,1,1,0,0,29.0
46,amzn,2014-05-23,break closed concern cut disclose disclosed ill lose miss,depend dependent,gain gains satisfy success win,48.0,38.0,9.0,1.0,4.521,1,1,0,1,1,1,1,0,0,62.0
47,amzn,2014-07-24,break cancel cancellation cancellations claims closure closures collapse conciliation decline difficult erred fraud ill interrupt interruption interruptions lapse late lie limitation limitations lose loss losses lying miss overage pled quit restructuring restructurings sever sue sued taint unpredictable,approximate approximately assume assumes believe contingencies could depend depending differ fluctuation fluctuations hidden intangible may nearly pending possible predict risk risks uncertain uncertainties uncertainty unpredictable,able alliance benefit best better easier easily easy efficient efficiently enable enabling enhance enhanced enhancement enhancements exclusive exclusively favorable gain gains great ideal improve innovate innovative invent invention inventor opportunities satisfy strong win,48.0,34.0,13.0,1.0,4.354,1,0,0,0,0,0,0,0,0,8.0
48,amzn,2014-08-01,break collapse cut lapse,assuming hidden,able effective satisfy win,48.0,30.0,17.0,1.0,4.188,0,1,1,1,1,1,1,0,0,24.0
49,amzn,2014-08-25,break breaking claims closing closure collapse fraud ill interrupt interruption lapse late lie lose losing miss taint,approximate approximately assumption believe could depend dependent differ fluctuation fluctuations hidden may risk risks uncertain uncertainties,able exclusive exclusively great invent invention inventor leading satisfy win,50.0,30.0,19.0,1.0,4.14,1,1,1,1,1,0,0,0,0,9.0
50,amzn,2014-09-03,break collapse ill lapse lose plea pleas,hidden pending,able benefit benefitted best great invent inventing invention leadership pleasure satisfy succeed win,50.0,30.0,19.0,1.0,4.14,0,1,1,1,1,1,1,0,0,2.0
