,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
17,0001193125-13-440194,CISCO,20131113,2013-11-13,8-K,adverse antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred force forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete pervasive plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination threat volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit collaborate collaboration confident effective efficient efficiently enable enhance gain gains good great greater improve improvement improvements innovation innovations invent inventor leadership leading opportunities proactive proactively profitability satisfy strong success successful successfully superior win
18,0001193125-14-413384,CISCO,20141114,2014-11-14,8-K,break cut lie miss,,able effective satisfy succeed win
19,0001193125-13-256194,CISCO,20130612,2013-06-12,8-K,break closed cut disclose disclosed ill late lie lose miss terminate terminates,may,able satisfy win
20,0001193125-15-375655,CISCO,20151112,2015-11-12,8-K,adverse antitrust break catastrophic caution cautioned challenging concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns easing erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties uncertainty variability variation variations volatility,able achieve benefit collaborate effective gain gains good great greater improve improvement improvements innovation invent inventor opportunities opportunity profitable satisfy strength strong success successful successfully win
21,0001193125-14-423591,CISCO,20141124,2014-11-24,8-K,absence adverse adversely against allege alleged bad breach breached break cancel cancelled cease ceased ceases claims closing closure coerce coerced conciliation conflict conflicts contrary controversy cut damage damages deceased decline defer delay delays deter disclose discontinue discontinued disparage disparaging dispose disqualify disqualifying easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill impair impairment improper improperly incident inconsistent interfere invalid investigation lapse lapsed late lie limitation limitations liquidate liquidated liquidation lose losing lying miss mistake mistakes negative omission omissions overage penalties penalty plea pleas poses posing prevents quit reject rejected resign resignation restate restated restatement revocation revoke revoked sever sue sued suspect suspend suspended terminate terminated terminates terminating termination unable unemployment untimely violate violation wrong wrongful,approximate believe depend dependent differ fluctuation fluctuations may possible unknown,able achieve achieved achievement benefit best confident desirable desired effective empower empowered encouraging gain gains good great greater leadership opportunity satisfaction satisfy success win
22,0001193125-17-368869,CISCO,20171214,2017-12-14,8-K,break cut fined lie lying miss resign,revise revised,able effective progress satisfy success win
23,0001193125-14-340480,CISCO,20140912,2014-09-12,8-K,break cut force ill lie miss,,able effective satisfy win
24,0001193125-17-211825,CISCO,20170623,2017-06-23,8-K,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win
25,0001193125-18-271829,CISCO,20180912,2018-09-12,8-K,against allege alleged bad breach break cancel cancelled cease ceased claims closure coerce coerced complain complaint conciliation conflict controversy criminal criminally cut damage damages decline deter disclose disparage disparaging doubt easing erred fail failure fined force forcing forego ill improper improperly ineligible invalid investigating investigation lapse lapsed late lie limitation lose lying miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected resign retaliation revocation revoke revoked sever sue sues suspect suspected terminate termination unemployment unpaid untimely violate violation wrong wrongful,believe depend dependent doubt may might possibly revise revised unknown unsettled,able benefit best confident effective empower empowered encouraging gain gains good reward rewards satisfy success win
26,0001193125-15-098638,CISCO,20150319,2015-03-19,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
27,0001193125-14-353210,CISCO,20140925,2014-09-25,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
28,0001193125-17-173404,CISCO,20170517,2017-05-17,8-K,adverse antitrust breach breaches break catastrophic caution cautioned concern conciliation conciliations critical cut decline defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable gain gains good improve improvement improvements invent inventor leadership opportunity pleased profitability progress satisfy success successful successfully unparalleled win
29,0001193125-16-684126,CISCO,20160817,2016-08-17,8-K,adverse antitrust breach breaches break catastrophic caution cautioned challenging closed concern conciliation conciliations cut defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fines force forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sever slow slowing sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise risk risks uncertain uncertainties variability variation variations vary volatility,able achieve benefit collaboration effective enable enabled enabling enhance gain gains good great greater improve improvement improvements innovation invent inventor leadership opportunity pleased profitable satisfy strength strong success successful successfully win
30,0001193125-14-289683,CISCO,20140731,2014-07-31,8-K,break closed closing cut deter ill lie lose losing miss resign resignation,,able effective gain satisfy win
31,0001193125-16-702020,CISCO,20160906,2016-09-06,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
32,0001193125-16-516953,CISCO,20160324,2016-03-24,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
33,0001193125-15-103369,CISCO,20150324,2015-03-24,8-K,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win
34,0001193125-13-127015,CISCO,20130326,2013-03-26,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
35,0001193125-16-478442,CISCO,20160225,2016-02-25,8-K,break closed cut disclose disclosed ill lie lose miss terminate terminates,may,able satisfy win
36,0001193125-15-185905,CISCO,20150513,2015-05-13,8-K,adverse against antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter disrupt disruption divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments incident incidents insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination threat threats volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence depends differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit collaborate collaboration confident easier effective empower enable enhance enhancement enhancements exciting gain gains good great greater honor honored improve innovation invent inventor leadership leading opportunities opportunity positive profitability satisfy strength strong success successful successfully tremendous win
37,0001193125-13-298129,CISCO,20130723,2013-07-23,8-K,adverse adversely break circumvent closing concern critical cut defend defending drastic drastically ill insufficient intrusion late lie lose loses losing miss pervasive plea pleas prevention quit seize stopping sue sued taint termination threat threats,approximate approximately assume believe could differ may preliminary revise risk risks uncertain uncertainty,able achieve benefit better effective excellence excited innovation innovative leading opportunities opportunity satisfied satisfy success successful successfully win
38,0001193125-14-447039,CISCO,20141218,2014-12-18,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
39,0001193125-14-069912,CISCO,20140226,2014-02-26,8-K,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win
40,0001193125-18-115646,CISCO,20180412,2018-04-12,8-K,against break cut defer fined fines forego harm ill lie limitation limitations lying miss quit threat threaten threatened,may pending revise revised,able gain gains satisfy win
41,0001193125-16-483780,CISCO,20160229,2016-02-29,8-K,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack lapse lapsed late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win
42,0001193125-18-045716,CISCO,20180214,2018-02-14,8-K,adverse antitrust breach breaches break catastrophic caution cautioned closed concern conciliation conciliations critical cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined force forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective fantastic gain gains good great improve improved incredibly innovate innovation invent inventor leadership opportunity profitable progress satisfy strength strong success successful successfully win
43,0001193125-15-268359,CISCO,20150729,2015-07-29,8-K,break cut deter disclose ill lie lose miss quit,assumption,able effective satisfy win
44,0001193125-16-711098,CISCO,20160915,2016-09-15,8-K,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win
45,0001193125-13-269064,CISCO,20130624,2013-06-24,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
46,0001193125-15-322456,CISCO,20150917,2015-09-17,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
47,0001193125-15-218734,CISCO,20150610,2015-06-10,8-K,break cease ceased cut ill late lie loss losses miss quit restructure,approximation believe believes,able gain satisfy win
48,0001193125-14-308403,CISCO,20140813,2014-08-13,8-K,adverse against antitrust break breaks catastrophic caution cautioned concern conciliation cut defect defects defend defer deter disrupt disruptive divest divestiture divestitures doubt doubtful downturn downturns erred fined fines forego ill impair impairment impairments insufficient investigation investigations lag late lie limitation limitations litigation loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sever sue sued taint termination threat volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may nearly pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve beneficial benefit best collaborate collaborated collaboration effective enable enhance gain gains good innovation innovations invent inventor leadership leading opportunities pleased proactive proactively satisfy strength strengthen strengthening strong success successful successfully win
49,0001193125-17-204753,CISCO,20170615,2017-06-15,8-K,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win
50,0001193125-18-249746,CISCO,20180815,2018-08-15,8-K,adverse antitrust breach breaches break catastrophic caution cautioned closed closing concern conciliation conciliations cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred error fined forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose losing loss losses lying miss obsolete poses problem problems question quit restructuring restructurings seize sever sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions recalculate revise revised risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit effective enable excellent gain gains good great highest innovation innovations invent inventor leadership opportunity profitable progress satisfy strength strong success successful successfully win
51,0001193125-19-067296,CISCO,20190307,2019-03-07,8-K,break closed cut disclose disclosed fined ill lie lose lying miss terminate,revise revised,able satisfy win
52,0001193125-18-348864,CISCO,20181213,2018-12-13,8-K,absence adverse adversely alleging breach break broken cancel cease ceased ceases claims closing complain complaint conflict conflicts contrary controversies cut damage damages deceased default delay delays deter discontinue dispose dispute disqualify disqualifying doubt erred fault fined force forego ill impair impairment incident inconsistent late lie limitation limitations liquidate liquidated liquidation losing lying misrepresent misrepresentation miss mistake mistakes poses prevents quit restate restatement sever severe severed sue sued suspend terminate terminated terminates termination unable,could depend dependent doubt fluctuation fluctuations may revise revised,able desirable effective gain gains opportunity resolve satisfy success win
53,0001193125-15-044175,CISCO,20150211,2015-02-11,8-K,adverse antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination volatile volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may nearly pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatile volatility,able achieve benefit best collaborate collaboration despite effective efficiency enable excited gain gains good innovation innovative invent inventor leadership opportunities pleased positive progress satisfy strong success successful successfully win
54,0001193125-16-474071,CISCO,20160224,2016-02-24,8-K,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win
55,0001193125-16-664620,CISCO,20160729,2016-07-29,8-K,absence against allege alleged alleges bad breach break cease ceases claiming claims closed closure concern contested contrary convict convicted criminal cut damage damages defect defend defending deliberate destroy destroyed deter disclose disclosed disregard disregarded disrupt disrupted doubt erred fail failed failing fails failure felony fined fines force forego harm ill illegal immoral improper inability incident incidents ineligible interfere lack late lie limitation limitations lose losing loss lost misappropriation mislead misleading miss misstate misstatement omission omit omits opposition plea pleas poses posing preclude preventing protest protesting question questions recall refusal resign resignation resigned restate restated revoke revoked stolen sue sued termination terminations threat threaten threatened unable unduly unsound unwilling violate violating violation wrong wrongful,appear appearing appears assume could depend dependence dependent differ doubt indefinite may pending risk variation variations,able beneficial beneficially benefit confident desired effective enhance exclusive exclusively gain gains good great greater highest integrity leading opportunities opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves succeed succeeding success win
56,0001193125-15-169227,CISCO,20150504,2015-05-04,8-K,break cut deter ill late lie miss,assume assumed assuming,able effective leadership satisfy win
57,0001193125-15-306843,CISCO,20150828,2015-08-28,8-K,break closed cut disclose disclosed ill lie lose miss terminate,may,able satisfy win
58,0001193125-18-146602,CISCO,20180501,2018-05-01,8-K,break cut fined lie lying miss resign,revise revised,able effective satisfy win
59,0001193125-16-758911,CISCO,20161103,2016-11-03,8-K,against allege alleged bad breach break cancel cancelled cease ceased claims closure coerce coerced complain complaint conciliation conflict controversy criminal criminally cut damage damages decline deter disclose disparage disparaging easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill improper improperly invalid investigating investigation involuntarily lapse lapsed late lie limitation lose miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected resign restructuring retaliation revocation revoke revoked sever sue sues suspect suspected terminate terminated terminates termination unemployment untimely violate violation wrong wrongful,assuming believe depend dependent may might possibly unknown,able benefit best confident effective empower empowered encouraging exclusive gain gained gains good reward rewards satisfy success win
60,0001193125-16-802182,CISCO,20161222,2016-12-22,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
61,0001193125-16-633145,CISCO,20160627,2016-06-27,8-K,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win
62,0001193125-15-288099,CISCO,20150812,2015-08-12,8-K,adverse antitrust break catastrophic caution cautioned closed concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit best collaborate collaboration effective enhance exciting gain gains good great greater incredibly invent inventor opportunities pleased profitable satisfy strength strong success successful successfully win
63,0001193125-15-397797,CISCO,20151208,2015-12-08,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
64,0001193125-16-791877,CISCO,20161213,2016-12-13,8-K,break closing cut disclosing lie losing miss,depend dependent reassess,able gain gains satisfy win
65,0001193125-15-209142,CISCO,20150601,2015-06-01,8-K,against allege alleged bad breach breached break cancel cancelled cease ceased claims closure coerce coerced conciliation conflict controversy cut damage damages decline defer deter disclose disparage disparaging easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill improper improperly invalid investigation lapse lapsed late lie limitation lose miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected revocation revoke revoked sever suspect terminate terminates termination unemployment untimely violate violation wrong wrongful,believe depend dependent may unknown,able achieve achieved achievement benefit best confident effective empower empowered encouraging gain gains good great greater satisfy success win
66,0001193125-13-462216,CISCO,20131204,2013-12-04,8-K,break closed cut disclose disclosed ill late lie lose miss terminate terminates,may,able satisfy win
67,0001193125-14-308733,CISCO,20140814,2014-08-14,8-K,break caution cautioned cut force forego ill late lie miss plea pleas restructuring sever termination,anticipate anticipated approximate approximately could differ may possible predict prediction predictions revise risk risks vary,able achieve benefit satisfy win
68,0001193125-17-080485,CISCO,20170313,2017-03-13,8-K,against break cut defer deter fines forego harm ill lie limitation limitations miss quit threat threaten threatened,may pending,able gain gains satisfy win
69,0001193125-14-093805,CISCO,20140311,2014-03-11,8-K,break closed cut disclose disclosed ill lie lose miss terminate terminates,may,able satisfy win
70,0001193125-16-470856,CISCO,20160222,2016-02-22,8-K,break cease ceased cut ill late lie loss losses miss quit,approximation believe believes,able gain satisfy win
71,0001193125-15-324465,CISCO,20150921,2015-09-21,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
72,0001193125-14-116588,CISCO,20140326,2014-03-26,8-K,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win
73,0001193125-15-227387,CISCO,20150618,2015-06-18,8-K,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack lapse lapsed late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win
