,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
26,csco,2015-05-04,break cut deter ill late lie miss,assume assumed assuming,able effective leadership satisfy win,44.0,26.0,13.0,5.0,3.955,1,0,0,1,0,1,0,0,0,9.0
27,csco,2015-05-13,adverse against antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter disrupt disruption divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments incident incidents insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination threat threats volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence depends differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit collaborate collaboration confident easier effective empower enable enhance enhancement enhancements exciting gain gains good great greater honor honored improve innovation invent inventor leadership leading opportunities opportunity positive profitability satisfy strength strong success successful successfully tremendous win,44.0,27.0,12.0,5.0,4.0,1,0,0,0,1,0,0,0,0,19.0
28,csco,2015-06-01,against allege alleged bad breach breached break cancel cancelled cease ceased claims closure coerce coerced conciliation conflict controversy cut damage damages decline defer deter disclose disparage disparaging easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill improper improperly invalid investigation lapse lapsed late lie limitation lose miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected revocation revoke revoked sever suspect terminate terminates termination unemployment untimely violate violation wrong wrongful,believe depend dependent may unknown,able achieve achieved achievement benefit best confident effective empower empowered encouraging gain gains good great greater satisfy success win,43.0,25.0,13.0,5.0,3.93,0,0,0,0,0,1,0,0,0,9.0
29,csco,2015-06-10,break cease ceased cut ill late lie loss losses miss quit restructure,approximation believe believes,able gain satisfy win,44.0,25.0,14.0,5.0,3.909,1,1,1,1,0,1,0,0,0,2.0
30,csco,2015-06-12,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,44.0,25.0,14.0,5.0,3.909,0,0,0,0,1,1,1,0,0,6.0
31,csco,2015-06-18,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack lapse lapsed late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win,43.0,25.0,14.0,4.0,3.977,1,1,0,0,1,0,1,0,0,41.0
32,csco,2015-07-29,break cut deter disclose ill lie lose miss quit,assumption,able effective satisfy win,42.0,24.0,14.0,4.0,3.952,1,1,0,0,0,0,0,0,0,14.0
33,csco,2015-08-12,adverse antitrust break catastrophic caution cautioned closed concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit best collaborate collaboration effective enhance exciting gain gains good great greater incredibly invent inventor opportunities pleased profitable satisfy strength strong success successful successfully win,42.0,23.0,14.0,5.0,3.8569999999999998,0,1,1,0,0,0,0,0,0,16.0
34,csco,2015-08-28,break closed cut disclose disclosed ill lie lose miss terminate,may,able satisfy win,42.0,22.0,15.0,5.0,3.81,0,0,0,1,0,1,0,0,0,17.0
35,csco,2015-09-14,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,41.0,21.0,15.0,5.0,3.78,0,0,1,1,1,0,1,0,0,3.0
36,csco,2015-09-17,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,41.0,21.0,15.0,5.0,3.78,0,0,0,1,0,1,0,0,0,4.0
37,csco,2015-09-21,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,41.0,21.0,15.0,5.0,3.78,0,0,0,1,1,1,1,0,0,52.0
38,csco,2015-11-12,adverse antitrust break catastrophic caution cautioned challenging concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns easing erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties uncertainty variability variation variations volatility,able achieve benefit collaborate effective gain gains good great greater improve improvement improvements innovation invent inventor opportunities opportunity profitable satisfy strength strong success successful successfully win,44.0,24.0,15.0,5.0,3.864,1,0,0,1,0,1,1,0,0,8.0
39,csco,2015-11-20,break cut lie miss,depend dependent,able gain gains satisfy win,44.0,24.0,15.0,5.0,3.864,1,1,0,1,0,0,0,0,0,18.0
40,csco,2015-12-08,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,44.0,24.0,15.0,5.0,3.864,0,0,0,0,0,0,0,0,0,51.0
41,csco,2016-01-28,break cut lie miss,,able satisfy win,41.0,24.0,14.0,3.0,4.024,0,1,1,1,1,1,1,0,0,25.0
42,csco,2016-02-22,break cease ceased cut ill late lie loss losses miss quit,approximation believe believes,able gain satisfy win,40.0,24.0,14.0,2.0,4.1,1,0,0,0,0,0,0,0,0,2.0
43,csco,2016-02-24,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,40.0,24.0,14.0,2.0,4.1,1,1,1,1,0,1,0,0,0,1.0
44,csco,2016-02-25,break closed cut disclose disclosed ill lie lose miss terminate terminates,may,able satisfy win,40.0,24.0,14.0,2.0,4.1,1,1,0,0,0,0,0,0,0,4.0
45,csco,2016-02-29,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack lapse lapsed late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win,40.0,24.0,14.0,2.0,4.1,0,1,1,1,0,1,0,0,0,79.0
46,csco,2016-05-18,adverse antitrust breach breaches break catastrophic caution cautioned challenging concern conciliation cut defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fined fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit best collaboration despite effective enable gain gains good great greater improve improvement improvements invent inventor leadership opportunity pleased profitable progress satisfy strong success successful successfully win,40.0,23.0,16.0,1.0,4.1,1,1,1,1,1,1,1,0,0,20.0
47,csco,2016-06-07,absence adverse adversely against breach break broken cancel canceled cancellation cancelled cease ceases closed closing closure concern conflict contested contrary convict conviction correcting crime cut damage damages default defect defend defer delay delayed deter disclose dishonest dishonesty dismiss dismissal dispute dissolution divest divestiture divestitures divorce easing erred fail fails failure fault felony fined force forego forfeit forfeited forfeiture fraud harm hostile ill illegal impair impairment impractical inability inconsistency inconsistent intentional interfere interrupt interruption invalid investigation involuntarily lapse lapsed late lie limitation limitations liquidate liquidation litigating litigation lose losing loss lying misconduct miss omission plea pleas pled poses preclude prosecution question quit refusal refuse refusing resign resignation restate restated restatement revoke sever sue sued suspend suspended suspends suspension taint terminate terminated terminates terminating termination terminations unable unauthorized unfunded violation voided writeoff writeoffs,ambiguous anticipate anticipated assume assumed assumption conditional depend dependent depends differ fluctuation indeterminable may pending possible predict predicted revise tending unknown unsettled vary,able accomplish achieve achievement attain attained attains beneficial benefit best conclusive confident desirable effective enable enables exclusive exclusively favorable gain gains good great greater highest honor honored invent inventor leadership opportunity satisfaction satisfactory satisfied satisfy success valuable win,40.0,23.0,16.0,1.0,4.1,0,1,1,0,0,0,0,0,0,20.0
48,csco,2016-06-27,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win,40.0,22.0,17.0,1.0,4.05,0,1,1,1,1,1,1,0,0,32.0
49,csco,2016-07-29,absence against allege alleged alleges bad breach break cease ceases claiming claims closed closure concern contested contrary convict convicted criminal cut damage damages defect defend defending deliberate destroy destroyed deter disclose disclosed disregard disregarded disrupt disrupted doubt erred fail failed failing fails failure felony fined fines force forego harm ill illegal immoral improper inability incident incidents ineligible interfere lack late lie limitation limitations lose losing loss lost misappropriation mislead misleading miss misstate misstatement omission omit omits opposition plea pleas poses posing preclude preventing protest protesting question questions recall refusal resign resignation resigned restate restated revoke revoked stolen sue sued termination terminations threat threaten threatened unable unduly unsound unwilling violate violating violation wrong wrongful,appear appearing appears assume could depend dependence dependent differ doubt indefinite may pending risk variation variations,able beneficial beneficially benefit confident desired effective enhance exclusive exclusively gain gains good great greater highest integrity leading opportunities opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves succeed succeeding success win,38.0,22.0,15.0,1.0,4.105,1,1,1,1,1,0,0,0,0,19.0
50,csco,2016-08-17,adverse antitrust breach breaches break catastrophic caution cautioned challenging closed concern conciliation conciliations cut defect defects defer deter divest divested divestiture divestitures doubt doubtful downturn downturns erred error fines force forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sever slow slowing sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions revise risk risks uncertain uncertainties variability variation variations vary volatility,able achieve benefit collaboration effective enable enabled enabling enhance gain gains good great greater improve improvement improvements innovation invent inventor leadership opportunity pleased profitable satisfy strength strong success successful successfully win,37.0,21.0,15.0,1.0,4.081,0,0,0,1,1,1,0,0,0,27.0
51,csco,2016-09-13,break cease ceased cut ill late lie loss losses miss quit,approximation believe believes,able gain satisfy win,37.0,21.0,15.0,1.0,4.081,0,0,0,1,0,1,0,0,0,2.0
52,csco,2016-09-15,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,37.0,21.0,15.0,1.0,4.081,1,0,0,1,1,0,0,0,0,1.0
53,csco,2016-09-16,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win,37.0,21.0,15.0,1.0,4.081,0,0,1,0,0,0,0,0,0,4.0
54,csco,2016-09-20,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win,37.0,21.0,15.0,1.0,4.081,1,1,1,0,0,1,0,0,0,1.0
55,csco,2016-09-21,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,37.0,21.0,15.0,1.0,4.081,1,1,1,0,0,0,0,0,0,26.0
56,csco,2016-10-17,against break cut defer deter fines forego harm ill lie limitation limitations miss quit threat threaten threatened,may pending,able gain gains satisfy win,37.0,21.0,15.0,1.0,4.081,1,1,1,1,0,1,0,0,0,17.0
57,csco,2016-11-03,against allege alleged bad breach break cancel cancelled cease ceased claims closure coerce coerced complain complaint conciliation conflict controversy criminal criminally cut damage damages decline deter disclose disparage disparaging easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill improper improperly invalid investigating investigation involuntarily lapse lapsed late lie limitation lose miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected resign restructuring retaliation revocation revoke revoked sever sue sues suspect suspected terminate terminated terminates termination unemployment untimely violate violation wrong wrongful,assuming believe depend dependent may might possibly unknown,able benefit best confident effective empower empowered encouraging exclusive gain gained gains good reward rewards satisfy success win,37.0,21.0,15.0,1.0,4.081,0,0,0,1,1,1,1,0,0,13.0
