,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0
10,csco,2014-02-26,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,18.47821807861328,18.554367065429688,18.5459041595459,18.249780654907227,18.385154724121094,18.444377899169922,18.249780654907227,44.0,24.0,16.0,4.0,3.909,24.0,0.41,0.37,-0.05,1.07,0.32,0.0,-0.74,-23.15,-23.96
11,csco,2014-03-03,absence acquiesce adverse adversely against annul annulled arrears bad bankrupt bankruptcy breach break cancel cancellation cancelled cease ceased claims closed closing closure concern conflict conflicting conflicts contrary cut damage damages decline deface defaced default defaulted defaults defect defects defend defending delay delays delist delisting destroy destroyed destruction deter disadvantage disadvantageous disclose disclosed discontinue discontinued dispose disregard disregarded disturb easing embargo encumber encumbered encumbrance erred erring erroneous error errors fail failed failure fault faulted faults fined force forced forego fraud fraudulent harm hinder ill illegal impair impaired impede impracticable inability incapable inconsistency inconsistent inquiry insolvency insolvent insufficient intentional invalid investigate investigation involuntary lack lapse lapsed late lie limitation limitations liquidation liquidator litigant lose losing loss losses lost lying misconduct miss misuse moratorium negligence negligent nonpayment omission omissions omit omitted omitting overdue plea plead pled poses postpone postponed preclude prejudice prejudicial prosecute punitive question questions quit reparation resign resignation resigning sever solvency stolen sue sued sues suffer suffered suffering suing suspension terminate terminated termination unable unauthorized unavailability undisclosed unduly unpaid unreasonable unwilling usury violation,ambiguity appear appears approximate approximately assume assumed assumes assuming assumption believe believed conditional conditionally contingency depend dependent differ indeterminate likelihood may might ordinarily pending possible presume presumed risk risks sometime sometimes variation variations,able advances advantage advantageous beneficial beneficially benefit conclusive conclusively constructive desirable effective empower empowered enable exclusive exclusively gain gains good great greater improve improvement improvements improving leading progress satisfaction satisfactory satisfied satisfy succeed succeeding success win,18.444377899169922,18.249780654907227,18.4612979888916,18.4612979888916,18.4612979888916,18.3513126373291,18.28362274169922,42.0,24.0,14.0,4.0,3.952,23.87,-1.06,0.09,1.16,-0.6,-0.6,-0.96,-0.96,-23.12,-23.4
12,csco,2014-03-11,break closed cut disclose disclosed ill lie lose miss terminate terminates,may,able satisfy win,18.3513126373291,18.28362274169922,18.4612979888916,18.063644409179688,18.469762802124023,18.901256561279297,18.884336471557614,43.0,25.0,14.0,4.0,3.977,24.11,-0.37,0.6,0.97,4.64,2.34,4.54,2.24,-21.6,-21.67
13,csco,2014-03-26,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,18.901256561279297,18.884336471557614,18.630512237548828,18.96894645690918,19.378528594970703,19.50652313232422,19.46385765075684,43.0,24.0,15.0,4.0,3.93,24.11,-0.09,-1.43,-1.34,2.83,0.66,2.61,0.44,-19.09,-19.27
14,csco,2014-05-14,adverse against antitrust barrier barriers break breaking catastrophic caution cautioned concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may nearly pending predict prediction predictions predictive risk risks uncertain uncertainties variability variation variations volatility,able achieve advantage benefit better collaborate confident effective excellence gain gains improve improved invent inventor opportunities pleased progress satisfy strength strong success successful successfully win,19.50652313232422,19.46385765075684,20.63288688659668,20.77794647216797,20.92300796508789,22.03712272644043,21.693199157714844,45.0,25.0,16.0,4.0,3.933,24.91,-0.22,5.77,6.01,6.06,5.32,4.4,3.68,-11.53,-12.91
15,csco,2014-07-31,break closed closing cut deter ill lie lose losing miss resign resignation,,able effective gain satisfy win,22.03712272644043,21.693199157714844,21.495441436767575,21.46964454650879,21.693199157714844,21.62441635131836,21.66740226745605,48.0,27.0,17.0,4.0,3.958,26.54,-1.56,-2.46,-0.91,0.72,-0.32,0.92,-0.12,-18.52,-18.36
16,csco,2014-08-13,adverse against antitrust break breaks catastrophic caution cautioned concern conciliation cut defect defects defend defer deter disrupt disruptive divest divestiture divestitures doubt doubtful downturn downturns erred fined fines forego ill impair impairment impairments insufficient investigation investigations lag late lie limitation limitations litigation loss losses miss obsolete plea pleas poses problem problems question quit restructuring restructurings seize sever sue sued taint termination threat volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may nearly pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve beneficial benefit best collaborate collaborated collaboration effective enable enhance gain gains good innovation innovations invent inventor leadership leading opportunities pleased proactive proactively satisfy strength strengthen strengthening strong success successful successfully win,21.62441635131836,21.66740226745605,21.099925994873047,21.177303314208984,21.194499969482425,21.66740226745605,21.099925994873047,47.0,27.0,16.0,4.0,3.979,26.8,0.2,-2.43,-2.62,2.31,2.23,-0.37,-0.45,-19.15,-21.27
17,csco,2014-08-14,break caution cautioned cut force forego ill late lie miss plea pleas restructuring sever termination,anticipate anticipated approximate approximately could differ may possible predict prediction predictions revise risk risks vary,able achieve benefit satisfy win,21.66740226745605,21.099925994873047,21.005346298217773,21.185903549194336,21.23749542236328,21.65020751953125,21.63301086425781,47.0,26.0,17.0,4.0,3.936,27.0,-2.62,-3.06,-0.45,2.19,1.94,2.11,1.86,-19.81,-19.88
18,csco,2014-09-12,break cut force ill lie miss,,able effective satisfy win,21.65020751953125,21.63301086425781,21.547027587890625,21.675996780395508,21.23749542236328,21.47824478149414,21.099925994873047,46.0,26.0,16.0,4.0,3.957,26.74,-0.08,-0.48,-0.4,-0.91,1.13,-2.66,-0.65,-19.68,-21.09
19,csco,2014-09-25,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,21.47824478149414,21.099925994873047,21.495441436767575,21.80654525756836,21.66792869567871,21.789220809936523,21.75456428527832,47.0,26.0,17.0,4.0,3.936,26.74,-1.76,0.08,1.87,-0.08,0.56,-0.24,0.4,-18.51,-18.64
20,csco,2014-11-12,adverse antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination threat volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit collaborate collaboration effective efficiency enable enabling encouraging gain gains good improving innovation innovations innovative invent inventor opportunities pleased positive progress satisfy strength strong strongest succeed success successful successfully win,21.789220809936523,21.75456428527832,22.248401641845703,22.932823181152344,23.28804016113281,22.248401641845703,22.80286979675293,46.0,28.0,14.0,4.0,4.043,27.06,-0.16,2.11,2.27,-2.98,-4.46,-0.57,-2.08,-17.78,-15.73
21,csco,2014-11-14,break cut lie miss,,able effective satisfy succeed win,22.248401641845703,22.80286979675293,22.932823181152344,23.036792755126953,23.634584426879893,23.227394104003906,23.955141067504893,46.0,27.0,15.0,4.0,4.0,27.3,2.49,3.08,0.57,0.83,-1.72,3.99,1.36,-14.92,-12.25
22,csco,2014-12-18,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,23.227394104003906,23.955141067504893,24.05910682678223,24.474971771240234,24.65690803527832,23.955141067504893,24.05910682678223,46.0,27.0,15.0,4.0,4.0,27.87,3.13,3.58,0.43,-2.12,-2.85,-1.7,-2.42,-14.05,-13.67
23,csco,2014-12-19,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,23.955141067504893,24.05910682678223,24.448974609375,24.51828384399414,24.570268630981445,24.55603790283203,24.651996612548828,46.0,27.0,15.0,4.0,4.0,27.93,0.43,2.06,1.62,0.15,-0.06,0.55,0.33,-12.08,-11.74
24,csco,2015-03-19,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,24.55603790283203,24.651996612548828,24.80901527404785,24.42519187927246,24.119873046875,24.78284454345703,24.42519187927246,45.0,27.0,13.0,5.0,3.978,30.29,0.39,1.03,0.64,1.46,2.75,0.0,1.27,-18.18,-19.36
25,csco,2015-03-24,break closed cut disclose disclosed ill late lie lose miss terminate,may,able satisfy win,24.78284454345703,24.42519187927246,23.95413398742676,23.666263580322266,23.84738349914551,25.60539054870605,25.640554428100586,45.0,27.0,13.0,5.0,3.978,30.29,-1.44,-3.34,-1.93,8.19,7.37,8.34,7.52,-15.47,-15.35
26,csco,2015-05-04,break cut deter ill late lie miss,assume assumed assuming,able effective leadership satisfy win,25.60539054870605,25.640554428100586,25.39443206787109,25.32411003112793,25.79877281188965,25.69329261779785,25.79877281188965,44.0,26.0,13.0,5.0,3.955,30.45,0.14,-0.82,-0.96,1.46,-0.41,1.87,0.0,-15.62,-15.27
27,csco,2015-05-13,adverse against antitrust break catastrophic caution cautioned concern conciliation cut defect defects defer deter disrupt disruption divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments incident incidents insufficient investigation investigations late lie limitation limitations litigation loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination threat threats volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence depends differ doubt doubtful fluctuation fluctuations intangible may pending possible predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit collaborate collaboration confident easier effective empower enable enhance enhancement enhancements exciting gain gains good great greater honor honored improve innovation invent inventor leadership leading opportunities opportunity positive profitability satisfy strength strong success successful successfully tremendous win,25.69329261779785,25.79877281188965,25.53506851196289,26.159168243408203,25.71966361999512,25.76360893249512,25.649343490600586,44.0,27.0,12.0,5.0,4.0,31.1,0.41,-0.62,-1.02,-1.51,0.17,-1.95,-0.27,-17.16,-17.53
28,csco,2015-06-01,against allege alleged bad breach breached break cancel cancelled cease ceased claims closure coerce coerced conciliation conflict controversy cut damage damages decline defer deter disclose disparage disparaging easing erred fail failure fined force forcing forego forfeit forfeited forfeiture ill improper improperly invalid investigation lapse lapsed late lie limitation lose miss negative omission overage penalties penalty plea pleas poses posing prevents quit reject rejected revocation revoke revoked sever suspect terminate terminates termination unemployment untimely violate violation wrong wrongful,believe depend dependent may unknown,able achieve achieved achievement benefit best confident effective empower empowered encouraging gain gains good great greater satisfy success win,25.76360893249512,25.649343490600586,25.56144142150879,25.1483097076416,25.1922607421875,24.823076248168945,25.1922607421875,43.0,25.0,13.0,5.0,3.93,32.09,-0.44,-0.78,-0.34,-1.29,-1.47,0.17,0.0,-22.65,-21.49
29,csco,2015-06-10,break cease ceased cut ill late lie loss losses miss quit restructure,approximation believe believes,able gain satisfy win,24.823076248168945,25.1922607421875,25.36806297302246,25.034038543701172,25.517492294311523,25.36806297302246,25.086780548095703,44.0,25.0,14.0,5.0,3.909,32.22,1.49,2.2,0.7,1.33,-0.59,0.21,-1.69,-21.27,-22.14
30,csco,2015-06-12,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,25.36806297302246,25.086780548095703,25.034038543701172,25.42959403991699,25.306529998779297,25.42959403991699,25.67571258544922,44.0,25.0,14.0,5.0,3.909,32.22,-1.11,-1.32,-0.21,0.0,0.49,0.97,1.46,-21.08,-20.31
31,csco,2015-06-18,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack lapse lapsed late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win,25.42959403991699,25.67571258544922,25.517492294311523,25.306529998779297,24.20777702331543,24.98780059814453,25.15609931945801,43.0,25.0,14.0,4.0,3.977,32.45,0.97,0.35,-0.62,-1.26,3.22,-0.59,3.92,-23.0,-22.48
32,csco,2015-07-29,break cut deter disclose ill lie lose miss quit,assumption,able effective satisfy win,24.98780059814453,25.15609931945801,25.067522048950195,25.12067031860352,24.93465614318848,24.81950569152832,24.71320724487305,42.0,24.0,14.0,4.0,3.952,32.29,0.67,0.32,-0.35,-1.2,-0.46,-1.62,-0.89,-23.14,-23.46
33,csco,2015-08-12,adverse antitrust break catastrophic caution cautioned closed concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete plea pleas poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties variability variation variations volatility,able achieve benefit best collaborate collaboration effective enhance exciting gain gains good great greater incredibly invent inventor opportunities pleased profitable satisfy strength strong success successful successfully win,24.81950569152832,24.71320724487305,25.421836853027344,25.53698921203613,23.44654655456543,23.180816650390625,23.030231475830078,42.0,23.0,14.0,5.0,3.857,32.14,-0.43,2.43,2.87,-9.23,-1.13,-9.82,-1.78,-27.88,-28.34
34,csco,2015-08-28,break closed cut disclose disclosed ill lie lose miss terminate,may,able satisfy win,23.180816650390625,23.030231475830078,22.923938751220703,22.7202091217041,23.29596519470215,23.04794502258301,22.764501571655273,42.0,22.0,15.0,5.0,3.81,32.04,-0.65,-1.11,-0.46,1.44,-1.06,0.19,-2.28,-28.07,-28.95
35,csco,2015-09-14,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,23.04794502258301,22.764501571655273,23.012514114379893,22.923938751220703,22.392475128173828,23.09223747253418,22.923938751220703,41.0,21.0,15.0,5.0,3.78,31.56,-1.23,-0.15,1.09,0.73,3.12,0.0,2.37,-26.83,-27.36
36,csco,2015-09-17,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,23.09223747253418,22.923938751220703,22.62277603149414,22.268463134765625,22.72906875610352,22.62277603149414,22.62277603149414,41.0,21.0,15.0,5.0,3.78,31.56,-0.73,-2.03,-1.31,1.59,-0.47,1.59,-0.47,-28.32,-28.32
37,csco,2015-09-21,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,22.62277603149414,22.62277603149414,22.268463134765625,22.50762176513672,23.25167655944824,24.84107780456543,24.850006103515625,41.0,21.0,15.0,5.0,3.78,31.49,0.0,-1.57,-1.57,10.37,6.84,10.41,6.87,-21.11,-21.09
38,csco,2015-11-12,adverse antitrust break catastrophic caution cautioned challenging concern conciliation cut defect defects defer deter divest divestiture divestitures doubt doubtful downturn downturns easing erred fines forego ill impair impairment impairments insufficient investigation investigations late lie limitation limitations litigation lose loss losses miss obsolete poses question quit restructuring restructurings seize sue sued taint termination volatility,anticipate anticipated approximate approximately believe believes contingencies contingent could depend dependence differ doubt doubtful fluctuation fluctuations intangible may pending predict prediction predictions risk risks uncertain uncertainties uncertainty variability variation variations volatility,able achieve benefit collaborate effective gain gains good great greater improve improvement improvements innovation invent inventor opportunities opportunity profitable satisfy strength strong success successful successfully win,24.84107780456543,24.850006103515625,23.403474807739247,23.939228057861328,24.492839813232425,24.43926429748535,24.61785125732422,44.0,24.0,15.0,5.0,3.864,31.07,0.04,-5.79,-5.82,2.09,-0.22,2.83,0.51,-21.34,-20.77
39,csco,2015-11-20,break cut lie miss,depend dependent,able gain gains satisfy win,24.43926429748535,24.61785125732422,24.492839813232425,24.32318115234375,24.61785125732422,24.54641342163086,24.24282073974609,44.0,24.0,15.0,5.0,3.864,31.13,0.73,0.22,-0.51,0.92,-0.29,-0.33,-1.52,-21.15,-22.12
40,csco,2015-12-08,break closed cut disclose disclosed ill lie lose miss terminate,,able satisfy win,24.54641342163086,24.24282073974609,23.8677921295166,23.358827590942386,23.858867645263672,21.08417510986328,20.796215057373047,44.0,24.0,15.0,5.0,3.864,31.16,-1.24,-2.76,-1.55,-9.74,-11.63,-10.97,-12.84,-32.34,-33.26
41,csco,2016-01-28,break cut lie miss,,able satisfy win,21.08417510986328,20.796215057373047,21.40813446044922,20.544246673583984,20.634235382080078,23.89179611206055,23.96379089355469,41.0,24.0,14.0,3.0,4.024,30.64,-1.37,1.54,2.94,16.29,15.79,16.64,16.14,-22.02,-21.79
42,csco,2016-02-22,break cease ceased cut ill late lie loss losses miss quit,approximation believe believes,able gain satisfy win,23.89179611206055,23.96379089355469,23.50484848022461,23.93679237365723,24.206756591796875,23.50484848022461,23.6848258972168,40.0,24.0,14.0,2.0,4.1,29.03,0.3,-1.62,-1.92,-1.8,-2.9,-1.05,-2.16,-19.03,-18.41
43,csco,2016-02-24,adverse adversely against allege alleged bankrupt bankruptcy breach break calamity claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defects deficiency deter disclose disclosed dispose dispute disturb disturbance downgrading encumbrance encumbrances erred erring fail failed fails failure fault faults fined force forego forfeit forfeiture fraud fraudulent guilty harm hazard hazardous ill imperfection imperfections impracticable inadvisable incident incorrect ineligible infringe infringement injunction insolvency insufficient interfere interference investigation investigations lapse late lie limitation limitations lose losing loss losses manipulation mislead misleading misrepresent misrepresentation miss moratorium objection omission omissions omit omits omitted overtly plaintiff plea pleas poses postpone prejudice prejudiced preventing quit reparation revocation sever solvency sue sued suspend suspended suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid unrest violate violation weak weakness weaknesses,appear appeared assume assuming assumption assumptions believe conditional contingent could depend dependent may pending possible preliminary varied,able benefit best confident effective enable exclusive gain gains good great greater leading opportunity perfect positive satisfaction satisfactory satisfied satisfies satisfy stabilization succeed succeeding success win,23.50484848022461,23.6848258972168,23.93679237365723,23.558841705322266,24.11676979064941,23.6848258972168,23.93679237365723,40.0,24.0,14.0,2.0,4.1,29.06,0.77,1.84,1.06,0.53,-1.79,1.6,-0.75,-18.5,-17.63
44,csco,2016-02-25,break closed cut disclose disclosed ill lie lose miss terminate terminates,may,able satisfy win,23.6848258972168,23.93679237365723,23.76581382751465,24.143768310546875,24.4227294921875,23.76581382751465,23.558841705322266,40.0,24.0,14.0,2.0,4.1,29.06,1.06,0.34,-0.71,-1.57,-2.69,-2.42,-3.54,-18.22,-18.93
45,csco,2016-02-29,adverse adversely arrears bankrupt bankruptcy break cease closed concern contrary cut default defaults defect deter disclose disclosed erred error fault faults fined force forego fraud fraudulent ill inconsistency inconsistent insolvency intentional investigation lack lapse lapsed late lie limitation limitations lose losing miss moratorium poses postpone postponed quit solvency sue sued sues terminate termination unavailability undisclosed unpaid usury,ambiguity appear appears approximate approximately assume assumed assuming depend dependent indeterminate may possible,able beneficial conclusive effective enable good great greater highest leading satisfy succeed succeeding success win,23.76581382751465,23.558841705322266,24.143768310546875,24.17975997924805,24.84567451477051,24.20110321044922,24.26467323303223,40.0,24.0,14.0,2.0,4.1,29.0,-0.87,1.59,2.48,0.09,-2.59,0.35,-2.34,-16.55,-16.33
