,ticker,date,neg_text,uncert_text,pos_text,date_1,date_3,date_7
38,aapl,2014-03-05,absence acquit adverse adversely against alienate alienated alienation allege alleged bankrupt bankruptcy breach breached break cancel canceled cancellation cancelled cancelling cease ceased ceases challenge challenges claims clawback closed closing closure conflict contested contrary convict convicted correcting crime cut damage damages decline defect defend defending defer delay destroy destroyed destruction deter disapproval disclose disclosed discrepancy disinterested dismiss dismissal dispose dispute disqualification disregard disregarded dissolution divest divested divestiture divestitures easing embezzle embezzlement encumber encumbered encumbrance enjoin enjoined erred fail fails failure felony fined fines force forced forego forfeit forfeited forfeiture fraud harm ill illegal impair impairment impending inability incapacity incident inconsistency inconsistent insolvency interfere interferes invalid involuntarily lack lapse lapsed late lie limitation limitations liquidate liquidates liquidation litigating litigation lose losing loss losses lost lying miss negative neglect objection omission omissions omit omitted oppose opposed penalty perjury plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit refusal refuse refuses resign resignation resigned restate restated restatement revocation revoke revoked sever solvency stolen sue sued suffer suffered suspend suspends suspension terminate terminated termination terminations unable unauthorized unfunded unpaid unsound writeoff writeoffs,ambiguity anticipation appear appearing appears assume assumed assumes assumption contingent depend dependent differ hidden indefinite may might nearly pending possible tending unusual variable varies,able accomplish achieve achievement assure attain attains beneficial beneficially benefit best conclusive confident desirable desired distinction distinctions effective empower empowered enable enables exclusive exclusively favorable gain gains good great greater highest invent inventor opportunity pleasure satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success successful valuable win,2014-03-06,2014-03-08,2014-03-12
39,aapl,2014-04-23,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation loss miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor satisfy strong win,2014-04-24,2014-04-26,2014-04-30
40,aapl,2014-04-23,break closure cut disaster disasters disrupt easing error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,approximate approximately assume assumes could depend dependency differ may risk risks uncertain uncertainties,able best confident favorable happy innovation innovations invent invented inventor satisfy tremendous win,2014-04-24,2014-04-26,2014-04-30
41,aapl,2014-05-06,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2014-05-07,2014-05-09,2014-05-13
42,aapl,2014-05-30,break closed closure cut deter disclose disclosed ill lie lose miss,may,able effective satisfy succeed succeeds win,2014-05-31,2014-06-02,2014-06-06
43,aapl,2014-06-06,adverse adversely breach break cut damage damages disinterested fined forego late lie miss sue,may,able effective satisfy win,2014-06-07,2014-06-09,2014-06-13
44,aapl,2014-07-17,break cut ill lie miss,,able satisfy win,2014-07-18,2014-07-20,2014-07-24
45,aapl,2014-07-22,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best excited favorable highest incredibly innovation innovations invent invented inventor satisfy strong win,2014-07-23,2014-07-25,2014-07-29
46,aapl,2014-07-23,absence against break claims concern contrary criminal culpable cut damage damages delay discourage disregard dissolution erred fines forego ill improper inattention injunction injunctions injury intentional late lie limitation limitations liquidation misconduct miss negligent omission omissions quit reckless serious threat threaten threatened unexcused unlawful violation,believe believed believes may might nonassessable risk,able benefit best effective gain gains good satisfy win,2014-07-24,2014-07-26,2014-07-30
47,aapl,2014-10-20,against break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may pending risk risks uncertain uncertainties,able benefit best excited favorable gain gains great incredibly innovation innovations invent invented inventor satisfy strong strongest win,2014-10-21,2014-10-23,2014-10-27
48,aapl,2014-11-10,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe conditional conditionally depend dependent may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2014-11-11,2014-11-13,2014-11-17
49,aapl,2015-01-27,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able achieve benefit best exceptional favorable incredible innovation innovations invent invented inventor satisfy win,2015-01-28,2015-01-30,2015-02-03
50,aapl,2015-01-28,adverse adversely against alleging arrears bankrupt bankruptcy break cancel cancellation cancellations cancelled claims closed closing closure closures collapse conciliation critical cut damage damages decline declined declines default defer deficit delay delayed depletion deprecation deter deterioration disclose disclosed discloses discontinue discontinued doubt doubtful downward easing erred expose exposed fail failed failure failures false fault fined fines force forego forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments inconsistent ineffective ineffectiveness infringe infringed infringement infringes investigation lack lacking lag lapse lapses late lie limitation limitations liquidation litigation lose loses losing loss losses lying miss misstate misstatement negative negatively noncompliance obsolescence obsolete omit omitted overage overpayment penalties penalty plaintiff poses posing quit reluctant reparation sacrifice sacrifices sever shortage shortages strain strained sue sued sues suing taint terminate terminated terminating termination unable unanticipated uncollectible undelivered underpayment unemployment unfavorable unforeseen unpaid unpredictable unqualified unsold unwilling verdict weak weakness,anticipate anticipated anticipates anticipation apparent approximate approximately approximates assume assumed assumes assuming assumption assumptions believe believed believes conditional contingencies contingency contingent contingently could depend dependent depending differ doubt doubtful exposure exposures fluctuate fluctuates fluctuation fluctuations hidden indefinite indefinitely intangible intangibles likelihood may might pending possibility possible predict predicted predicts preliminary probability probable revise risk risks sometime sometimes uncertain uncertainties uncertainty unobservable unpredictable unsettled unspecified unusual variability variable vary varying,able achieve achievement achieving advantage advantageous benefit best better collaboration effective enhance enhanced enhancement enhancements favorable gain gained gains good great greater highest improve improved improvement improvements invent inventor leading positive resolve reward rewards satisfaction satisfied satisfy satisfying strength strengthen strengthening strong strongest succeed succeeding success successful win,2015-01-29,2015-01-31,2015-02-04
51,aapl,2015-02-09,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2015-02-10,2015-02-12,2015-02-16
52,aapl,2015-03-13,absence adverse adversely against break broken cancel cancellation cancelled cease closing collapse contrary cut defer delay delays deter disaffiliation dispose erred fail failure forego ill ineligible insufficient lack lapse late lie limitation limitations liquidate liquidated liquidation lose losing miss mistake mistakes pled poses question quit resign resignation restate restated shut shutdown sue sued suspend terminate terminated termination terminations violate violation,approximate approximately depend dependent differ may possible risk unusual,able attain attains benefit conclusive desirable effective enable favorable gain gains good satisfies satisfy success win,2015-03-14,2015-03-16,2015-03-20
53,aapl,2015-04-27,break closure cut disaster disasters disrupt error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,assume assumes believe could depend dependency differ may revise revised risk risks uncertain uncertainties,able best favorable innovation innovations invent invented inventor satisfy strong win,2015-04-28,2015-04-30,2015-05-04
54,aapl,2015-04-27,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best exciting favorable innovation innovations invent invented inventor satisfy strength tremendous win,2015-04-28,2015-04-30,2015-05-04
55,aapl,2015-05-13,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2015-05-14,2015-05-16,2015-05-20
56,aapl,2015-06-10,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe conditional conditionally depend dependent may might pending possible preliminary,able beneficial benefit best effective enable gain gained gains good leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2015-06-11,2015-06-13,2015-06-17
57,aapl,2015-07-21,break closure cut defer disaster disasters disrupt easing erred error ill infringe infringed late lie limitation lose miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better breakthrough empower excitement favorable great incredible innovation innovations invent inventor revolutionize revolutionized satisfy strong success successful win,2015-07-22,2015-07-24,2015-07-28
58,aapl,2015-07-31,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe believes conditional conditionally depend dependent hidden may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2015-08-01,2015-08-03,2015-08-07
59,aapl,2015-09-17,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe believes conditional conditionally depend dependent hidden may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,2015-09-18,2015-09-20,2015-09-24
60,aapl,2015-10-02,break cut ill lie miss,,able satisfy win,2015-10-03,2015-10-05,2015-10-09
61,aapl,2015-10-27,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may nearly risk risks uncertain uncertainties,able benefit best better breakthrough empower favorable innovation innovations innovative invent inventor revolutionize revolutionized satisfy strong strongest success successful tremendous win,2015-10-28,2015-10-30,2015-11-03
62,aapl,2015-12-17,break closure cut ill lie miss,,able satisfy win,2015-12-18,2015-12-20,2015-12-24
