,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
10,0001181431-12-032458,APPLE,20120524,2012-05-24,8-K,break cut deter erred forego ill late lie miss quit,approximate approximately pending sometime,able satisfy win
11,0001193125-15-149607,APPLE,20150427,2015-04-27,8-K,break closure cut disaster disasters disrupt error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,assume assumes believe could depend dependency differ may revise revised risk risks uncertain uncertainties,able best favorable innovation innovations invent invented inventor satisfy strong win
12,0001181431-11-003847,APPLE,20110118,2011-01-18,8-K,absence break closure cut ill late lie miss sue sued,,able exciting great satisfaction satisfy win
13,0001193125-10-087786,APPLE,20100420,2010-04-20,8-K,break closure cut decline disrupt erred error ill infringe infringed investigate investigated late lie limitation litigation miss poses problem problems quit restate restatement sever sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor satisfy win winning
14,0000320193-18-000005,APPLE,20180201,2018-02-01,8-K,break closure collapse cut defer disaster disasters disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses problem problems quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden intangible may revise revised risk risks uncertain uncertainties,able achieve achieved benefit best better breakthrough confident empower favorable great highest innovation innovations invent inventor loyal popular popularity profitability revolutionize revolutionized satisfaction satisfy strong surpass surpassed win
15,0001181431-11-036782,APPLE,20110615,2011-06-15,8-K,break cut late lie miss resign resigned,,able effective satisfy win
16,0001193125-18-045761,APPLE,20180214,2018-02-14,8-K,adverse adversely against break cancel cancellation cease ceases closing conflict conflicts contrary correcting cut defect deter dispose dissolution doubt erred fined force forego forfeit forfeited ill inconsistency invalid involuntary lapse lapsed late lie limitation limitations liquidation losing lying miss omission pled poses question quit restate restated revoke sue sued suspend suspension terminate terminated termination terminations threat threaten threatened unfunded,assumption depend dependent differ doubt may revise revised unusual,able assure attain attains beneficial beneficially benefit best conclusive desirable effective favorable gain gains good great greater greatest satisfies satisfy success win
17,0001628280-16-022047,APPLE,20161215,2016-12-15,8-K,absence acquit against allege alleged breach breaches break cancel cancellation cancelled cease ceased ceases challenge challenges claims closed closure collapse concern conflict contested contrary convict convicted criminal cut damage damages defect defend defending destroy destroyed destruction deter disapproval disclose disclosed disinterested dispose disqualification disregard disregarded enjoin enjoined erred fail fails failure felony fined fines force forego harm ill illegal inability incapacity incident inconsistent ineligibility ineligible lack lapse late lie limitation limitations lose loses loss losses lost lying mislead misleading miss neglect objection omission omissions omit omitting plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit recall refusal refuse refuses resign resignation resigned restate restated revocation revoke revoked stolen sue sued terminate terminated termination threat threaten threatened unable unavailability unavailable unsound violate violation violations,appear appearing appears assume believe believes depend dependent differ hidden indefinite may might pending possible risk tending variable variation variations,able beneficial beneficially confident desired effective empower empowered exclusive exclusively gain gains good great greater highest leading opportunity pleasure resolve satisfactory satisfied satisfies satisfy solves succeed succeeding success valuable win
18,0000320193-17-000067,APPLE,20171102,2017-11-02,8-K,break closure collapse cut defer disaster disasters disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses problem problems quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden intangible may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident empower excited fantastic favorable great happy innovation innovations invent inventor revolutionize revolutionized satisfy strong win
19,0001193125-17-167400,APPLE,20170511,2017-05-11,8-K,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation lapse lapsed late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent hidden may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
20,0001193125-13-167469,APPLE,20130423,2013-04-23,8-K,break closure cut disaster disasters disrupt error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,assume assumes believe could depend dependency differ may risk risks uncertain uncertainties,able advantage attractive best favorable innovation innovations invent invented inventor opportunities satisfy strong win
21,0001193125-12-178928,APPLE,20120424,2012-04-24,8-K,break closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable great innovation innovations invent invented inventor satisfy win
22,0001181431-11-047179,APPLE,20110826,2011-08-26,8-K,break closure cut ill late lie miss resign resigned,,able leadership satisfaction satisfy win
23,0001193125-14-228798,APPLE,20140606,2014-06-06,8-K,adverse adversely breach break cut damage damages disinterested fined forego late lie miss sue,may,able effective satisfy win
24,0001193125-12-312355,APPLE,20120724,2012-07-24,8-K,break closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor pleased satisfy win
25,0001193125-15-186064,APPLE,20150513,2015-05-13,8-K,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
26,0001193125-15-219298,APPLE,20150610,2015-06-10,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe conditional conditionally depend dependent may might pending possible preliminary,able beneficial benefit best effective enable gain gained gains good leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
27,0001181431-14-021923,APPLE,20140530,2014-05-30,8-K,break closed closure cut deter disclose disclosed ill lie lose miss,may,able effective satisfy succeed succeeds win
28,0001193125-14-275598,APPLE,20140722,2014-07-22,8-K,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best excited favorable highest incredibly innovation innovations invent invented inventor satisfy strong win
29,0001193125-14-154883,APPLE,20140423,2014-04-23,8-K,break closure cut disaster disasters disrupt easing error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,approximate approximately assume assumes could depend dependency differ may risk risks uncertain uncertainties,able best confident favorable happy innovation innovations invent invented inventor satisfy tremendous win
30,0001193125-17-069853,APPLE,20170303,2017-03-03,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break burden burdens burdensome calamity cease ceases circumvent circumventing claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent inconvenient ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea plead pleas pled poses preventing quit reparation reparations restate restated sever solvency sue sued sues summons suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable undue unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming believe conditional conditionally depend dependent may pending possible preliminary,able beneficial benefit best effective enable exclusive gain gains good leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win
31,0001193125-17-208226,APPLE,20170620,2017-06-20,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears assume assumed assuming believe conditional depend dependent may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
32,0001181431-12-038301,APPLE,20120628,2012-06-28,8-K,break cut ill lie miss,,able effective satisfy win
33,0001193125-15-258464,APPLE,20150721,2015-07-21,8-K,break closure cut defer disaster disasters disrupt easing erred error ill infringe infringed late lie limitation lose miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better breakthrough empower excitement favorable great incredible innovation innovations invent inventor revolutionize revolutionized satisfy strong success successful win
34,0000320193-19-000026,APPLE,20190206,2019-02-06,8-K,break collapse cut fined lapse lie lying miss,assume assumed hidden revise revised,able effective satisfy succeed succeeded win
35,0000320193-19-000032,APPLE,20190304,2019-03-04,8-K,break collapse cut fined lapse lie lying miss,depend dependent hidden revise revised,able gain gains satisfy success win
36,0001193125-17-064019,APPLE,20170301,2017-03-01,8-K,break cut deter ill lie miss,depend dependent,able gain gains satisfy success win
37,0001181431-09-037492,APPLE,20090804,2009-08-04,8-K,break cut lie miss resign resigned,,able effective satisfy win
38,0001193125-13-085842,APPLE,20130301,2013-03-01,8-K,break cut ill lie miss,depend dependent hidden,able gain gains satisfy success win
39,0001193125-17-181867,APPLE,20170524,2017-05-24,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cancel cancellation cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable undue unpaid unwilling violate violation,alteration ambiguity appear appears assume assumed assuming believe conditional conditionally depend dependent may pending possible preliminary revise revised variation,able beneficial benefit best effective enable exclusive gain gains good great greater leading opportunity satisfaction satisfactory satisfy stabilization succeed succeeding success win
40,0001193125-14-271698,APPLE,20140717,2014-07-17,8-K,break cut ill lie miss,,able satisfy win
41,0001181431-10-056327,APPLE,20101117,2010-11-17,8-K,absence acquit against allege alleged breach break cancel cancellation cancelled cease ceased challenge challenges claims closed closure contrary convict convicted cut defend defending destroy destroyed destruction deter disapproval disclose disclosed disinterested disqualification disregard disregarded dissolution enjoin enjoined erred fail fails felony fined fines force forego ill illegal inability incapacity incident inconsistent lack late lie limitation limitations lose loss losses lost miss neglect objection omission omissions oppose opposed plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit refusal refuse refuses resign resignation restate restated revocation revoke revoked stolen sue sued terminate terminated termination unable unsound,appear appearing appears depend dependent differ indefinite may might pending possible tending variable,able beneficial beneficially desired effective empower empowered enjoy enjoyed exclusive exclusively gain gains great greater highest opportunity pleasure satisfies satisfy succeed succeeding success valuable win
42,0000320193-18-000067,APPLE,20180501,2018-05-01,8-K,break closure collapse cut defer disaster disasters disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses problem problems quit sue sued sues taint unauthorized unfavorable,approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident efficient efficiently empower favorable great greater happy innovation innovations invent inventor revolutionize revolutionized satisfy strong win
43,0001193125-18-154948,APPLE,20180508,2018-05-08,8-K,break cut fined lie lying miss objection objections,revise revised,able satisfy win
44,0001193125-12-435506,APPLE,20121025,2012-10-25,8-K,break closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best confident fantastic favorable innovation innovations invent invented inventor pleased satisfy win
45,0000320193-18-000098,APPLE,20180731,2018-07-31,8-K,break closure collapse cut defect defects defer disaster disasters dispute disputes disrupt disruption disruptions erred error fail failure failures fined ill infringe infringed interrupt interruption interruptions lapse late lie limitation lose loss losses lying miss poses quit sue sued sues taint unauthorized unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ exposure fluctuation fluctuations hidden may revise revised risk risks uncertain uncertainties,able benefit best better breakthrough confident empower excited favorable innovation innovations invent inventor revolutionize revolutionized satisfy strong win
46,0000320193-17-000006,APPLE,20170801,2017-08-01,8-K,break closure collapse cut defer disaster disasters disrupt erred error fined ill infringe infringed lapse late lie limitation lose loss lying miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may revise revised risk risks uncertain uncertainties,able advances benefit best better breakthrough empower excited favorable happy incredibly innovation innovations invent inventor revolutionize revolutionized satisfy success successful win
47,0001193125-15-273023,APPLE,20150731,2015-07-31,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe believes conditional conditionally depend dependent hidden may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
48,0001193125-15-023732,APPLE,20150128,2015-01-28,8-K,adverse adversely against alleging arrears bankrupt bankruptcy break cancel cancellation cancellations cancelled claims closed closing closure closures collapse conciliation critical cut damage damages decline declined declines default defer deficit delay delayed depletion deprecation deter deterioration disclose disclosed discloses discontinue discontinued doubt doubtful downward easing erred expose exposed fail failed failure failures false fault fined fines force forego forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments inconsistent ineffective ineffectiveness infringe infringed infringement infringes investigation lack lacking lag lapse lapses late lie limitation limitations liquidation litigation lose loses losing loss losses lying miss misstate misstatement negative negatively noncompliance obsolescence obsolete omit omitted overage overpayment penalties penalty plaintiff poses posing quit reluctant reparation sacrifice sacrifices sever shortage shortages strain strained sue sued sues suing taint terminate terminated terminating termination unable unanticipated uncollectible undelivered underpayment unemployment unfavorable unforeseen unpaid unpredictable unqualified unsold unwilling verdict weak weakness,anticipate anticipated anticipates anticipation apparent approximate approximately approximates assume assumed assumes assuming assumption assumptions believe believed believes conditional contingencies contingency contingent contingently could depend dependent depending differ doubt doubtful exposure exposures fluctuate fluctuates fluctuation fluctuations hidden indefinite indefinitely intangible intangibles likelihood may might pending possibility possible predict predicted predicts preliminary probability probable revise risk risks sometime sometimes uncertain uncertainties uncertainty unobservable unpredictable unsettled unspecified unusual variability variable vary varying,able achieve achievement achieving advantage advantageous benefit best better collaboration effective enhance enhanced enhancement enhancements favorable gain gained gains good great greater highest improve improved improvement improvements invent inventor leading positive resolve reward rewards satisfaction satisfied satisfy satisfying strength strengthen strengthening strong strongest succeed succeeding success successful win
49,0001193125-14-084697,APPLE,20140305,2014-03-05,8-K,absence acquit adverse adversely against alienate alienated alienation allege alleged bankrupt bankruptcy breach breached break cancel canceled cancellation cancelled cancelling cease ceased ceases challenge challenges claims clawback closed closing closure conflict contested contrary convict convicted correcting crime cut damage damages decline defect defend defending defer delay destroy destroyed destruction deter disapproval disclose disclosed discrepancy disinterested dismiss dismissal dispose dispute disqualification disregard disregarded dissolution divest divested divestiture divestitures easing embezzle embezzlement encumber encumbered encumbrance enjoin enjoined erred fail fails failure felony fined fines force forced forego forfeit forfeited forfeiture fraud harm ill illegal impair impairment impending inability incapacity incident inconsistency inconsistent insolvency interfere interferes invalid involuntarily lack lapse lapsed late lie limitation limitations liquidate liquidates liquidation litigating litigation lose losing loss losses lost lying miss negative neglect objection omission omissions omit omitted oppose opposed penalty perjury plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit refusal refuse refuses resign resignation resigned restate restated restatement revocation revoke revoked sever solvency stolen sue sued suffer suffered suspend suspends suspension terminate terminated termination terminations unable unauthorized unfunded unpaid unsound writeoff writeoffs,ambiguity anticipation appear appearing appears assume assumed assumes assumption contingent depend dependent differ hidden indefinite may might nearly pending possible tending unusual variable varies,able accomplish achieve achievement assure attain attains beneficial beneficially benefit best conclusive confident desirable desired distinction distinctions effective empower empowered enable enables exclusive exclusively favorable gain gains good great greater highest invent inventor opportunity pleasure satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success successful valuable win
50,0001181431-11-051976,APPLE,20111006,2011-10-06,8-K,break cut ill lie miss sue sued,,able better great greatest improve innovation innovations satisfy win
51,0001193125-13-020783,APPLE,20130123,2013-01-23,8-K,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best confident favorable highest innovation innovations invent invented inventor pleased satisfy win
52,0001193125-15-322466,APPLE,20150917,2015-09-17,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe believes conditional conditionally depend dependent hidden may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
53,0001193125-12-081892,APPLE,20120227,2012-02-27,8-K,break cut ill lie miss,appear appeared depend dependent,able gain gains satisfy win
54,0001193125-11-045411,APPLE,20110224,2011-02-24,8-K,break cut deter ill lie lose miss,depend dependent,able gain gains satisfy win
55,0001193125-17-341015,APPLE,20171113,2017-11-13,8-K,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations litigation lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears assume assumed assuming believe believes conditional depend dependent may pending possible preliminary revise revised,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win
