,ticker,date,neg_text,uncert_text,pos_text,price_prior,price_0,price_1,price_3,price_7,p_p_n,p_0_n,Total,Buys,Holds,Sells,Rating,Target Px
10,aapl,2011-10-18,break closure cut decline disaster disasters disrupt erred error ill infringe infringed late lie limitation loss miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best enthusiastic fantastic favorable innovation innovations invent invented inventor pleased satisfy strong win,39.853763580322266,40.0672492980957,37.82590866088867,37.28027725219727,38.40190124511719,36.896915435791016,36.51165390014648,53.0,49.0,4.0,0.0,4.811,73.04
11,aapl,2011-11-16,break cut ill lie miss,,able satisfy win,36.896915435791016,36.51165390014648,35.81324768066406,35.016143798828125,34.49994659423828,40.55784606933594,39.89361953735352,55.0,49.0,5.0,1.0,4.709,72.73
12,aapl,2012-01-24,break breaking closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable happy incredibly innovation innovations invent invented inventor satisfy strong win,40.55784606933594,39.89361953735352,42.38452911376953,42.443355560302734,43.18730545043945,49.57261657714844,49.8905143737793,54.0,49.0,4.0,1.0,4.7780000000000005,74.96
13,aapl,2012-02-27,break cut ill lie miss,appear appeared depend dependent,able gain gains satisfy win,49.57261657714844,49.8905143737793,50.80621337890625,51.66592788696289,50.35830307006836,54.24984359741211,53.16617202758789,54.0,49.0,4.0,1.0,4.7780000000000005,82.9
14,aapl,2012-04-24,break closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable great innovation innovations invent invented inventor satisfy win,54.24984359741211,53.16617202758789,57.88420867919922,57.21996688842773,55.21015167236328,54.14166641235352,53.64442825317383,54.0,48.0,5.0,1.0,4.7410000000000005,101.39
15,aapl,2012-05-24,break cut deter erred forego ill late lie miss quit,approximate approximately pending sometime,able satisfy win,54.14166641235352,53.64442825317383,53.35689926147461,54.30393600463867,53.54668426513672,54.515525817871094,53.99836730957031,54.0,49.0,4.0,1.0,4.7780000000000005,104.96
16,aapl,2012-06-28,break cut ill lie miss,,able effective satisfy win,54.515525817871094,53.99836730957031,55.41701126098633,56.87929916381836,58.25334167480469,57.29872131347656,57.02257919311523,55.0,50.0,4.0,1.0,4.763999999999999,104.55
17,aapl,2012-07-24,break closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor pleased satisfy win,57.29872131347656,57.02257919311523,54.56013107299805,55.52709197998047,57.67449569702149,60.33799362182617,59.62489318847656,54.0,49.0,4.0,1.0,4.7589999999999995,104.14
18,aapl,2012-10-25,break closure cut decline defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best confident fantastic favorable innovation innovations invent invented inventor pleased satisfy win,60.33799362182617,59.62489318847656,59.082984924316406,58.2339096069336,57.18723678588867,50.99948120117188,51.93304061889648,61.0,53.0,7.0,1.0,4.705,110.25
19,aapl,2013-01-23,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best confident favorable highest innovation innovations invent invented inventor pleased satisfy win,50.99948120117188,51.93304061889648,45.51631164550781,45.44861602783203,45.8315315246582,46.48219299316406,45.3311882019043,60.0,49.0,9.0,2.0,4.567,100.67
20,aapl,2013-03-01,break cut ill lie miss,depend dependent hidden,able gain gains satisfy success win,46.48219299316406,45.3311882019043,44.23390197753906,44.82468032836914,45.11636734008789,41.98245239257813,42.76803207397461,61.0,49.0,10.0,2.0,4.541,87.7
21,aapl,2013-04-23,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best excited favorable innovation innovations invent invented inventor pleased satisfy strong win,41.98245239257813,42.76803207397461,42.69749069213867,43.933780670166016,46.916053771972656,41.98245239257813,42.76803207397461,61.0,50.0,8.0,3.0,4.525,80.95
22,aapl,2013-04-23,break closure cut disaster disasters disrupt error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,assume assumes believe could depend dependency differ may risk risks uncertain uncertainties,able advantage attractive best favorable innovation innovations invent invented inventor opportunities satisfy strong win,41.98245239257813,42.76803207397461,42.69749069213867,43.933780670166016,46.916053771972656,42.76803207397461,42.69749069213867,61.0,50.0,8.0,3.0,4.525,80.95
23,aapl,2013-04-24,adverse adversely against break cancel cancellation cancellations cancelled claims closed closing closure closures collapse conciliation contested contraction critical cut damage damages decline declines default defer deficiency deficit delay delayed depletion deter deterioration disclose disclosed discloses discontinue discontinued dispose doubt doubtful downward easing erred expose exposed fail failed failure failures false fault fined fines force forego forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments inconsistent ineffective ineffectiveness infringe infringement infringes investigation lack lacking lag lapse lapses late lie limitation limitations litigation lose loses losing loss losses lying miss misstate misstatement negative negatively obsolescence obsolete omit omitted overage overpayment penalties poses problem quit reluctant reparation sacrifice sacrifices sever shortage shortages strain strained sue sued sues taint terminate terminated terminating termination unable unanticipated uncollectible undelivered underpayment unforeseen unpredictable unqualified unresolved unsold unwilling verdict volatility,anticipate anticipated anticipates anticipation apparent approximate approximately approximates assume assumed assumes assuming assumption assumptions believe believed believes conditional contingencies contingent contingently could depend dependent depending differ doubt doubtful exposure exposures fluctuate fluctuates fluctuation fluctuations hidden indefinite indefinitely intangible intangibles likelihood may might pending possibility possible predict predicted predicting predicts preliminary probability probable random revise risk risks sometime sometimes uncertain uncertainties uncertainty unobservable unpredictable unsettled unspecified variability variable variance variances vary volatility,able achieve achieved achievement achieving advantage advantageous advantages benefit best better easily effective enhance enhanced enhancement enhancements favorable favorably gain gained gains good great greater highest improve improved improvement improvements innovative innovator invent inventor leading positive positively resolve satisfaction satisfied satisfy satisfying strength strengthen strengthening strong stronger succeed succeeding superior win,42.76803207397461,42.69749069213867,43.00498962402344,45.29433822631836,47.38572692871094,46.916053771972656,47.38572692871094,62.0,49.0,9.0,4.0,4.435,77.24
24,aapl,2013-05-03,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,46.916053771972656,47.38572692871094,48.51565933227539,48.84526824951172,48.99650192260742,46.01383590698242,45.64513778686523,63.0,48.0,12.0,3.0,4.413,76.23
25,aapl,2013-06-21,absence against break cut deter erred forfeit forfeited ill lie miss negative poses quit,assume assumed believe believed believes may risk,able achieve achievement enhance gain gains leadership leading opportunity positive satisfy strong win,46.01383590698242,45.64513778686523,44.43529891967773,43.941856384277344,46.19596862792969,47.05920028686523,46.25116729736328,63.0,47.0,13.0,3.0,4.381,76.13
26,aapl,2013-07-23,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss plea pleas poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best excited favorable innovation innovations invent invented inventor pleased satisfy strong win,47.05920028686523,46.25116729736328,48.62670516967773,48.6796760559082,50.41165161132813,49.43032455444336,50.04076385498047,62.0,46.0,13.0,3.0,4.371,75.62
27,aapl,2013-07-30,break cut ill lie miss,,able satisfy win,49.43032455444336,50.04076385498047,49.95355224609375,51.05852890014648,53.3387451171875,54.07921981811523,56.76692962646485,62.0,47.0,12.0,3.0,4.4030000000000005,76.09
28,aapl,2013-09-23,break cut forego ill lie limitation miss taint,assume assumes differ may risk risks uncertain uncertainties,able satisfy win,54.07921981811523,56.76692962646485,56.5887565612793,56.25551986694336,56.64195251464844,60.85344314575195,61.30698013305664,63.0,43.0,16.0,4.0,4.2219999999999995,76.87
29,aapl,2013-10-28,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss plea pleas poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit excited favorable incredibly innovation innovations invent inventor pleased satisfy strong win,60.85344314575195,61.30698013305664,59.77973556518555,60.47624588012695,62.82293701171875,65.85600280761719,66.39027404785156,63.0,46.0,13.0,4.0,4.302,79.51
30,aapl,2014-01-27,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best better favorable happy innovation innovations invent invented inventor loyal satisfied satisfy strong win,65.85600280761719,66.39027404785156,61.0838737487793,60.27342987060547,61.81832504272461,66.85198211669922,66.992919921875,56.0,39.0,14.0,3.0,4.25,86.83
31,aapl,2014-03-05,absence acquit adverse adversely against alienate alienated alienation allege alleged bankrupt bankruptcy breach breached break cancel canceled cancellation cancelled cancelling cease ceased ceases challenge challenges claims clawback closed closing closure conflict contested contrary convict convicted correcting crime cut damage damages decline defect defend defending defer delay destroy destroyed destruction deter disapproval disclose disclosed discrepancy disinterested dismiss dismissal dispose dispute disqualification disregard disregarded dissolution divest divested divestiture divestitures easing embezzle embezzlement encumber encumbered encumbrance enjoin enjoined erred fail fails failure felony fined fines force forced forego forfeit forfeited forfeiture fraud harm ill illegal impair impairment impending inability incapacity incident inconsistency inconsistent insolvency interfere interferes invalid involuntarily lack lapse lapsed late lie limitation limitations liquidate liquidates liquidation litigating litigation lose losing loss losses lost lying miss negative neglect objection omission omissions omit omitted oppose opposed penalty perjury plea pleas pled poses postpone postponement preclude prejudice protest protesting question questions quit refusal refuse refuses resign resignation resigned restate restated restatement revocation revoke revoked sever solvency stolen sue sued suffer suffered suspend suspends suspension terminate terminated termination terminations unable unauthorized unfunded unpaid unsound writeoff writeoffs,ambiguity anticipation appear appearing appears assume assumed assumes assumption contingent depend dependent differ hidden indefinite may might nearly pending possible tending unusual variable varies,able accomplish achieve achievement assure attain attains beneficial beneficially benefit best conclusive confident desirable desired distinction distinctions effective empower empowered enable enables exclusive exclusively favorable gain gains good great greater highest invent inventor opportunity pleasure satisfaction satisfactory satisfied satisfies satisfy succeed succeeding success successful valuable win,66.85198211669922,66.992919921875,66.79032135009766,66.81169891357422,66.02770233154297,66.90985870361328,66.03526306152344,57.0,39.0,15.0,3.0,4.228,84.85
32,aapl,2014-04-23,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation loss miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best favorable innovation innovations invent invented inventor satisfy strong win,66.90985870361328,66.03526306152344,71.44894409179688,74.76111602783203,74.57107543945312,66.90985870361328,66.03526306152344,59.0,42.0,14.0,3.0,4.288,85.55
33,aapl,2014-04-23,break closure cut disaster disasters disrupt easing error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,approximate approximately assume assumes could depend dependency differ may risk risks uncertain uncertainties,able best confident favorable happy innovation innovations invent invented inventor satisfy tremendous win,66.90985870361328,66.03526306152344,71.44894409179688,74.76111602783203,74.57107543945312,75.62564849853516,74.80139923095703,59.0,42.0,14.0,3.0,4.288,85.55
34,aapl,2014-05-06,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,75.62564849853516,74.80139923095703,74.53962707519531,76.66597747802734,77.09541320800781,83.1916275024414,82.8800048828125,59.0,42.0,14.0,3.0,4.288,87.72
35,aapl,2014-05-30,break closed closure cut deter disclose disclosed ill lie lose miss,may,able effective satisfy succeed succeeds win,83.1916275024414,82.8800048828125,82.31045532226562,84.42761993408203,86.38243865966797,84.75887298583984,84.52582550048828,59.0,42.0,14.0,3.0,4.288,90.63
36,aapl,2014-06-06,adverse adversely breach break cut damage damages disinterested fined forego late lie miss sue,may,able effective satisfy win,84.75887298583984,84.52582550048828,85.87834167480469,86.02499389648438,84.39356994628906,86.8681869506836,85.31926727294922,60.0,42.0,15.0,3.0,4.2669999999999995,90.36
37,aapl,2014-07-17,break cut ill lie miss,,able satisfy win,86.8681869506836,85.31926727294922,86.54740142822266,86.81319427490234,90.75424194335938,86.09830474853516,86.81319427490234,59.0,44.0,12.0,3.0,4.356,101.89
38,aapl,2014-07-22,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best excited favorable highest incredibly innovation innovations invent invented inventor satisfy strong win,86.09830474853516,86.81319427490234,89.07701873779297,89.5169448852539,87.61974334716797,86.81319427490234,89.07701873779297,60.0,46.0,11.0,3.0,4.383,103.62
39,aapl,2014-07-23,absence against break claims concern contrary criminal culpable cut damage damages delay discourage disregard dissolution erred fines forego ill improper inattention injunction injunctions injury intentional late lie limitation limitations liquidation misconduct miss negligent omission omissions quit reckless serious threat threaten threatened unexcused unlawful violation,believe believed believes may might nonassessable risk,able benefit best effective gain gains good satisfy win,86.81319427490234,89.07701873779297,88.93037414550781,90.75424194335938,88.10549926757812,89.96222686767578,91.88729858398438,60.0,46.0,11.0,3.0,4.383,106.21
40,aapl,2014-10-20,against break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may pending risk risks uncertain uncertainties,able benefit best excited favorable gain gains great incredibly innovation innovations invent invented inventor satisfy strong strongest win,89.96222686767578,91.88729858398438,94.38341522216795,96.55718231201172,98.86907196044922,100.84268951416016,100.6761703491211,59.0,45.0,11.0,3.0,4.373,112.62
41,aapl,2014-11-10,adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclaim disclose disclosed dispose dispute disrupt disruption downgrading encumbrance encumbrances erred fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose loses losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone preventing quit reparation reparations restate restated sever solvency sue sued suspend suspending suspension terminate terminated termination threat threaten threatened threatening unable unavailable unpaid unwilling violate violation,ambiguity appear appears assume assumed assuming assumption assumptions believe conditional conditionally depend dependent may might pending possible preliminary,able beneficial benefit best effective enable exclusive gain gained gains good great greater leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,100.84268951416016,100.6761703491211,101.48098754882812,104.36724090576172,106.07862091064452,104.62623596191406,100.96295166015624,58.0,44.0,11.0,3.0,4.362,116.96
42,aapl,2015-01-27,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation lose loss miss poses problem problems quit sue sued sues taint unfavorable,almost approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able achieve benefit best exceptional favorable incredible innovation innovations invent invented inventor satisfy win,104.62623596191406,100.96295166015624,106.6706771850586,108.38206481933594,111.39166259765624,100.96295166015624,106.6706771850586,56.0,40.0,14.0,2.0,4.303999999999999,124.27
43,aapl,2015-01-28,adverse adversely against alleging arrears bankrupt bankruptcy break cancel cancellation cancellations cancelled claims closed closing closure closures collapse conciliation critical cut damage damages decline declined declines default defer deficit delay delayed depletion deprecation deter deterioration disclose disclosed discloses discontinue discontinued doubt doubtful downward easing erred expose exposed fail failed failure failures false fault fined fines force forego forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments inconsistent ineffective ineffectiveness infringe infringed infringement infringes investigation lack lacking lag lapse lapses late lie limitation limitations liquidation litigation lose loses losing loss losses lying miss misstate misstatement negative negatively noncompliance obsolescence obsolete omit omitted overage overpayment penalties penalty plaintiff poses posing quit reluctant reparation sacrifice sacrifices sever shortage shortages strain strained sue sued sues suing taint terminate terminated terminating termination unable unanticipated uncollectible undelivered underpayment unemployment unfavorable unforeseen unpaid unpredictable unqualified unsold unwilling verdict weak weakness,anticipate anticipated anticipates anticipation apparent approximate approximately approximates assume assumed assumes assuming assumption assumptions believe believed believes conditional contingencies contingency contingent contingently could depend dependent depending differ doubt doubtful exposure exposures fluctuate fluctuates fluctuation fluctuations hidden indefinite indefinitely intangible intangibles likelihood may might pending possibility possible predict predicted predicts preliminary probability probable revise risk risks sometime sometimes uncertain uncertainties uncertainty unobservable unpredictable unsettled unspecified unusual variability variable vary varying,able achieve achievement achieving advantage advantageous benefit best better collaboration effective enhance enhanced enhancement enhancements favorable gain gained gains good great greater highest improve improved improvement improvements invent inventor leading positive resolve reward rewards satisfaction satisfied satisfy satisfying strength strengthen strengthening strong strongest succeed succeeding success successful win,100.96295166015624,106.6706771850586,109.99169158935548,109.74192810058594,110.45364379882812,110.45364379882812,111.18734741210938,56.0,40.0,14.0,2.0,4.303999999999999,129.62
44,aapl,2015-02-09,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,110.45364379882812,111.18734741210938,113.3234405517578,117.4469757080078,119.54591369628906,115.58023071289062,114.78152465820312,54.0,38.0,14.0,2.0,4.296,132.31
45,aapl,2015-03-13,absence adverse adversely against break broken cancel cancellation cancelled cease closing collapse contrary cut defer delay delays deter disaffiliation dispose erred fail failure forego ill ineligible insufficient lack lapse late lie limitation limitations liquidate liquidated liquidation lose losing miss mistake mistakes pled poses question quit resign resignation restate restated shut shutdown sue sued suspend terminate terminated termination terminations violate violation,approximate approximately depend dependent differ may possible risk unusual,able attain attains benefit conclusive desirable effective enable favorable gain gains good satisfies satisfy success win,115.58023071289062,114.78152465820312,116.04460144042969,119.31371307373048,117.6605987548828,120.99469757080078,123.19580078125,53.0,38.0,13.0,2.0,4.321000000000001,139.57
46,aapl,2015-04-27,break closure cut disaster disasters disrupt error ill infringe infringed late lie limitation lose miss poses problem problems sue sued sues taint unfavorable,assume assumes believe could depend dependency differ may revise revised risk risks uncertain uncertainties,able best favorable innovation innovations invent invented inventor satisfy strong win,120.99469757080078,123.19580078125,121.25479125976562,116.23036193847656,116.1003189086914,120.99469757080078,123.19580078125,53.0,35.0,16.0,2.0,4.208,144.01
47,aapl,2015-04-27,break closure cut defer disaster disasters disrupt erred error ill infringe infringed late lie limitation miss poses problem problems quit sue sued sues taint unfavorable,approximate approximately assume assumes contingencies could depend dependency differ hidden intangible may risk risks uncertain uncertainties,able benefit best exciting favorable innovation innovations invent invented inventor satisfy strength tremendous win,120.99469757080078,123.19580078125,121.25479125976562,116.23036193847656,116.1003189086914,117.38732147216795,117.51789855957031,53.0,35.0,16.0,2.0,4.208,144.01
48,aapl,2015-05-13,absence adverse adversely against allege alleged arrears bankrupt bankruptcy breach break calamity cease ceases claims closed closure conflict contrary crisis culpability cut damage damages default defaulting defaults defect defend defending deter disapprove disapproved disclose disclosed dispose dispute disrupt disruption downgrading duress encumbrance encumbrances erred error fail failed failure fault faults fined force forego fraud fraudulent guilty harm ill impracticable inadvisable incident inconsistency inconsistent ineligible insolvency insufficient interfere interference investigating investigation late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss mistake misunderstand misunderstanding moratorium negative objection omission omissions omit omits omitted oppose opposed overdue plea pleas pled poses postpone postponed preventing quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable undue unpaid violate violation,ambiguity appear appearing appears approximate approximately assume assumed assuming believe believes conditional depend dependent may pending possible preliminary,able benefit best effective enable exclusive gain gains good great greater highest leading opportunity satisfaction satisfactory satisfy succeed succeeding success win,117.38732147216795,117.51789855957031,120.25975799560548,121.41618347167969,123.6078109741211,118.83284759521484,120.19447326660156,53.0,36.0,15.0,2.0,4.245,148.73
