,ticker,date,neg_text,uncert_text,pos_text,date_1,date_3,date_7
10,msft,2012-02-21,against arrears break cut defend force harm ill inequities late lie loss losses miss plea pleas quit,approximate approximately may,able delight delighted exceptional gain gains great honor honored leadership satisfy success successful win,2012-02-22,2012-02-24,2012-02-28
11,msft,2012-04-19,adverse adversely break catastrophic challenge challenges claims closure cut cyberattack deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful downward erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility preliminary risk risks uncertain uncertainties,able alliance alliances benefit exceptional exciting favorable gain gains good improve improvement satisfy strength strong win,2012-04-20,2012-04-22,2012-04-26
12,msft,2012-05-03,against arrears break cut defend harm ill late lie loss losses miss plea pleas resign resigned sue sued,approximate approximately may,able creative delight delighted effective gain gains satisfy strong win,2012-05-04,2012-05-06,2012-05-10
13,msft,2012-06-18,absence against break closed closure concern conflict contested contrary cut decline destruction deter disclose disclosed disregard disregarded erred fail failed failing failure fined force forego ill inability inadvertent interfere invalid invalidate lack late lie limitation limitations lose loss lying miss objecting opposing poses posing postpone postponement prejudice question refuse reparation resign resignation revocation revoke revoked sue sued termination unable,appear appears assume assumed could depend dependence dependent differ may possible sometime sometimes suggest,able accomplish accomplished beneficial beneficially benefit confident desired effective exclusive favoring gain gains good great greater opportunity satisfy success win,2012-06-19,2012-06-21,2012-06-25
14,msft,2012-07-02,break cut deter easing ill impair impairment late lie miss plea pleas sue sued taint,anticipate anticipated approximate approximately assumption assumptions could differ may risk risks uncertain uncertainties,able good improving profitability satisfy win,2012-07-03,2012-07-05,2012-07-09
15,msft,2012-07-19,adverse adversely break catastrophic claims closed closure critical cut decline declined defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful erred fail fails firing harm ill impair impairment impairments improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks roughly uncertain uncertainties,able alliance alliances benefit better collaboration easier effective enable excited exciting favorable gain gains good great improving innovation leadership opportunities opportunity profitability satisfy strength strong superior tremendous win,2012-07-20,2012-07-22,2012-07-26
16,msft,2012-09-18,break cut ill lie miss plea pleas sue sued,may,able effective insightful pleasure satisfy strong win,2012-09-19,2012-09-21,2012-09-25
17,msft,2012-10-09,break critical cut ill lie miss plea pleas sue sued,depend dependent may,exciting opportunities satisfy win,2012-10-10,2012-10-12,2012-10-16
18,msft,2012-10-18,adverse adversely break catastrophic claims closure conciliation conciliations cut decline declined defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit slow slowdown sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better enable enabled exceptional excited favorable gain gains good incredibly opportunity satisfy superior tremendous win,2012-10-19,2012-10-21,2012-10-25
19,msft,2012-11-02,break closed closure closures cut disclose disclosed ill lie lose loss losses miss poses quit restate,,gain gains satisfy win,2012-11-03,2012-11-05,2012-11-09
20,msft,2012-11-07,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate,appear appeared assume assumed assumes assuming assumption assumptions believe conditional depend dependent differ differing may pending possible preliminary,able benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy success win,2012-11-08,2012-11-10,2012-11-14
21,msft,2012-11-16,break cut ill lie miss resign resigned,,satisfy win,2012-11-17,2012-11-19,2012-11-23
22,msft,2012-11-29,break cut ill lie miss reject rejected,depend dependent,gain gains satisfy win,2012-11-30,2012-12-02,2012-12-06
23,msft,2013-01-24,adverse adversely break catastrophic claims closure conciliation conciliations cut defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful easing erred fail fails fined harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better creativity enable enabled enthusiasm excitement favorable gain gains good opportunity satisfy strong superior unparalleled win,2013-01-25,2013-01-27,2013-01-31
24,msft,2013-04-18,absence against allege alleged argument arguments breach breaches break burden claims coercion complain complaint complaints concern concerns conflict conflicts contend contending cut damage damages dismiss dismissal disparage disparagement dispute disputes duress enjoin enjoining force forced forego forfeit forfeiture ill injury interfere investigation investigations irreparable late lie limitation liquidate liquidated litigation miss omission omissions oppose poses prejudice prevents prosecuting prosecution purport purported purports question quit reparation resign resignation resigned revocation revoke sever subpoena sue terminate termination testify threat threaten threatened unable unpaid unreasonably wrong wrongdoing,anticipate anticipated appear believe could differ may tending unknown,able advances benefit confident effective gain gains honor honoring opportunities resolve satisfy success win,2013-04-19,2013-04-21,2013-04-25
25,msft,2013-04-18,adverse adversely break catastrophic claims closure conciliation conciliations cut deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful downward easing erred fail fined harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sever sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may nearly possibility preliminary risk risks uncertain uncertainties,able alliance alliances benefit best better enhancing favorable gain gains good great incredibly leadership opportunities optimistic pleasure profitable satisfy strong success superior win,2013-04-19,2013-04-21,2013-04-25
26,msft,2013-05-01,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations lag late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate voided,appear appeared appearing appears assume assumed assumes assuming assumption assumptions believe conditional depend dependent differ differing may might pending possible preliminary probability varied,able beneficial benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy stabilization stabilizing success win,2013-05-02,2013-05-04,2013-05-08
27,msft,2013-05-13,break cut lie miss,,leading satisfy win,2013-05-14,2013-05-16,2013-05-20
28,msft,2013-05-20,break closing cut deter ill lie losing miss sue sued,,satisfy win,2013-05-21,2013-05-23,2013-05-27
29,msft,2013-07-03,against break claims closure cut deter disparage ill late lie litigation lying miss omission omissions resign resignation terminate,,confident encouraging gain gains satisfy win,2013-07-04,2013-07-06,2013-07-10
30,msft,2013-07-11,break cut ill lie miss resign resigned,,satisfy win,2013-07-12,2013-07-14,2013-07-18
31,msft,2013-07-18,adverse adversely against break catastrophic challenge challenged challenging claims closure concern concerns conciliation conciliations cut decline declined declines defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful downward easing erred fail fined harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss negative outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized undelivered unfavorable vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may nearly possibility risk risks uncertain uncertainties,able advantage alliance alliances benefit better effective empower enable enabled favorable gain gains good improve improved improvement improvements invent inventor leadership opportunities profitable progress satisfy strength strong success superior win,2013-07-19,2013-07-21,2013-07-25
32,msft,2013-08-23,break closure cut ill lie lose miss plea pleas,assume assumes depend dependent may,effective empower empowers great leadership leading perfect satisfy success successful win,2013-08-24,2013-08-26,2013-08-30
33,msft,2013-08-30,against breach breaches break cease ceases closed closure concern contested contrary controversy critical cut damage damages decline defeat delay delist delisted deny disclose disclosed disparage disparaged disparages dispose dispute disqualification dissolution doubt erred fail fails failure fined force forego frustrate harm ill illegal illegality impede inconsistent injunction injunctions irreparable knowingly late lie limitation liquidation lose lying miss opposition pled poses postpone postponement postponements preclude quit reject reparation resign resignation sever standstill sue sued sues terminate terminated terminates termination,ambiguities approximate approximately depend dependence dependent doubt may,able adequately beneficial beneficially benefit confident effective enhancing enjoy enjoyed exclusive exclusively gain gains good opportunity satisfies satisfy satisfying tremendous valuable win,2013-08-31,2013-09-02,2013-09-06
34,msft,2013-09-03,adverse against break closed closing critical cut delay delays deter disrupt disruption dissatisfaction divert diverting divest divested downward easing erred expose exposed force forego ill impair impairment impairments inability incorrect late lie limitation limitations lose losing lying miss negative plea pleas restructuring strain sue sued taint termination unanticipated unpredictable,almost anticipate anticipated approximate approximately assumption assumptions believe conditional could differ may predict prediction predictions revise risk risks uncertain uncertainties unknown unpredictable,able achieve benefit best effective efficiencies efficient encouraged excited favorable gain gains great honor honored incredible innovation invent invention leadership leading opportunities opportunity satisfaction satisfy smooth smoothly strength strengthen succeed success successful win winning,2013-09-04,2013-09-06,2013-09-10
35,msft,2013-09-20,break closure cut ill late lie miss poses quit restate restatement sue sued,differ,able efficiency enable great greater innovate satisfy win,2013-09-21,2013-09-23,2013-09-27
36,msft,2013-09-23,adverse adversely against alienation breach break cease ceases claiming closing concern conflict conflicts contrary critical cut damage damages defer deter discontinue discontinued dispose divest divestiture divestitures doubt erred fail fails fined force forced forego forfeit forfeiture ill illegal illegality impair impaired invalid invalidity late lie litigation lose losing loss losses lying misconduct miss negative pled poses question questions quit refuse restructuring sue sued suing suspend suspended taint terminate terminated terminates termination unfunded violation warn warning,assume contingent could depend dependent doubt may might predict predicted revise revised unknown unusual,able achieve advances attain attaining attainment benefit effective empower empowered enhancing exceptional exclusive gain gains great greater innovation innovations positive satisfaction satisfactory satisfied satisfies satisfy success win,2013-09-24,2013-09-26,2013-09-30
37,msft,2013-09-26,adverse break bribe bribery claims convict conviction counterfeit counterfeiting cut defer delay delayed deter disparage disparagement disregard disregarding doubt embezzle embezzlement erred fail failure false felony forgery fraud guilty harass harassment ill late lie limitation litigation lying misconduct misdemeanor mislead misleading miss omission omissions overage plea poses revoke sever terminate terminated terminates termination terminations unlawful violation violations wrong wrongful,depend dependent doubt may,able achieving benefit conclusive confident constructive effective leadership leading opportunity satisfy win,2013-09-27,2013-09-29,2013-10-03
38,msft,2013-09-26,against break closure closures cut ill late lie miss poses taint,assumption assumptions could differ may predict prediction predictions risk risks uncertain uncertainties,able efficiency enable gain gains great greater innovate progress satisfy win,2013-09-27,2013-09-29,2013-10-03
39,msft,2013-10-24,adverse break catastrophic claims closure cut decline declined defer delay delays dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better efficiency enable excitement gain gains good improve improving innovation profitable progress progressing satisfy strong superior win,2013-10-25,2013-10-27,2013-10-31
40,msft,2013-11-20,break cut ill lie miss,depend dependent,gain gains satisfy win,2013-11-21,2013-11-23,2013-11-27
41,msft,2013-11-26,abuse abused adverse against allege alleged allegedly alleges alleging antitrust argument arguments breach breached break burden burdened cancel canceled cancelled cease challenge challenges claims closed closing closings closure closures collapse complain complaint complaints conciliation counterclaim counterclaimed counterclaims critical cut damage damages decline declined default defend defer deficiencies deficiency deficit denied depletion deprecation deter disclose disclosed discontinue discontinued dismiss dismissal dismissals dismissed dispute disputes distort divest divestiture divestitures doubt doubtful easing enjoin enjoined erred expose exposed fail failed failure failures false fault fined fines force forced forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments impracticable ineffective ineffectiveness infringe infringed infringement infringing injunction injunctions invalid invalidate investigation investigations lack lacking lag lapse lapsed lapses late lie limitation limitations liquidation litigation lose losing loss losses lying miss missed misstate misstatement mistrial negative negatively noncompliance obsolescence overage overcharge overpayment penalties penalty plaintiff plaintiffs poses posing preventing quit reject rejected reparation repudiate repudiated restate restatement revoke revoked sacrifice sacrifices sever slow slower strain straining sue sued sues suspend suspended taint terminate terminated terminates terminating termination terminations threat threaten threatened trouble troubled unable uncollectible underpayment unemployment unfair unfavorable unpaid unqualified unresolved unsold verdict violate violated violates violation,anticipate anticipation apparent apparently appear appearing appears approximate approximately assume assumed assuming assumption assumptions believe believes contingencies contingency contingent contingently could depend dependent depending depends differ doubt doubtful exposure exposures hidden intangible likelihood may might nearly pending possibility possible preliminary probability probable revise revised risk risks sometime sometimes tending uncertain uncertainties uncertainty unobservable unspecified unusual variability variable variation varies vary varying volatilities,able achieve achieved achievement achieving advances advantage advantages alliance beneficial benefit benefited best better collaboration collaborative desired distinction easy effective efficiency efficient efficiently empower enable enhance enhancement enhancements enhancing exclusive favorable favorably gain gained gains good great greater highest improve improved improvement improvements improving innovation invent inventor leadership leading opportunities opportunity positive resolve satisfaction satisfied satisfy satisfying solving strong succeed succeeding success superior surpass surpassed win,2013-11-27,2013-11-29,2013-12-03
42,msft,2013-12-06,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending delay deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas pled poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate voided,appear appeared appearing appears assume assumed assumes assuming assumption assumptions believe conditional conditionally depend dependent differ differing may might pending possible preliminary probability varied,able beneficial benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy stabilization stabilizing succeed succeeding success win,2013-12-07,2013-12-09,2013-12-13
43,msft,2014-01-23,adverse break catastrophic claims closure cut decline declined defer delay delays dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined harm ill impair impairment infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better enhance enhancement enhancements gain gains good great profitable progress satisfy strength strong superior win,2014-01-24,2014-01-26,2014-01-30
44,msft,2014-02-04,against break closed cut default deter disclose disclosed doubt fault fined forego ill lie litigation lose miss plea pleas quit seize sever terminate terminated terminates termination,assume assumes could depend dependent doubt may revise,able benefit best better effective exclusive gain gains great greatness honor honored innovation innovative leadership opportunity outperform outperformed pleased revolutionize revolutionized satisfaction satisfy strong stronger success win,2014-02-05,2014-02-07,2014-02-11
45,msft,2014-03-12,against break closed cut defend disclose disclosed harm ill lie lose loss losses miss plea pleas quit sue sued,depend dependent may,able effective gain gains honor honored opportunity satisfy tremendous valuable win,2014-03-13,2014-03-15,2014-03-19
46,msft,2014-03-20,break cut ill lie miss plea pleas resign resigned,depend dependent may,able collaboration effective excellent invent invention leadership leading pleasure satisfy strong success win,2014-03-21,2014-03-23,2014-03-27
47,msft,2014-04-24,adverse break catastrophic claims closure cut defer delay delays dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined harm ill impair impairment infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized violation vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may nearly possibility risk risks uncertain uncertainties,able alliance alliances attractive benefit better enhance enhancement enhancements gain gains good innovative opportunities profitable progress satisfy strength strong superior win,2014-04-25,2014-04-27,2014-05-01
48,msft,2014-07-17,break cut ill late lie miss plea pleas restructuring sever sue sued taint,anticipate approximate approximately assumption assumptions believe could differ may revise risk risks uncertain uncertainties,benefit opportunity satisfy win,2014-07-18,2014-07-20,2014-07-24
49,msft,2014-07-22,adverse break catastrophic claims closure conciliation corrupt corruption cut decline default defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fault fined force harm ill impair impairment infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit rationalize restructuring sever sue sued taint tense terminate terminated termination unanticipated unauthorized violation vulnerabilities,anticipate anticipated approximate approximately assumption assumptions believe contingencies could differ doubt doubtful exposure intangible may nearly possibility risk risks uncertain uncertainties,able alliance alliances benefit better effective efficiencies enable enabled encouraged enhance enhancement enhancements excited exclusive exclusively gain gains good improve innovation invent inventor opportunities outperform outperformed profitable progress satisfy strong superior tremendous win,2014-07-23,2014-07-25,2014-07-29
50,msft,2014-07-31,against break closed cut defend disclose disclosed easing harm ill late lie lose loss losses miss plea pleas quit sue sued,may,able delight delighted effective excited gain gains happy innovator leadership opportunities opportunity satisfy valuable win,2014-08-01,2014-08-03,2014-08-07
51,msft,2014-08-19,break cut lie miss resign resigned,,effective satisfy win,2014-08-20,2014-08-22,2014-08-26
52,msft,2014-09-17,against break closed cut defend disclose disclosed harm ill lie lose loss losses miss plea pleas quit sue sued,almost may nearly,able effective exceptional excited gain gains great leadership satisfy strength strengthen valuable win,2014-09-18,2014-09-20,2014-09-24
53,msft,2014-10-23,adverse break catastrophic claims closure corrupt corruption cut decline declined dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail harm ill impair impairment infringe infringed late lie litigation lose loss losses miss negative outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense termination unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better efficiencies empower gain gains good great innovating invent inventing opportunities positive profitable progress satisfy strong win,2014-10-24,2014-10-26,2014-10-30
54,msft,2014-12-04,break cut ill lie miss reject rejected,depend dependent,gain gains satisfy win,2014-12-05,2014-12-07,2014-12-11
55,msft,2015-01-26,adverse against break catastrophic claims closure corrupt corruption cut decline declined declines declining dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail harm ill impair impairment infringe infringed late lie litigation lose loss losses miss negative outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense termination unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks tending uncertain uncertainties,able alliance alliances benefit better enthusiasm excellence gain gains good leadership opportunities profitable satisfy strong win,2015-01-27,2015-01-29,2015-02-02
56,msft,2015-02-12,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate,appear appeared appearing appears assume assumed assumes assuming assumption assumptions believe conditional depend dependent differ differing may pending possible preliminary,able benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy success win,2015-02-13,2015-02-15,2015-02-19
57,msft,2015-04-23,adverse break catastrophic claims closure conciliation corrupt corruption cut decline declined declines declining dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail harm ill impair impairment infringe infringed late lie litigation lose loss losses lying miss negative outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense termination unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may possibility risk risks uncertain uncertainties,able achieve alliance alliances benefit better empower empowering excited gain gains good incredible invent inventor positive profitable satisfy strength strengthen strengthening strong superior win,2015-04-24,2015-04-26,2015-04-30
58,msft,2015-07-08,break closure cut ill impair impairment late lie miss plea pleas poses restructure restructuring sue sued taint,anticipate approximate approximately assumption assumptions believe could differ may revise risk risks uncertain uncertainties,able achieve better effective empower enable good invent inventing invention leadership leading opportunity satisfy vibrant win,2015-07-09,2015-07-11,2015-07-15
59,msft,2015-07-21,adverse against break catastrophic claims closure conciliation corrupt corruption cut decline declined declines declining dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined harm ill impair impairment impairments infringe infringed late lie litigation lose loss losses lying miss negative negatively outage outages overcoming plea pleas poses problem problems quit restructuring sue sued taint tense termination unanticipated unauthorized unfavorable vulnerabilities,almost anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may nearly possibility risk risks uncertain uncertainties,able achieve alliance alliances benefit benefitted better effective empower favorable gain gains good invent inventor leading opportunities opportunity profitable progress satisfy stable strength strengthen strengthening strong superior win,2015-07-22,2015-07-24,2015-07-28
60,msft,2015-08-07,absence against breach breaches break closed closing closure concern conflict contested contrary convict convicted criminal cut damage damages destruction deter disclose disclosed disclosing disregard disregarded erred fail failed failing failure fined force forego harm ill inability inadvertent ineligible interfere invalid invalidate lack late lie limitation limitations lose loses losing loss lying miss objecting omit opposing poses posing postpone postponement prejudice question recall recalled refuse reparation resign resignation revocation revoke revoked sue sued termination threat threaten threatened unable unavailable violate violation violations,appear appearing appears assume assumed believe believes clarification clarifications could depend dependence dependent differ may pending possible risk sometime sometimes suggest variation variations,able accomplish accomplished beneficial beneficially benefit confident desired effective exclusive favoring gain gains good great greater opportunity satisfactory satisfies satisfy satisfying success win,2015-08-08,2015-08-10,2015-08-14
61,msft,2015-09-11,break cut lie miss,,satisfy win,2015-09-12,2015-09-14,2015-09-18
