,document_ref,company_name,filing_date,date_str,filing_type,neg_text,uncert_text,pos_text
10,0001193125-12-427207,MICROSOFT,20121018,2012-10-18,8-K,adverse adversely break catastrophic claims closure conciliation conciliations cut decline declined defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit slow slowdown sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better enable enabled exceptional excited favorable gain gains good incredibly opportunity satisfy superior tremendous win
11,0001193125-15-395460,MICROSOFT,20151204,2015-12-04,8-K,abuse against allegation allegations allege alleged antitrust barred breach breached break burden claims closure closures complain complaint complaints conceding concern concerns cut defend defendant defendants delay delays denied deny denying deter difficult difficulties dismiss dismissed dismissing disrupt disruption distract distraction doubt enjoin enjoined erred erring error fail failed failing fails failure fined force ill investigate investigation lack late lie limitation litigation lose lying miscommunication mismanage mismanagement miss missed objecting objection objections omission omissions oppose opposed opposition plaintiff plaintiffs plea plead pleading pleadings pleas poses prejudice prosecute prosecuting prosecution protracted purport question questions refuse refused relinquish relinquished sue sued sues suing suspect taint termination testify unjust violation violations wrong wrongdoing wrongful wrongfully,appear appearing approximate approximately believe believed could depend dependent differ doubt hidden may might pending possible preliminary risk uncertain uncertainty unknown,able beneficial benefit best desirable enhance enhancement enhancements exclusive gain gains good leading resolve satisfy strength strengthen success win
12,0001193125-17-247395,MICROSOFT,20170803,2017-08-03,8-K,break closure cut doubt doubtful erred fined ill late lie loss lying miss poses quit restate restructuring sue sued,contingencies depend depends doubt doubtful may revise revised vary,able effective satisfy win
13,0001193125-12-208858,MICROSOFT,20120503,2012-05-03,8-K,against arrears break cut defend harm ill late lie loss losses miss plea pleas resign resigned sue sued,approximate approximately may,able creative delight delighted effective gain gains satisfy strong win
14,0001193125-13-282853,MICROSOFT,20130703,2013-07-03,8-K,against break claims closure cut deter disparage ill late lie litigation lying miss omission omissions resign resignation terminate,,confident encouraging gain gains satisfy win
15,0001193125-18-337951,MICROSOFT,20181129,2018-11-29,8-K,break cut fined ill lie lying miss,depend dependent revise revised,able gain gains satisfy win
16,0001193125-18-221458,MICROSOFT,20180719,2018-07-19,8-K,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut cyberattack cyberattacks damage decline declined dispute disputes disrupt disruption disruptions doubt doubtful easing erred excessive fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss misuse outage outages plea pleas poses problem problems quit restate restated restructuring sever sue sued sues taint tense vulnerabilities,assumption assumptions believe contingencies could depend dependence differ doubt doubtful exposure fluctuation fluctuations intangible may possibility revise revised risk risks uncertain uncertainties,able achieve alliance alliances benefit better effective efficiencies empower enable enables favorable gain gains good improve improvement incredible innovation progress satisfy strength strengthen strengthening strong success superior surpass surpassing win
17,0001193125-15-258359,MICROSOFT,20150721,2015-07-21,8-K,adverse against break catastrophic claims closure conciliation corrupt corruption cut decline declined declines declining dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined harm ill impair impairment impairments infringe infringed late lie litigation lose loss losses lying miss negative negatively outage outages overcoming plea pleas poses problem problems quit restructuring sue sued taint tense termination unanticipated unauthorized unfavorable vulnerabilities,almost anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may nearly possibility risk risks uncertain uncertainties,able achieve alliance alliances benefit benefitted better effective empower favorable gain gains good invent inventor leading opportunities opportunity profitable progress satisfy stable strength strengthen strengthening strong superior win
18,0001193125-17-321202,MICROSOFT,20171026,2017-10-26,8-K,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut decline declines dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit restate restated sue sued taint tense vulnerabilities,assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may possibility revise revised risk risks uncertain uncertainties,able achieve alliance alliances better effective empower enable enables gain gains good innovation opportunities satisfy strong superior win
19,0001193125-13-372141,MICROSOFT,20130920,2013-09-20,8-K,break closure cut ill late lie miss poses quit restate restatement sue sued,differ,able efficiency enable great greater innovate satisfy win
20,0001193125-15-144132,MICROSOFT,20150423,2015-04-23,8-K,adverse break catastrophic claims closure conciliation corrupt corruption cut decline declined declines declining dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail harm ill impair impairment infringe infringed late lie litigation lose loss losses lying miss negative outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense termination unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may possibility risk risks uncertain uncertainties,able achieve alliance alliances benefit better empower empowering excited gain gains good incredible invent inventor positive profitable satisfy strength strengthen strengthening strong superior win
21,0001193125-14-094551,MICROSOFT,20140312,2014-03-12,8-K,against break closed cut defend disclose disclosed harm ill lie lose loss losses miss plea pleas quit sue sued,depend dependent may,able effective gain gains honor honored opportunity satisfy tremendous valuable win
22,0001193125-14-275529,MICROSOFT,20140722,2014-07-22,8-K,adverse break catastrophic claims closure conciliation corrupt corruption cut decline default defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fault fined force harm ill impair impairment infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit rationalize restructuring sever sue sued taint tense terminate terminated termination unanticipated unauthorized violation vulnerabilities,anticipate anticipated approximate approximately assumption assumptions believe contingencies could differ doubt doubtful exposure intangible may nearly possibility risk risks uncertain uncertainties,able alliance alliances benefit better effective efficiencies enable enabled encouraged enhance enhancement enhancements excited exclusive exclusively gain gains good improve innovation invent inventor opportunities outperform outperformed profitable progress satisfy strong superior tremendous win
23,0001193125-16-508738,MICROSOFT,20160317,2016-03-17,8-K,absence adverse adversely against assertions break cancel cancelled cease ceased conflict contrary criminal cut damage damages defend defendant defending deter disclose disinterested dispose dissolution erred fail failure fault fined force forego frivolous ill intentional invalid investigation late lie limitation limitations liquidation lose loss losses misconduct miss omission omissions penalty pled poses prosecuting question quit sue sued suing termination threat threaten threatened unpaid unreasonably violating violation,assume could depend dependent differ may pending possible presume presumed presumption vary,able advancement benefit effective exclusive exclusivity gain gains good opportunity satisfaction satisfactory satisfy success successful win
24,0001193125-13-379566,MICROSOFT,20130926,2013-09-26,8-K,against break closure closures cut ill late lie miss poses taint,assumption assumptions could differ may predict prediction predictions risk risks uncertain uncertainties,able efficiency enable gain gains great greater innovate progress satisfy win
25,0001193125-15-350712,MICROSOFT,20151022,2015-10-22,8-K,adverse break catastrophic claims closure conciliation corrupt corruption cut decline declined defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined harm ill impair impairment infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense unanticipated unauthorized vulnerabilities,almost anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may nearly possibility risk risks uncertain uncertainties,able achieve alliance alliances benefit benefiting best better empower excitement gain gains good great improve innovation leading pleased profitable progress satisfy strong superior win
26,0001193125-11-276018,MICROSOFT,20111020,2011-10-20,8-K,adverse adversely break catastrophic challenge challenges claims closure cut cyberattack deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful easing erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may nearly possibility risk risks uncertain uncertainties,able alliance alliances benefit excited favorable gain gains good great impress impressive satisfy strong win
27,0001193125-17-019726,MICROSOFT,20170126,2017-01-26,8-K,adverse against break bridge catastrophic claims closure conciliation confusion corrupt corruption cut decline declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions believe confusion contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may possibility risk risks uncertain uncertainties,able achieve advancement advancements alliance alliances better empower gain gains good great greater leading opportunity pleased profitable satisfy strong superior win
28,0001193125-16-643151,MICROSOFT,20160707,2016-07-07,8-K,break cut lie miss resign resigning,,satisfy win
29,0001193125-12-456267,MICROSOFT,20121107,2012-11-07,8-K,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate,appear appeared assume assumed assumes assuming assumption assumptions believe conditional depend dependent differ differing may pending possible preliminary,able benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy success win
30,0001193125-13-022190,MICROSOFT,20130124,2013-01-24,8-K,adverse adversely break catastrophic claims closure conciliation conciliations cut defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful easing erred fail fails fined harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks uncertain uncertainties,able alliance alliances benefit better creativity enable enabled enthusiasm excitement favorable gain gains good opportunity satisfy strong superior unparalleled win
31,0001193125-13-354733,MICROSOFT,20130903,2013-09-03,8-K,adverse against break closed closing critical cut delay delays deter disrupt disruption dissatisfaction divert diverting divest divested downward easing erred expose exposed force forego ill impair impairment impairments inability incorrect late lie limitation limitations lose losing lying miss negative plea pleas restructuring strain sue sued taint termination unanticipated unpredictable,almost anticipate anticipated approximate approximately assumption assumptions believe conditional could differ may predict prediction predictions revise risk risks uncertain uncertainties unknown unpredictable,able achieve benefit best effective efficiencies efficient encouraged excited favorable gain gains great honor honored incredible innovation invent invention leadership leading opportunities opportunity satisfaction satisfy smooth smoothly strength strengthen succeed success successful win winning
32,0001193125-13-294305,MICROSOFT,20130718,2013-07-18,8-K,adverse adversely against break catastrophic challenge challenged challenging claims closure concern concerns conciliation conciliations cut decline declined declines defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful downward easing erred fail fined harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss negative outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized undelivered unfavorable vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may nearly possibility risk risks uncertain uncertainties,able advantage alliance alliances benefit better effective empower enable enabled favorable gain gains good improve improved improvement improvements invent inventor leadership opportunities profitable progress satisfy strength strong success superior win
33,0001193125-11-015944,MICROSOFT,20110127,2011-01-27,8-K,adverse adversely break catastrophic challenge challenges claims closure conciliation cut cyberattack defer deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may pending possibility risk risks uncertain uncertainties,able attractive benefit better boost boosted enthusiastic favorable gain gains good satisfy strong success superior win
34,0001193125-17-142963,MICROSOFT,20170427,2017-04-27,8-K,adverse against break bridge catastrophic claims closure conciliation confusion corrupt corruption cut decline declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions believe confusion contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may possibility revise revised risk risks uncertain uncertainties,able achieve alliance alliances better empower gain gains good leading profitable satisfy superior win
35,0001193125-16-782569,MICROSOFT,20161201,2016-12-01,8-K,absence adverse adversely against assertions break cancel cancelled cease ceased conflict contrary criminal cut damage damages defend defendant defending deter disclose disinterested dispose dissolution erred fail failure fault fined force forego frivolous ill intentional invalid investigation late lie limitation limitations liquidation lose loss losses misconduct miss omission omissions penalty pled poses prosecuting question quit reject rejected sue sued suing termination threat threaten threatened unpaid unreasonably violating violation,assume could depend dependent differ may pending possible presume presumed presumption vary,able advancement benefit effective exclusive exclusivity gain gains good opportunity satisfaction satisfactory satisfy success successful win
36,0001193125-12-418686,MICROSOFT,20121009,2012-10-09,8-K,break critical cut ill lie miss plea pleas sue sued,depend dependent may,exciting opportunities satisfy win
37,0001193125-14-108251,MICROSOFT,20140320,2014-03-20,8-K,break cut ill lie miss plea pleas resign resigned,depend dependent may,able collaboration effective excellent invent invention leadership leading pleasure satisfy strong success win
38,0001193125-16-550250,MICROSOFT,20160421,2016-04-21,8-K,adverse against break catastrophic claims closure conciliation corrupt corruption cut decline declined defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure fluctuation fluctuations intangible may nearly possibility risk risks uncertain uncertainties,able achieve alliance alliances benefit better effective empower gain gains good leading outperform outperforming profitable satisfy superior win
39,0001193125-16-601931,MICROSOFT,20160525,2016-05-25,8-K,break closure cut ill impair impairment late lie miss plea pleas poses restructuring sever sue sued taint,anticipate anticipates approximate approximately assumption assumptions believe could differ may revise risk risks uncertain uncertainties,achieve empower innovate leading opportunity satisfy win
40,0001193125-13-160968,MICROSOFT,20130418,2013-04-18,8-K,absence against allege alleged argument arguments breach breaches break burden claims coercion complain complaint complaints concern concerns conflict conflicts contend contending cut damage damages dismiss dismissal disparage disparagement dispute disputes duress enjoin enjoining force forced forego forfeit forfeiture ill injury interfere investigation investigations irreparable late lie limitation liquidate liquidated litigation miss omission omissions oppose poses prejudice prevents prosecuting prosecution purport purported purports question quit reparation resign resignation resigned revocation revoke sever subpoena sue terminate termination testify threat threaten threatened unable unpaid unreasonably wrong wrongdoing,anticipate anticipated appear believe could differ may tending unknown,able advances benefit confident effective gain gains honor honoring opportunities resolve satisfy success win
41,0001193125-13-448625,MICROSOFT,20131120,2013-11-20,8-K,break cut ill lie miss,depend dependent,gain gains satisfy win
42,0001193125-15-318450,MICROSOFT,20150911,2015-09-11,8-K,break cut lie miss,,satisfy win
43,0001193125-10-265243,MICROSOFT,20101119,2010-11-19,8-K,break cut ill inability lie miss reject rejected,depend dependent,gain gains satisfy win
44,0001193125-11-115162,MICROSOFT,20110428,2011-04-28,8-K,adverse adversely break catastrophic challenge challenges claims closure cut cyberattack deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful easing erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility preliminary risk risks uncertain uncertainties,able benefit despite favorable gain gains good innovation satisfy strength strong tremendous win
45,0001193125-12-170657,MICROSOFT,20120419,2012-04-19,8-K,adverse adversely break catastrophic challenge challenges claims closure cut cyberattack deficit delay delays disaster dispute disputes disrupt disrupting disruption disruptions doubt doubtful downward erred fail fails harm ill impair impairment improper infringe infringed late lie litigation lose loss losses miss outage outages plea pleas poses problem problems quit sue sued taint tense unanticipated unauthorized unfavorable vulnerabilities,anticipate anticipated approximate approximately assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility preliminary risk risks uncertain uncertainties,able alliance alliances benefit exceptional exciting favorable gain gains good improve improvement satisfy strength strong win
46,0001193125-13-226771,MICROSOFT,20130520,2013-05-20,8-K,break closing cut deter ill lie losing miss sue sued,,satisfy win
47,0001193125-15-363226,MICROSOFT,20151103,2015-11-03,8-K,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate,appear appeared appearing appears assume assumed assumes assuming assumption assumptions believe conditional depend dependent differ differing may pending possible preliminary,able benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy success win
48,0001193125-16-641678,MICROSOFT,20160705,2016-07-05,8-K,absence against breach breaches break closed closing closure concern conflict contested contrary convict convicted criminal cut damage damages decline destruction deter disclose disclosed disclosing disregard disregarded erred fail failed failing failure fined force forego harm ill inability inadvertent ineligible interfere invalid invalidate lack late lie limitation limitations lose loses losing loss lying miss objecting omit opposing poses posing postpone postponement prejudice question recall recalled refuse reparation resign resignation revocation revoke revoked sue sued termination threat threaten threatened unable unavailable violate violation violations,appear appearing appears assume assumed believe believes could depend dependence dependent differ may pending possible risk sometime sometimes suggest variation variations,able accomplish accomplished beneficial beneficially benefit confident desired effective exclusive favoring gain gains good great greater opportunity satisfactory satisfies satisfy satisfying success win
49,0001193125-14-343628,MICROSOFT,20140917,2014-09-17,8-K,against break closed cut defend disclose disclosed harm ill lie lose loss losses miss plea pleas quit sue sued,almost may nearly,able effective exceptional excited gain gains great leadership satisfy strength strengthen valuable win
50,0001193125-11-315709,MICROSOFT,20111117,2011-11-17,8-K,break cut ill inability lie miss reject rejected,depend dependent,gain gains satisfy win
51,0001193125-15-020342,MICROSOFT,20150126,2015-01-26,8-K,adverse against break catastrophic claims closure corrupt corruption cut decline declined declines declining dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail harm ill impair impairment infringe infringed late lie litigation lose loss losses miss negative outage outages plea pleas poses problem problems quit restructuring sever sue sued taint tense termination unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions contingencies could differ doubt doubtful exposure intangible may possibility risk risks tending uncertain uncertainties,able alliance alliances benefit better enthusiasm excellence gain gains good leadership opportunities profitable satisfy strong win
52,0001193125-14-433614,MICROSOFT,20141204,2014-12-04,8-K,break cut ill lie miss reject rejected,depend dependent,gain gains satisfy win
53,0001193125-16-742793,MICROSOFT,20161020,2016-10-20,8-K,adverse against break bridge catastrophic claims closing closure conciliation confusion corrupt corruption cut decline declined declines defer dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose losing loss losses lying miss outage outages plea pleas poses problem problems quit restate sever sue sued taint tense unanticipated unauthorized vulnerabilities,anticipate anticipated assumption assumptions believe clarification confusion contingencies could depend dependent differ doubt doubtful exposure fluctuation fluctuations intangible may possibility risk risks uncertain uncertainties uncertainty vary,able achieve alliance alliances better effective empower gain gains good innovate leading profitable satisfy superior win
54,0001193125-17-030734,MICROSOFT,20170203,2017-02-03,8-K,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate,appear appeared appearing appears assume assumed assumes assuming assumption assumptions believe conditional depend dependent differ differing may pending possible preliminary,able benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy success win
55,0001193125-13-464138,MICROSOFT,20131206,2013-12-06,8-K,adverse against allege alleged arrears bankrupt bankruptcy breach break calamity cease claims closure concern conflict contrary crisis culpability cut damage damages default defaulting defaults defend defending delay deter disapprove disapproved dispose downgrading erred fail failed failure fault faulted faults fined force forego fraud fraudulent guilty harm ill illegal illegality impair impracticable impractical inadvisable inappropriate incident inconsistent ineligible insolvency insufficient invalid invalidity investigating investigation investigations late lie limitation limitations lose losing loss losses lying mislead misleading misrepresent misrepresentation miss moratorium negative objection omission omissions omit omits omitted overdue plea plead pleaded pleas pled poses postpone preventing purport question questions quit reparation reparations sever solvency sue sued sues suspend suspending suspension terminate terminated termination threat threaten threatened threatening unavailable unpaid violate voided,appear appeared appearing appears assume assumed assumes assuming assumption assumptions believe conditional conditionally depend dependent differ differing may might pending possible preliminary probability varied,able beneficial benefit best conclusive effective enable exclusive gain gains good great greater highest leading opportunity satisfactory satisfy stabilization stabilizing succeed succeeding success win
56,0001193125-12-273856,MICROSOFT,20120618,2012-06-18,8-K,absence against break closed closure concern conflict contested contrary cut decline destruction deter disclose disclosed disregard disregarded erred fail failed failing failure fined force forego ill inability inadvertent interfere invalid invalidate lack late lie limitation limitations lose loss lying miss objecting opposing poses posing postpone postponement prejudice question refuse reparation resign resignation revocation revoke revoked sue sued termination unable,appear appears assume assumed could depend dependence dependent differ may possible sometime sometimes suggest,able accomplish accomplished beneficial beneficially benefit confident desired effective exclusive favoring gain gains good great greater opportunity satisfy success win
57,0001193125-18-027377,MICROSOFT,20180131,2018-01-31,8-K,abuse adverse against break catastrophic claims closure conciliation corrupt corruption cut dispute disputes disrupt disruption disruptions doubt doubtful easing erred fail fined fines harm ill impair impairment impede infringe infringed late lie litigation lose loss losses lying miss outage outages plea pleas poses problem problems quit restate restated sue sued taint tense vulnerabilities,assumption assumptions believe contingencies could depend dependence differ doubt doubtful exposure fluctuation fluctuations intangible may possibility revise revised risk risks uncertain uncertainties,able achieve alliance alliances better effective empower enable enables gain gains good satisfy strong superior win
