,ticker,date,neg_text,uncert_text,pos_text,an_count,an_buy,an_hold,an_sell,an_rating,delta_0_p,delta_1_p,delta_1_0,delta_3_np,delta_7_np,delta_3_n0,delta_7_n0,an_d_p,an_d_0,period
10,adbe,2009-09-15,accident adverse adversely against allegation allegations allege alleged alleging antitrust arrearage arrearages assertions bankrupt bankruptcy boycott breach breached breaches break calamity cancel cancellation cancelled cease challenge challenged challenging claiming claims closed closing closure closures collapse complain complaint complaints concern concerns conflict conflicts contested contrary correction corrections crime critical cut damage damages danger deceptive decline default defaults defect defects defend defer deficiencies deficiency delay delayed destroy destroyed destruction deter disagree disagreement disaster disclose disclosed disclosing dismiss dismissed dispose disproportion disproportionate dispute disputes disregard disregarded dissolution disturb disturbed divest divestiture doubt easing embargo encumber encumbered encumbrance encumbrances enjoin enjoining erred erring error exculpation exploit fail failed failing fails failure false fault faults fined fines force forced forego forfeit forfeiture fraud harm ill illegal illegality impair impairment impede impediment imperfection imperfections improper inaccuracies inaccurate incident inconsistent inconvenient infringe infringement infringes injunction injunctions inquiry insolvency insufficient interfere interference invalid invalidity investigation investigations irreparable knowingly lack lapse late laundering lie limitation limitations liquidation litigation lockout lose losing loss losses lost lying misappropriate misappropriates misappropriation misconduct mislead misleading misrepresent misrepresentation miss missed monopolization moratorium noncompliance nondisclosure objecting objection objections omission omissions omit oppose opposed opposition overage penalties persist persistent plea plead pled poses posing preclude preventing prosecute prosecuted purport purported quit redact redacted refusal reparation resign resignation resignations resigned restate restated sabotage sever solvency standstill stolen strain straining sue sued sues suffer terminate terminated terminates terminating termination terminations threat threaten threatened unauthorized unemployment unfair unlawful unreasonably violate violated violates violation violations weak weakness weaknesses willfully worse worsen worsening,apparent appear approximate approximately assume assumed assuming assumption assumptions believe believes conditional conditionally contingent contingently could depend dependent differ doubt exposure intangible likelihood may nonassessable pending possibility possible predict prediction predictions preliminary reexamination risk risks suggest suggested tending variance variances variant,able achieve advantage assure beneficial beneficially benefit best better confident desirable effective efficiency efficient enable enables enabling enhance enhancement enhancements enjoy exclusive exclusivity favorable favored gain gaining gains good great greater honor improve improves innovation integrity invent invention leading opportunity perfect perfected progress resolve revolutionize revolutionizes satisfaction satisfactory satisfied satisfy succeed succeeding success win,24.0,12.0,11.0,1.0,3.917,1,0,0,1,1,1,1,1,1,0.0
11,adbe,2009-09-15,adverse break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer deter deterioration difficult difficulty disclose dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss plea pleas poses quit restructuring sue sued taint termination terminations unauthorized,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting revise revised risk risks suggest uncertain uncertainties,able achieve achieved benefit better effective encouraged gain gains good great greater opportunities pleased profitability revolutionize revolutionizes satisfy success successful successfully transparency win,24.0,12.0,11.0,1.0,3.917,1,0,0,0,1,0,0,1,0,9.0
12,adbe,2009-09-24,break closing collapse cut default fault ill lack lapse lie losing miss negative poses terminate unpaid,may,able satisfy win,25.0,11.0,13.0,1.0,3.8,0,0,0,1,1,1,1,0,0,32.0
13,adbe,2009-10-26,break cancel cancelled cease ceased collapse cut forego ill lack lapse late lie miss purport quit sue sued terminate,approximate approximately,able accomplish satisfy success successful win,24.0,12.0,11.0,1.0,3.917,0,0,0,1,1,1,1,0,0,15.0
14,adbe,2009-11-10,break collapse cut force ill lack lapse late lie miss restructuring sever,approximate approximately assume assumed,able satisfy win,24.0,14.0,9.0,1.0,4.083,1,0,0,0,0,0,1,0,0,35.0
15,adbe,2009-12-15,adverse breach breaches break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful downturn erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses malicious miss poses quit restructuring sever sue sued taint termination terminations unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged enhance enhancement enhancements gain gains good great greater improve improvement improves opportunities profitability revolutionize revolutionizes satisfy success successful successfully transparency win,25.0,14.0,10.0,1.0,4.0,1,1,1,0,0,0,0,0,0,20.0
16,adbe,2010-01-04,adverse against bad break cancel cancellation cancellations cancelled cancels closed closing closure closures collapse conciliation cut damage default defer deficit deter disclose disclosed doubt doubtful erred expose exposed fail failed fails fault fined fines force forfeit forfeited forfeiture forfeitures ill impair impaired impairment impairments incomplete infringe interrupt interruption lack lapse lapses late lie limitation limitations liquidate liquidated liquidation litigation lose losing loss losses lying miss misstate misstatement penalties poses preclude prevents quit reparation restructuring sever standstill sue sued sues taint terminate terminated terminates termination terminations threat threaten threatened undelivered unfavorable unpaid unpredictable volatility vulnerable,anticipate anticipated anticipates approximate approximated approximately approximates assume assumed assuming assumption assumptions believe believes contingencies could depend dependent depending differ doubt doubtful exposure fluctuation fluctuations intangible intangibles likelihood may pending predict preliminary probable reassess risk risks uncertain uncertainties uncertainty unobservable unpredictable variable volatilities volatility,able achieve achieved achievement achieves achieving assure assured benefit effective enhance favorable gain gains good great greater greatest highest improve improvement improvements leading loyal satisfy success successful win,26.0,14.0,12.0,0.0,4.038,1,1,1,0,0,0,0,0,0,22.0
17,adbe,2010-01-26,adverse adversely arrears bankrupt bankruptcy breach breached break cease ceases collapse conflict contrary cut default defaults defect deter dissolution downgrade erred fail fails fault faults fined force forego ill inconsistency inconsistent insolvency investigation lack lapse late lie limitation limitations liquidation lose miss omission overdue poses quit sever solvency sue sued sues unpaid,ambiguity appear appears assuming may pending possible preliminary,able beneficial better enable exclusive great greater highest satisfaction satisfy success win,26.0,14.0,12.0,0.0,4.038,0,0,0,1,1,0,1,0,0,3.0
18,adbe,2010-01-29,absence adverse adversely against breach break cancel canceled closure collapse conflict cut damage damages defer delay delayed deter diminution dispute disputes disregard disregarding downward erred fail fails failure fined force forego forfeit ill impair impairment inability incomplete interfere invalid lack lapse late lie limitation limitations lying miss poses purport quit refusal refuse refusing resign resignation restructuring revoke revoked sever sue sued suspend suspended taint terminate terminated terminates termination terminations unfunded violation,ambiguous approximate approximately clarification contingent could differ intangible intangibles may might predict predicted revise revised unknown,able achieve achieved achievement achieves achieving attain attained attainment benefit conclusive desirable effective enhance exclusive gain gains good opportunity reward satisfaction satisfactory satisfied satisfy success win,27.0,15.0,12.0,0.0,4.074,0,0,1,1,1,1,1,0,0,53.0
19,adbe,2010-03-23,adverse breach breaches break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful downturn erred fail failure ill impair impairment inability incomplete infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better creative effective enabling encouraged enhance enhancement enhancements gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strength strong success successful successfully transparency win,28.0,20.0,8.0,0.0,4.393,1,1,1,0,0,0,0,0,0,28.0
20,adbe,2010-04-20,absence adverse adversely against alienation bad break cancel canceled cancellation cease ceases ceasing closing collapse concern contrary cut decline defect defend defer delay delayed deter dispose dissolution divest divested divestiture easing encumbrance erred fail failure fined forego forfeit forfeited forfeiture ill inability inconsistency inconsistent intentional interfere interrupt interruption involuntary lack lapse lapsed lapsing late lie limitation limitations liquidate liquidated liquidation losing loss losses lying misconduct miss negative negligence omission penalty pled poses preclude purport purported question questions quit restate restated restructuring sever sue sued suing terminate terminated terminates termination terminations unfunded violate violation,anticipate anticipated anticipation apparent assume assumed assuming assumption contingent could depend dependent differ may might revise revised tending uncertain unusual variant vary,able achieve achieved attain attained attainment beneficial benefit conclusive desirable effective exclusive gain gains good great greater improve improvement opportunity positive profitability reward satisfaction satisfied satisfy success win,28.0,20.0,8.0,0.0,4.393,1,1,0,0,0,0,0,0,0,63.0
21,adbe,2010-06-22,adverse breach breaches break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful downturn erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective encouraged enhance enhancement enhancements gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win,28.0,20.0,8.0,0.0,4.393,0,0,0,1,1,1,1,0,0,91.0
22,adbe,2010-09-21,adverse breach breaches break cancel cancellation catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective enabling encouraged enhance enhancement enhancements gain gains good great greater opportunities profitability revolutionize revolutionizes satisfy strong success successful successfully transparency win,28.0,20.0,8.0,0.0,4.357,0,0,0,1,1,1,1,0,0,90.0
23,adbe,2010-12-20,absence adverse adversely breach breaches break cancel canceled cancellation catastrophic cease ceased ceases ceasing closing closure collapse concern conciliation conflict convict conviction cut damage damages deceased decline declines defer delay delayed delays deter deterioration difficult difficulty diminution dishonest dishonesty dispose dispute disputes disregard disregarding disrupt disruption doubt doubtful easing erred fail fails failure felony fined force forego forfeit forfeiture fraud ill impair impairment impermissible improper inability incomplete inconsistent infringe interfere interrupt interruption interruptions lack lapse late lie limitation limitations litigating litigation lose losing loss losses lying malfeasance miss pled poses preclude question questions quit refusal refuse refusing resign resignation restructuring revoke revoked sever sue sued suspend suspended taint terminate terminated terminates termination terminations unable unauthorized unfunded violation vulnerabilities,ambiguous anticipate anticipated apparent approximate approximately assume assumed believe believes clarification could differ doubt doubtful fluctuation fluctuations intangible intangibles may might possible predict predicted revise revised risk risks suggest uncertain uncertainties uncertainty unknown,able achieve achieved achievement attain attained benefit better conclusive confident desirable effective empower empowered encouraged enhance enhancement enhancements exclusive favorable gain gains good great greater greatest opportunities opportunity profitability satisfaction satisfactory satisfied satisfy strong success successful successfully transparency win,29.0,13.0,16.0,0.0,3.8280000000000003,1,1,1,1,1,1,1,0,0,30.0
24,adbe,2011-01-19,break collapse cut disagree disagreement ill lack lapse lie miss,,able satisfy win,27.0,12.0,15.0,0.0,3.852,0,0,0,0,1,0,0,0,0,9.0
25,adbe,2011-01-28,absence against break closure collapse contrary cut defect defer deter discontinuation discontinue discontinued disregard disregarded disregarding divest divested divestiture divestitures downward easing erred fail fails fined force forego forfeit ill incomplete inconsistency inconsistent jeopardize lack lapse late lie limitation limitations liquidation loss losses lying miss negative omit omitted poses purport quit restructuring sever suspend suspension terminate terminates termination,alteration anticipation approximate approximately assume contingent depend depending differ intangible intangibles may pending possible uncertain unusual,able achieve achieved achievement achieves achieving attain attained attainment benefit best conclusive desirable enhance exclusive gain gains great greater improve improvement reward satisfaction satisfied satisfy success win,26.0,10.0,16.0,0.0,3.7310000000000003,0,0,1,0,0,0,0,0,0,53.0
26,adbe,2011-03-22,adverse breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might pending predict predicting risk risks roughly suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective enabling encouraged enhance enhancement enhancements gain gains good great greater profitability satisfy success successful successfully transparency win,26.0,12.0,14.0,0.0,3.885,1,0,0,1,1,1,0,0,0,35.0
27,adbe,2011-04-26,absence adverse adversely against allege alleged bad breach break burden cancel canceled cease ceased ceasing claiming closed closing closure collapse concern conflict contrary corrected criminal cut damage damages defect defective defend defer delay delayed denied destroy destroyed deter disclose disclosed discrepancy disinterested dispose disqualification disqualified disregard disregarded disregarding dissolution doubt easing erred error fail fails failure fined fines force forego fraud ill improper inability incident intentional interfere invalid invalidate invalidated investigation lack lapse late lie limitation limitations liquidation lose losing loss lost lying misconduct miss mistake negligence objecting omission omissions oppose opposed plea pleas pled poses posing postpone postponement preclude prejudice prosecuting prosecution question questions quit reparation resign resignation resignations resigned resigning restate restated revocation sever stolen sue sued suing terminate terminated termination terminations threat threaten threatened undeliverable unlawful violation,anticipate anticipated apparent appear appears approximate approximately assume assumed believe believed contingencies could depend dependence dependent differ doubt may might pending presumption risk tending undesignated,able advancement advances beneficial beneficially benefit best conclusive conducive confident desired effective empower empowered enjoy exclusive exclusively gain gains good great greater impress impressed loyal opportunity pleasure resolve satisfaction satisfy satisfying success successful superior valuable win,26.0,12.0,13.0,1.0,3.8080000000000003,0,1,1,0,0,0,0,0,0,56.0
28,adbe,2011-06-21,adverse against breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sever sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve achieved benefit better effective enabling encouraged enhance enhancement enhancements favorable gain gains good great greater opportunities profitability satisfy strong success successful successfully transparency win,25.0,12.0,12.0,1.0,3.84,1,0,0,0,0,0,0,0,0,58.0
29,adbe,2011-08-18,break collapse cut lapse lie miss resign resignation sue,,able effective opportunities satisfy win,27.0,12.0,12.0,3.0,3.63,0,0,0,1,0,1,0,0,0,33.0
30,adbe,2011-09-20,adverse breach breaches break catastrophic closure collapse conciliation cut decline declines defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption doubt doubtful erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie limitation limitations litigation lose loss losses miss poses quit restructuring sever sue sued taint termination unauthorized vulnerabilities,anticipate anticipated approximate approximately assume assumed believe believes could depend dependent differ doubt doubtful fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest uncertain uncertainties uncertainty,able achieve benefit better effective encouraged enhance enhancement enhancements favorable gain gains good great greater opportunities profitability satisfy strong success successful successfully transparency win,27.0,12.0,12.0,3.0,3.667,0,0,1,1,1,1,1,0,0,49.0
31,adbe,2011-11-08,adverse breach breaches break catastrophic closure collapse conciliation critical cut defer delay delays deter deterioration difficult difficulty dispute disputes disrupt disruption easing erred fail failure ill impair impairment inability infringe interrupt interruption interruptions lack lapse late lie litigation lose loses loss losses miss poses restructuring sever sue sued taint unable unauthorized vulnerabilities,anticipate anticipated anticipates approximate approximately believe believes could differ fluctuation fluctuations intangible intangibles may might predict predicting risk risks suggest tending uncertain uncertainties uncertainty,able achieve benefit better effective empower enable enabling encouraged enhance enhancement enhancements gain gains good great greater innovation leadership opportunities opportunity satisfy success successful successfully win,27.0,12.0,12.0,3.0,3.667,1,0,0,0,0,0,0,0,0,37.0
32,adbe,2011-12-15,absence adverse against alienation bad breach breaches break cancel canceled cancellation catastrophic cease ceases challenging claims closure collapse concern conciliation contesting contrary convict conviction corrected correction cut decline declines defer delay delayed delays denial denied denies deter deterioration detriment detrimental difficult difficulty dishonest dishonesty dispute disputes disputing disrupt disruption distract distraction disturb disturbing doubt doubtful encumber encumbered erred fail failure falsification felony fined force forcing forego harm ill impair impairment improper inability incapacity infringe intentional interrupt interruption interruptions invalid invalidity involuntary irregular lack lapse late lie limitation limitations liquidate liquidated litigation lose loss losses lying misconduct miss omit omitted overage pled poses question questions quit resign resignation resigned restructuring sever sue sued sues taint terminate terminated terminates termination unable unauthorized unpaid unwilling vulnerabilities,alteration anticipate anticipated anticipation approximate approximately assume assumed assumes assumption believe believes could depend dependent differ doubt doubtful fluctuation fluctuations intangible intangibles may might possible predict predicting presume presumed risk risks suggest uncertain uncertainties uncertainty,able accomplish accomplished achieve achieved assure beneficial benefit best better conclusive confident desirable effective enable enabled encouraged enhance enhancement enhancements favorable gain gains good great greater greatest opportunity perfect profitability satisfactory satisfy strong succeed succeeds success successful successfully transparency win,27.0,12.0,11.0,4.0,3.593,0,1,1,1,1,1,1,0,0,42.0
33,adbe,2012-01-26,absence adverse adversely against break clawback closure collapse conflict cut defer deter dispute disputes disregard disregarding downward erred fail fails fined force forego forfeit ill impair impairment inability incomplete interfere invalid lack lapse late lie limitation lying miss negative poses purport quit resign restructuring sever suspend terminate terminates termination terminations,approximate approximately contingent could differ intangible intangibles may,able achieve achieved achievement achieves achieving attain attained attainment benefit conclusive constructive desirable effective enhance exclusive gain gains good great greater opportunity reward satisfaction satisfy win,27.0,12.0,11.0,4.0,3.593,0,0,0,1,1,1,1,1,1,41.0
34,adbe,2012-03-07,absence adverse adversely against allege alleged alleging arrears bad bankrupt bankruptcy breach breached break cancel cancellation cease ceases claiming claims closed closing closure collapse concern conciliation conflict contested contrary corrected counterclaim critical cut damage damages danger decline declined default defaulted defect defects defer delay delayed delinquent denies deter detract disadvantage disadvantageous disapprove disavow disclose disclosed dismiss dismissed disproportion disproportionate disproportionately dispute disputes disregard disregarded dissolution doubt downgrade easing encumber encumbrance encumbrances endanger endangered erred erring error exculpatory expose fail failed failing fails failure fault faulted faults fined fines force forced forego forfeit forfeiture fraud fraudulent harm hazard hazardous hostile ill illegal illegality impair impaired impairment impracticable inability inaccurate incapable incident incomplete incorrect indefeasibly infringe infringement infringements infringes injunction injunctions insolvency intentional interfere invalid invalidate invalidated invalidity investigation involuntary lack lag lapse lapsed late laundering lie limitation limitations liquidate liquidation liquidator litigation lose losing loss losses lying misconduct mislead misleading miss missed misstate misstatement moratorium negative negligence objection obsolete omit omits omitted oppose opposed overage overdue penalties penalty plea plead pleading pleadings pled poses posing postpone preclude prejudice protest punitive purport purported purportedly purporting purports quit refusal refuse reject rejected rejection reparation repudiate resign resignation resigns restructuring revocation revoke revokes sever solvency subpoena sue sued sues suffer suffered suing suspend suspended suspension terminate terminated termination terminations threat threaten threatened unable unemployment unfunded unintended unlawful unpaid unreasonably unreimbursed unsatisfied usurious violate violated violating violation worse,anticipate anticipated anticipation appear appearing approximate approximately assume assumed assumption assumptions believe believed conditional conditionally contingency contingent could depend dependent differ differs doubt exposure fluctuating intangible may might nearly nonassessable pending possible presume presumed revise revised risk risks tending variable varied,able achieve achieved adequately advances advantage advantageous assuring attain attainment beneficial beneficially benefit benefited best better conclusive conclusively confident desirable desired diligent diligently effective empower empowered enable enhance enhanced exclusive exclusively favorable gain gains good great greater highest honor improve improvement improvements invent inventor leading perfect perfected satisfaction satisfactory satisfied satisfy succeed succeeding success win,28.0,13.0,11.0,4.0,3.6430000000000002,1,1,1,1,0,1,1,1,1,12.0
