,ticker,date,neg_text,uncert_text,pos_text,date_1,date_3,date_7
10,goog,2009-01-22,break closing conciliation conciliations cut deter difficult divest divestiture downturn easing erred erring fined ill impair impaired impairment late lie limitation limitations lose losing miss plea pleas poses preclude precluded question questions quit sue sued sues suing taint unforeseen,approximate approximately assume assumes assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties unclear vary varying,able achieving benefit despite effective great greater opportunities opportunity reward satisfy strength strengthen strengthening strong success successful successfully superior transparency win,2009-01-23,2009-01-25,2009-01-29
11,goog,2009-03-03,break cut deter ill lie miss,,able satisfy win,2009-03-04,2009-03-06,2009-03-10
12,goog,2009-04-16,break closing conciliation conciliations cut deter disclose erred erring fined ill impair impairment late lie limitation limitations lose losing miss plea pleas poses question questions quit recession sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit better effective gain gains good great greater opportunities opportunity satisfy strength strengthen strengthening strong success superior transparency win,2009-04-17,2009-04-19,2009-04-23
13,goog,2009-05-11,absence adverse against alienate alienated break cancel canceled cancellation cancelled cease ceases closing contrary cut decline declined defer deter deviation dispose dissolution erred fail failure fined force forego forfeit forfeited forfeiture ill illegal impair impaired inability inconsistent interfere invalid invalidate lapse lapsed lapsing late lie limitation limitations liquidation lose losing lying miss pled poses quit refuse refuses resign resignation revoke revoked sue sued suspend suspended suspension terminate terminated termination terminations threat threaten threatened unpaid,alteration assume assumed assumption depend depending deviation differ may pending risk unusual,able achieve achieved achievement beneficial best desirable effective enable gain gains good invent inventor opportunity satisfaction satisfied satisfy satisfying success win,2009-05-12,2009-05-14,2009-05-18
14,goog,2009-06-18,break cut deter erred ill late lie miss poses sue sued,approximate approximately depend dependent,able satisfy win,2009-06-19,2009-06-21,2009-06-25
15,goog,2009-07-16,break conciliation conciliations cut downturn erred erring fined ill late lie limitation limitations miss plea pleas poses question questions quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains good great greater innovation opportunities opportunity satisfy strength strengthen strengthening superior transparency upturn win,2009-07-17,2009-07-19,2009-07-23
16,goog,2009-08-07,break closing cut ill late lie losing miss poses quit,revise revised,able satisfy win,2009-08-08,2009-08-10,2009-08-14
17,goog,2009-10-13,break cut doubt ill lie miss resign resigned sue,doubt may,able effective enhancing good great greatly innovative opportunity satisfy success win,2009-10-14,2009-10-16,2009-10-20
18,goog,2009-10-15,break conciliation conciliations cut divest divestiture erred erring fined ill late lie limitation limitations miss plea pleas poses question questions quit recession suing taint unforeseen worst,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties uncertainty vary varying,able benefit confident despite effective gain gains great greater opportunities opportunity satisfy strength strengthen strengthening strong superior transparency win,2009-10-16,2009-10-18,2009-10-22
19,goog,2009-11-10,break closing cut default erred fault fined ill lie losing miss poses sue sued,may risk risks,able confident great greater opportunity satisfy win,2009-11-11,2009-11-13,2009-11-17
20,goog,2010-01-13,breach break cut deter difficult ill incident investigation lie miss quit shut sue sues unable uncover uncovered,appear appeared appearing believe cautious could depend dependent differ may reconsider suggest unusual vary varying,able achieve benefit enhance gain gained great improve improvement improvements incredibly progress resolve satisfy success win,2010-01-14,2010-01-16,2010-01-20
21,goog,2010-01-19,adverse adversely breach break contrary cut disregard disregarded fined forego ill incorrect investigation late lie limitation limitations miss poses reparation sue sued,appear appearing assume assumed assumption assumptions could depend dependent may might revise revised,able best effective satisfy win,2010-01-20,2010-01-22,2010-01-26
22,goog,2010-01-21,break conciliation conciliations cut divest divestiture downturn erred erring fined ill impair impairment late lie limitation limitations miss plea pleas poses question questions quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater innovation opportunities opportunity optimistic satisfy strength strengthen strengthening strong superior transparency win,2010-01-22,2010-01-24,2010-01-28
23,goog,2010-01-22,break closed concern concerns cut disclose disclosed ill lie lose miss,approximate approximately assuming,able satisfy win,2010-01-23,2010-01-25,2010-01-29
24,goog,2010-03-05,break cut deter ill lie miss,,able effective satisfy win,2010-03-06,2010-03-08,2010-03-12
25,goog,2010-04-15,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater innovation opportunities satisfy strength strengthen strengthening superior transparency win,2010-04-16,2010-04-18,2010-04-22
26,goog,2010-05-17,absence adverse against alienate alienated bad break cancel canceled cancellation cancelled cease ceases closing concern concerns contrary crucial cut decline declined defer deter deviation dispose dissolution erred error fail failed failure fined force forego forfeit forfeited forfeiture ill illegal impair impaired inability inaccessible incident inconsistent incorrect interfere invalid invalidate lapse lapsed lapsing late lie limitation limitations liquidation lose losing lying miss mistake mistaken mistakenly pled poses problem problems quit refuse refuses resign resignation revoke revoked sue sued suing suspend suspended suspension terminate terminated termination terminations threat threaten threatened unpaid,alteration assume assumed assumption depend dependent depending deviation differ may pending possible risk roughly unusual,able achieve achieved achievement beneficial best desirable effective enable enables gain gains good highest invent inventor opportunity satisfaction satisfied satisfy satisfying success win,2010-05-18,2010-05-20,2010-05-24
27,goog,2010-07-15,against bankrupt bankruptcy break concern conciliation conciliations cut easing erred erring fined force forego fraud fraudulent ill insolvency investigation investigations late lie limitation limitations miss moratorium plea pleas poses quit solvency sue sued suing taint unforeseen,appear appearing approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit confident effective gain gains great greater opportunities satisfy strength strengthen strengthening strong superior transparency win,2010-07-16,2010-07-18,2010-07-22
28,goog,2010-10-14,break conciliation conciliations cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit sue suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excellent gain gains great greater innovation opportunities satisfy strength strengthen strengthening superior transparency win,2010-10-15,2010-10-17,2010-10-21
29,goog,2010-11-10,break cut deter erred ill late lie miss sue sued,approximate approximately depend dependent,able satisfy win,2010-11-11,2010-11-13,2010-11-17
30,goog,2010-11-12,break closing cut decline declined ill late lie losing miss poses quit,,able effective satisfy win,2010-11-13,2010-11-15,2010-11-19
31,goog,2011-01-20,break closed complicate complicated concern concerns conciliation conciliations cut disclose disclosed easing erred erring fined ill late lie limitation limitations lose miss plea pleas poor poses quit suing taint unforeseen,anticipate approximate approximately assume assuming assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit best better brilliant confident dream effective exceptional exceptionally excited gain gains good great greater greatest improve incredible innovation innovator leadership leading opportunities opportunity perfect perfectly revolutionizing satisfy strength strengthen strengthening strengths strong success successful superior transparency tremendous valuable win,2011-01-21,2011-01-23,2011-01-27
32,goog,2011-01-21,accuse accused against argue bad break breakdown broken cancel challenge closing closure complain complaint complaints complicate complicated concern concerns conciliation conciliations confuse confused crisis cut delay difficult disproportion disproportionate doubt error fail failure failures force ill lag late lie lose losing misinform misinformation miss negative opportunistic opportunistically oppose opposed plea pleas pled poses problem problems question questions quit recession scrutiny serious sever shut slow slower sue sues suing suspect suspects taint tense unexpected unexpectedly weak weaker,anticipate approximate approximately believe clarification could depend dependent depending differ doubt may might nearly pending perhaps possibilities possible possibly predict predicted probably revise risk risks roughly seems sometime sometimes somewhat suggest uncertain uncertainties unexpected unexpectedly unusual,able accomplish accomplished achieve achieved achieving beneficial benefit best better boost brilliant collaborative confident creative delight delighted desirable despite easier easy effective enjoy excellent excited exciting fantastic gain gains good great greater happy highest impress impressive improve improvement improvements incredible incredibly innovation innovations invent inventor leading opportunities opportunity optimistic pleased pleasure positive progress satisfy stable strength strengthen strengthened strong stronger succeed success successes successful successfully tremendous valuable win winner winners,2011-01-22,2011-01-24,2011-01-28
33,goog,2011-01-24,break closing cut ill late lie losing miss quit,approximate approximately,able satisfy win,2011-01-25,2011-01-27,2011-01-31
34,goog,2011-03-11,break closing cut deter ill late lie losing miss quit,,able satisfy win,2011-03-12,2011-03-14,2011-03-18
35,goog,2011-04-08,break cut deter lie miss resign resignation,,able effective satisfy win,2011-04-09,2011-04-11,2011-04-15
36,goog,2011-04-14,break conciliation conciliations crucial cut erred erring fined ill late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater innovation opportunities satisfy strength strengthen strengthening success superior transparency win,2011-04-15,2011-04-17,2011-04-21
37,goog,2011-04-19,break cut ill lie miss,,able effective satisfy win,2011-04-20,2011-04-22,2011-04-26
38,goog,2011-05-17,break cut ill late lie lose miss poses sue sued taint unlawful,approximate approximately may risk risks uncertain uncertainties,able improving innovation innovations satisfy win,2011-05-18,2011-05-20,2011-05-24
39,goog,2011-05-19,absence accident accidents acquiesce adverse adversely against allege alleged annul annulled arrears bad bankrupt bankruptcy breach break calamity cancel canceled cancellation cancelled catastrophe catastrophes cease ceases challenge challenged claims closed closing closure complain complained concern concerned conflict conflicted conflicting conflicts contrary crisis culpability cut damage damages decline default defaulting defect defective defects defend defending defer delay delist delisted delisting deprive destroy destroyed destruction deter disclose disclosed discontinue discontinued dispose dispute disregard disregarded disrupt disruption dissolution disturb disturbance disturbances downgrading easing encumbrance encumbrances erred erring erroneous error fail failed fails failure fault faulted faults fined force forced forego fraud fraudulent guilty harm hindrance ill illegal impair impracticable inability inadvisable inappropriate incapable incident inconsistent ineligible infringe infringement inquiry insolvency insolvent insufficient interfere interrupt interruption interruptions invalid investigate investigated investigating investigation investigations involuntary lapse late lie limitation limitations liquidate liquidated liquidating liquidation liquidator litigant lose losing loss losses lost lying malfunction malfunctions misconduct mislead misleading misrepresent misrepresentation miss misuse moratorium negative neglect neglected negligence negligent objecting objection omission omissions omit omits omitted omitting overdue penalty plaintiff plea plead pleaded pled poses posing postpone postponed preclude prejudice prosecute punitive purport quit refusal refuse refused reparation resign resignation resigning revocation sever shortfall solvency stolen stoppage stoppages sue sued sues suffer suffered suffering suing suspend suspending suspension terminate terminated termination terminations threat threaten threatened threatening unable unauthorized unavailable unfavorable unpaid unreasonable unreasonably unremedied unwilling violation,alteration ambiguity appear appeared appearing appears assume assumed assuming assumption assumptions believe believed believes believing conditional conditionally contingency could depend dependent differ differing indeterminate likelihood may might nearly nonassessable ordinarily pending possible preliminary presume presumed risk risks sometime sometimes tending variable variation variations vary,able advances assure assured beneficial benefit best conclusive conclusively confident constructive desirable effective empower empowered enable enabling exclusive exclusively favorable gain gained gains good great greater highest invent invention inventions leading opportunity satisfaction satisfactory satisfied satisfy succeed succeeding success win,2011-05-20,2011-05-22,2011-05-26
40,goog,2011-06-07,absence adverse against alienate alienated break cancel canceled cancellation cancelled cease ceases closing conflict contrary cut decline declined defer deter deviation dispose dissolution erred fail failure fined force forego forfeit forfeited forfeiture ill illegal impair impaired inability inconsistent interfere invalid invalidate lapse lapsed lapsing late lie limitation limitations liquidation lose losing lying miss pled poses quit refuse refuses resign resignation revoke revoked sue sued suspend suspended suspension terminate terminated termination terminations threat threaten threatened unpaid,alteration assume assumed assumption depend dependent depending deviation differ may pending risk unusual,able achieve achieved achievement beneficial best desirable effective enable gain gains good highest invent inventor opportunity satisfaction satisfied satisfy satisfying success win,2011-06-08,2011-06-10,2011-06-14
41,goog,2011-06-13,break cut deter disclose ill lie lose miss,,able highest satisfy win,2011-06-14,2011-06-16,2011-06-20
42,goog,2011-06-24,break cut investigation lie miss subpoena,,able satisfy win,2011-06-25,2011-06-27,2011-07-01
43,goog,2011-07-12,against bankrupt bankruptcy break contrary cut deter fined force forego ill insolvency investigation investigations late lie limitation miss poses quit sever solvency sue sued,assume assumed assumption assumptions may might nonassessable,able effective gain gains good highest satisfaction satisfied satisfy win winning,2011-07-13,2011-07-15,2011-07-19
44,goog,2011-07-14,break breaking conciliation conciliations cut erred erring fined ill investigation late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater opportunities satisfy strength strengthen strengthening superior transparency win,2011-07-15,2011-07-17,2011-07-21
45,goog,2011-08-15,break closing cut ill late lie lose losing miss sue sued taint,anticipate anticipated anticipates believe believes could differ may risk risks uncertain uncertainties,able benefit enable enhance enhancing innovate innovation innovative opportunities satisfaction satisfy success successful successfully vibrant win,2011-08-16,2011-08-18,2011-08-22
46,goog,2011-08-18,antitrust assertions break cancel cancelled closing closure closures concern cut deter dissent dissenting fail failure fined forego ill late lie losing miss omit omitted purport taint terminate termination,anticipate anticipated anticipates believe believes could differ may might risk risks uncertain uncertainties,able benefit confident good innovation opportunities satisfaction satisfy success successful successfully superior win,2011-08-19,2011-08-21,2011-08-25
47,goog,2011-10-13,break conciliation conciliations cut erred erring fined ill investigation late lie limitation limitations miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater incredible opportunities satisfy strength strengthen strengthening superior transparency win,2011-10-14,2011-10-16,2011-10-20
48,goog,2012-01-12,break closed closing cut ill interfere late lie lose losing miss plea pleas quit resign resigned,believe contingent may possible,able brilliant effective exciting great improving incredibly innovation innovations innovator leadership opportunity pleased satisfy win,2012-01-13,2012-01-15,2012-01-19
49,goog,2012-01-19,break conciliation conciliations cut erred erring fined ill investigation late lie limitation limitations lying miss plea pleas poses quit suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective excited gain gains great greater opportunities satisfy strength strengthen strengthening strong superior transparency tremendous win,2012-01-20,2012-01-22,2012-01-26
50,goog,2012-02-17,break closed cut disclose disclosed ill lie lose miss,approximate approximately assuming may,able beneficial beneficially gain gains satisfy win,2012-02-18,2012-02-20,2012-02-24
51,goog,2012-04-12,break conciliation conciliations controversial critical crucial cut decline declines delay easing erred erring fined ill investigation late lie limitation limitations lying miss oppose opposed penalties plea pleas poses posing prevents question questions quit risky sacrifice sue sued sues suing taint terminate unable undermine unduly unforeseen urgency voiding,anticipate anticipated approximate approximately assumption assumptions believe believes could depend dependence dependent differ intangible may might possible predict predicted preliminary risk risks risky somewhat uncertain uncertainties unusual unusually vary varying,able benefit best better creativity dream easier effective enjoy enjoying excited exciting gain gains good great greater honor honored improve innovative opportunities opportunity progress satisfy stability strength strengthen strengthening strong success successful superior transparency tremendous win,2012-04-13,2012-04-15,2012-04-19
52,goog,2012-04-13,break controversial critical crucial cut decline declines delay easing ill late lie miss oppose opposed plea pleas prevents quit risky sacrifice taint terminate undermine unduly urgency,assumption assumptions believe could depend dependence dependent differ may might possible preliminary risk risks risky somewhat uncertain uncertainties unusual unusually,able benefit best better creativity dream easier effective enjoy enjoying excited gain gains good great honor honored improve innovative opportunities progress satisfy stability strength strong success successful tremendous win,2012-04-14,2012-04-16,2012-04-20
53,goog,2012-04-30,break cancel cancelled cut fined forego ill lie lying miss penalties quit terminate terminates termination,depend depending may pending variation variations,able effective satisfy win,2012-05-01,2012-05-03,2012-05-07
54,goog,2012-05-22,absence adverse adversely against allegation allegations alleging antitrust assertions barrier barriers breach breached breaches break breaks cancel canceled cease challenge challenges claiming claims closed closing closure closures concern concerns conflict conflicting conflicts controversies corrupt corruption costly criminal critical curtail cut damage damaged damages decline defamation defect defective defects defend defending defer degrade delay delaying denial deny deter deterioration difficult difficulties diminish diminishing disaster disasters disclose discontinue discourage disproportion disproportionate dispute disputes disrupt disrupted disruption disruptions distract distraction diversion downward easing erred error errors excessive expose exposed exposes fail failing fails failure failures fines force forego fraud fraudulent fraudulently harm harmed harmful harming hazard hazardous hurt ill impair impairment impede impeded implicate inability inadequate inappropriate inappropriately inconsistent infringe infringement infringing injunction injunctions injury insufficient intentional interfere interference interrupt interrupted interruption interruptions invalid investigation investigations lack late lie limitation limitations litigate litigation lose losing loss losses lost lying malfeasance malfunction malfunctioning malfunctions miss negative negatively negligence omit omitted outage outages penalties plea pleas poses preventing prevents problem problems prolong prolonging purport quit recall recalls resign resignation risky sabotage scrutiny secrecy serious seriously sever severe severely shortage shortages slow slowed spam spammers stringent sue sued sues suffer suffered taint tense terminate terminated termination terminations threat threaten threatened unable unanticipated unauthorized unethical unfair unforeseen unfounded unlawful unwilling vandalism violate violates violation violations volatile volatility vulnerabilities vulnerable,anticipate anticipated anticipates anticipation approximate approximately assume assumed assuming believe believes contingent could depend depends differ exposure fluctuate fluctuation fluctuations may might nearly pending possibility possible predict predicted predicting risk risks risky sometime sometimes somewhat uncertain uncertainties uncertainty undesignated unidentified unknown unsettled variation variations varied vary varying volatile volatility,able achieve advantage advantages assure attractive beneficial beneficially benefit better confident creativity despite easily effective enable enhance enhanced enhancing enjoy enjoyable excitement exclusivity favorable gain gained gains good great greater happy improve improved innovate innovation innovations innovative invent invented leading meritorious opportunities pleased profitability resolve satisfy satisfying smooth strong succeed success successes successful successfully tremendous tremendously valuable win,2012-05-23,2012-05-25,2012-05-29
55,goog,2012-06-26,absence against break cancel cancellation cancelled cancelling cease ceases claims closing closure conflict contrary cut defeat defeated defer deter discontinue discontinued dispose disqualifies disregard disregarding dissolution doubt erred fail fails force forego forfeit forfeited ill impair impairment incident interfere lapse lapsed late lie limitation limitations liquidation litigation losing loss lying miss plea pleas pled poses preclude quit restructuring restructurings revoke sever sue sued suing suspend suspended terminate terminated termination unpaid,clarification depend dependent depends doubt intangible may pending predict revise tending unusual,able achieve achievement benefit collaboration collaborations conclusive desirable effective efficiency exclusive exclusively favorable gain gains great greater improving innovation innovations invent inventor opportunities opportunity profitability resolve reward rewards satisfaction satisfies satisfy satisfying success win,2012-06-27,2012-06-29,2012-07-03
56,goog,2012-07-19,break closing conciliation conciliations cut divest divestiture erred erring fined ill investigation late lie limitation limitations losing loss lying miss plea pleas poses quit sever suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties variability vary varying,able benefit effective excited exciting gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win,2012-07-20,2012-07-22,2012-07-26
57,goog,2012-08-13,break concern concerned cut deter difficult ill lag late lie lose lost miss negative restructuring sever taint,approximate approximately believe believes could differ may predict predicted risk risks uncertain uncertainties variability,able achieve great greater improve innovative profitability profitable satisfy success successful win,2012-08-14,2012-08-16,2012-08-20
58,goog,2012-10-04,break cut ill late lie miss restructuring sever taint,approximate approximately could differ may predict predicted risk risks uncertain uncertainties,able improve profitability satisfy success successful win,2012-10-05,2012-10-07,2012-10-11
59,goog,2012-10-18,break conciliation conciliations cut divest divestiture erred erring fined ill investigation late lie limitation limitations loss lying miss plea pleas poses quit restructuring suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater invent inventor opportunities satisfy strength strengthen strengthening superior transparency win,2012-10-19,2012-10-21,2012-10-25
60,goog,2012-10-18,break conciliation conciliations corrects cut divest divestiture erred erring erroneous erroneously fined ill investigation late lie limitation limitations loss lying miss plea pleas poses quit restructuring suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able beautiful beautifully benefit effective excited gain gains great greater invent inventor opportunities progress satisfy strength strengthen strengthening strong superior transparency win,2012-10-19,2012-10-21,2012-10-25
61,goog,2012-12-20,break claims closing closure concern cut disclaim disclaims easing force ill late lie litigation lose losing miss quit sue sued taint,approximate approximately could differ may possible risk risks suggest suggested uncertain uncertainties uncertainty,able achieve advancement advancements benefit best better desired enable enhance improving innovating innovation innovations innovative innovator leading opportunities profitable satisfaction satisfy strength strengths strong success successful successfully vibrant win,2012-12-21,2012-12-23,2012-12-27
62,goog,2012-12-21,break cut erred ill late lie miss sue sued,approximate approximately depend dependent,able beneficial beneficially satisfy win,2012-12-22,2012-12-24,2012-12-28
63,goog,2013-01-03,absence against allege alleged allegedly anticompetitive antitrust arguing argument arguments breach breached breaching break cease challenge challenged challenges challenging claims closed closing closure complain complained concern concerned concerns conflict conflicts contend contends contested contradict contrary cut damage damages dampen defensive delay delays depriving deter disclose disclosed dismiss dismissal dismissed dispose dispute disputes dissolution doubt easing encumber encumbered enjoin enjoined erred fail fails fined force forced forcing forego harm harmed ill improper inability inconsistent infringe infringed infringement infringements infringing injunction injunctions injury interfere interference interrupt interruption investigation investigations lack lapse lapsed late lie limitation limitations litigation lose loses losing loss lost lying miss missed monopoly penalties plea pleas poses prejudice problem prosecute prosecuted question questions quit refusal refuse refused refuses refusing reject rejected relinquish relinquishes reparation revoke revoked scrutiny strain sue sued sues suing suspect suspend suspension terminate termination threat threaten threatened threatening threats unable unavailable undermining unfair unreasonable violate violated violates violation violations wasted,alteration alterations appear appearing assume assumed believe believed believes could depend dependent differ doubt may might pending possible reconsider revise risk tending,able accomplish achieving adequately benefit best better confident easier easily effective efficiency enable enabled enhance enhancement enhancements exceptional excited exclusive gain gaining gains good great honor improve improvement improvements innovate innovation integrity leading pleased resolve reward rewarded satisfied satisfies satisfy succeed success win,2013-01-04,2013-01-06,2013-01-10
64,goog,2013-01-22,bad break collapse conciliation conciliations cut discontinue discontinued dispose divest divestiture erred erring fined ill investigation lapse late lie limitation limitations lose loss lying miss plea pleas poses quit restructuring suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able achieve achievement benefit effective exciting gain gains great greater incredibly invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency tremendous win,2013-01-23,2013-01-25,2013-01-29
65,goog,2013-02-08,break closed collapse cut disclose disclosed ill lapse lie lose miss sue sued,approximate approximately assuming may,able beneficial beneficially effective gain gains satisfy win,2013-02-09,2013-02-11,2013-02-15
66,goog,2013-03-12,break collapse cut ill lapse lie miss,hidden,able satisfy win,2013-03-13,2013-03-15,2013-03-19
67,goog,2013-04-18,break collapse conciliation conciliations cut discontinue discontinued erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restructuring sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater improve invent inventor opportunities satisfy strength strengthen strengthening strong superior transparency win,2013-04-19,2013-04-21,2013-04-25
68,goog,2013-06-11,against break collapse cut forego ill lapse lie miss,depend dependent hidden,able gain gains satisfy success win,2013-06-12,2013-06-14,2013-06-18
69,goog,2013-06-17,break claims closure collapse concern cut defend defendant defendants deter disclose ill lapse lie litigation lose miss plaintiff plaintiffs quit sue termination unable,assumption depend dependent differ hidden may pending preliminary,able benefit best good opportunity satisfy win,2013-06-18,2013-06-20,2013-06-24
70,goog,2013-07-18,break collapse conciliation conciliations cut discontinue discontinued divest divestiture erred erring fined ill lapse late lie limitation limitations loss lying miss plea pleas poses quit restructuring sue sued suing taint unforeseen,approximate approximately assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able benefit effective gain gains great greater improve invent inventor opportunities opportunity satisfy strength strengthen strengthening superior transparency tremendous win,2013-07-19,2013-07-21,2013-07-25
71,goog,2013-10-17,break closed closing closure collapse conciliation conciliations cut defer disclose disclosed discontinue discontinued divest divestiture erred erring fined ill lapse late lie limitation limitations lose losing loss lying miss plea pleas poses quit restructuring sue sued suing taint unforeseen,approximate approximately assuming assumption assumptions believe believes could differ hidden intangible intangibles may predict predicted risk risks uncertain uncertainties vary varying,able beautiful beneficial beneficially benefit effective gain gains great greater invent inventor opportunities progress satisfy strength strengthen strengthening strong superior transparency win,2013-10-18,2013-10-20,2013-10-24
72,goog,2013-10-30,allegation allegations argument break claiming claims closed closure cut delay deter disclose disclosed dismiss dismissed dismissing fail failure fined force forego ill late lie limitation litigation lose miss missed negative plaintiff plaintiffs preclude prejudice prosecution quit sue sued suspect suspected unsuspected,assumption believe believed could depend dependent depending differ may might pending unknown,able benefit best effective gain gained good great greater opportunity positive satisfy success win,2013-10-31,2013-11-02,2013-11-06
73,goog,2014-01-13,break closing collapse cut ill lapse lie lose losing miss,,able best better dream easier excited great improving innovation innovations invent leadership positive satisfy tremendous win,2014-01-14,2014-01-16,2014-01-20
